seed,dimension,time_afw,solution_afw,termination_afw
1,20,11.289,1.2658745372323663,OPTIMAL
2,20,64.659,-4.930225190397363,OPTIMAL
3,20,36.77,1.4037574423466936,OPTIMAL
4,20,47.872,0.5686080969010998,OPTIMAL
5,20,175.334,-2.3615473444687503,OPTIMAL
6,20,3.396,-8.917010648707457,OPTIMAL
7,20,11.458,2.4385252917781446,OPTIMAL
8,20,11.736,4.231260186285132,OPTIMAL
9,20,37.754,2.752754713528911,OPTIMAL
10,20,203.029,-3.5553752613413736,OPTIMAL
1,25,46.117,3.064385575894592,OPTIMAL
2,25,32.198,3.577052275587004,OPTIMAL
3,25,90.34,2.2152637314483545,OPTIMAL
4,25,38.734,7.003511052171426,OPTIMAL
5,25,344.299,-6.582704719193822,Optimal (tree empty)
6,25,33.568,5.274775664864363,OPTIMAL
7,25,21.024,3.910201133873616,OPTIMAL
8,25,62.56,6.446105681103388,OPTIMAL
9,25,93.447,4.918533105530426,Optimal (tree empty)
10,25,229.992,-11.459975391835187,OPTIMAL
1,30,69.539,5.523682232067458,OPTIMAL
2,30,22.136,7.035181744964532,OPTIMAL
3,30,85.781,1.323910728602376,OPTIMAL
4,30,27.563,5.641999694466306,OPTIMAL
5,30,53.931,5.946586837571959,OPTIMAL
6,30,88.302,6.3330059909113245,OPTIMAL
7,30,1800.579,-3.515373826480621,Time limit reached
8,30,54.76,6.433601462345548,OPTIMAL
9,30,480.573,0.22963438055342245,OPTIMAL
10,30,1800.489,-0.5454051333906893,Time limit reached
1,35,62.727,6.514563951553402,OPTIMAL
2,35,249.324,2.1412733647313287,OPTIMAL
3,35,81.495,6.913338934161181,OPTIMAL
4,35,154.383,3.056180406502043,OPTIMAL
5,35,477.705,1.2883581448262902,OPTIMAL
6,35,555.056,-0.5540655212899406,OPTIMAL
7,35,685.338,0.848113097447935,OPTIMAL
8,35,1128.95,-0.7489184639743085,OPTIMAL
9,35,145.054,4.426954183977536,OPTIMAL
10,35,81.109,7.30118114309383,OPTIMAL
1,40,54.031,6.668905686660359,OPTIMAL
2,40,227.111,10.366094011721161,OPTIMAL
3,40,207.447,6.981144660277266,OPTIMAL
4,40,61.222,9.881754761554713,OPTIMAL
5,40,68.539,6.165277011653874,OPTIMAL
6,40,1800.256,0.7325766126645119,Time limit reached
7,40,194.947,6.817786289214361,OPTIMAL
8,40,1800.619,1.261008754450493,Time limit reached
9,40,994.953,2.118776626161238,OPTIMAL
10,40,559.669,-20.001028332807724,OPTIMAL
1,45,1800.228,3.2623219447755982,Time limit reached
2,45,1800.24,0.18101680934030218,Time limit reached
3,45,1800.811,1.1186445151371023,Time limit reached
4,45,84.674,10.701337940556193,OPTIMAL
5,45,1800.738,3.6037121380656183,Time limit reached
6,45,110.56,5.495402245983364,OPTIMAL
7,45,217.354,12.62718452571226,OPTIMAL
8,45,103.397,9.163893335986591,OPTIMAL
9,45,1086.363,4.236949514327366,OPTIMAL
10,45,581.695,8.021176616174191,OPTIMAL
1,50,1800.495,1.7912657405623136,Time limit reached
2,50,482.086,4.622262909488774,OPTIMAL
3,50,1800.589,-1.4782169030318788,Time limit reached
4,50,976.931,5.985565030656842,OPTIMAL
5,50,179.5,9.980080860931746,OPTIMAL
6,50,53.67,-64.33573089934367,OPTIMAL
7,50,422.328,4.82154724578178,OPTIMAL
8,50,1341.973,9.156202976924313,OPTIMAL
9,50,861.683,7.006875993079378,OPTIMAL
10,50,1667.131,4.16465237588567,OPTIMAL
1,55,543.972,9.242305852737067,OPTIMAL
2,55,226.195,5.53205792465835,OPTIMAL
3,55,1801.327,-0.2348238439526278,Time limit reached
4,55,1800.455,2.5880118641978234,Time limit reached
5,55,796.119,3.976192278232669,OPTIMAL
6,55,445.441,5.492424811591182,OPTIMAL
7,55,422.173,15.881666168132984,OPTIMAL
8,55,154.71,9.738273612021576,OPTIMAL
9,55,108.698,5.60436720469202,OPTIMAL
10,55,284.679,8.285301129901587,OPTIMAL
1,60,567.723,18.18739155458161,OPTIMAL
2,60,1800.436,4.434377455446731,Time limit reached
3,60,1801.157,8.503163441387004,Time limit reached
4,60,1800.648,0.4870510988439303,Time limit reached
5,60,1800.61,2.6071577663199177,Time limit reached
6,60,287.769,6.2648464616988,OPTIMAL
7,60,364.002,3.8188380686283248,OPTIMAL
8,60,275.332,10.846398359802393,OPTIMAL
9,60,231.546,16.00398093136397,OPTIMAL
10,60,1800.83,1.5456522718072812,Time limit reached
