seed,dimension,time_afw,solution_afw,termination_afw
1,20,11.12,1.2658745372323663,OPTIMAL
2,20,64.02,-4.930225190397363,OPTIMAL
3,20,36.134,1.4037574423466936,OPTIMAL
4,20,44.002,0.5686080969010998,OPTIMAL
5,20,163.75,-2.3615473444687503,OPTIMAL
6,20,3.279,-8.917010648707457,OPTIMAL
7,20,11.104,2.4385252917781446,OPTIMAL
1,25,43.606,3.064385575894592,OPTIMAL
2,25,30.364,3.577052275587004,OPTIMAL
3,25,85.747,2.2152637314483545,OPTIMAL
4,25,37.137,7.003511052171426,OPTIMAL
5,25,335.066,-6.582704719193822,Optimal (tree empty)
6,25,33.047,5.274775664864363,OPTIMAL
7,25,20.671,3.910201133873616,OPTIMAL
1,30,70.427,5.523682232067458,OPTIMAL
2,30,20.764,7.035181744964532,OPTIMAL
3,30,80.346,1.323910728602376,OPTIMAL
4,30,25.676,5.641999694466306,OPTIMAL
5,30,50.068,5.946586837571959,OPTIMAL
6,30,84.487,6.3330059909113245,OPTIMAL
7,30,1800.301,-3.6819910355173544,Time limit reached
1,35,60.198,6.514563951553402,OPTIMAL
2,35,246.158,2.1412733647313287,OPTIMAL
3,35,78.991,6.913338934161181,OPTIMAL
4,35,147.349,3.056180406502043,OPTIMAL
5,35,460.945,1.2883581448262902,OPTIMAL
6,35,539.079,-0.5540655212899406,OPTIMAL
7,35,664.687,0.848113097447935,OPTIMAL
1,40,51.504,6.668905686660359,OPTIMAL
2,40,217.629,10.366094011721161,OPTIMAL
3,40,231.694,6.981144660277266,OPTIMAL
4,40,77.125,9.881754761554713,OPTIMAL
5,40,76.521,6.165277011653874,OPTIMAL
6,40,1800.604,0.7325766126645119,Time limit reached
7,40,188.447,6.817786289214361,OPTIMAL
1,45,1800.891,3.2623219447755982,Time limit reached
2,45,1800.097,0.18101680934030218,Time limit reached
3,45,1722.249,0.02527967492143013,Optimal (tree empty)
4,45,77.614,10.701337940556193,OPTIMAL
5,45,1800.181,3.6037121380656183,Time limit reached
6,45,107.319,5.495402245983364,OPTIMAL
7,45,212.075,12.62718452571226,OPTIMAL
1,50,1800.17,1.7912657405623136,Time limit reached
2,50,478.363,4.622262909488774,OPTIMAL
3,50,1800.43,-1.4782169030318788,Time limit reached
4,50,946.923,5.985565030656842,OPTIMAL
5,50,173.597,9.980080860931746,OPTIMAL
6,50,53.354,-64.33573089934367,OPTIMAL
7,50,413.297,4.82154724578178,OPTIMAL
