seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,30,150,6.0,592.0,3.574774864599008,4.283114926546781,Time limit reached,40,2
2,30,150,6.0,1066.0,3.574774864599008,4.283114926546781,Time limit reached,70,3
2,30,150,6.0,1558.0,3.607305270778362,4.283114926546781,Time limit reached,105,4
2,30,150,6.0,1964.0,3.607305270778362,4.283114926546781,Time limit reached,130,5
2,30,150,6.0,2555.0,3.6327813476619997,4.283114926546781,Time limit reached,168,6
2,30,150,6.0,2914.0,3.6327813476619997,4.283114926546781,Time limit reached,193,7
2,30,150,6.0,3450.0,3.641860472391404,4.283114926546781,Time limit reached,231,8
2,30,150,6.0,3968.0,3.641860472391404,4.283114926546781,Time limit reached,261,9
2,30,150,6.0,4523.0,3.6585706354570915,4.283114926546781,Time limit reached,300,10
2,30,150,6.0,5092.0,3.6585706354570915,4.283114926546781,Time limit reached,336,11
2,30,150,6.0,5939.0,3.6685164123895677,4.283114926546781,Time limit reached,378,12
2,30,150,6.0,7248.0,3.6685164123895677,4.283114926546781,Time limit reached,405,13
2,30,150,6.0,9105.0,3.6820862903338223,4.220715863799662,Time limit reached,445,14
2,30,150,6.0,10643.0,3.6820862903338223,4.220715863799662,Time limit reached,476,15
2,30,150,6.0,12710.0,3.69458319499933,4.220715863799662,Time limit reached,517,16
2,30,150,6.0,13154.0,3.69458319499933,4.220715863799662,Time limit reached,547,17
2,30,150,6.0,14564.0,3.7039003114075992,4.220715863799662,Time limit reached,592,18
2,30,150,6.0,15630.0,3.7039003114075992,4.220715863799662,Time limit reached,618,19
2,30,150,6.0,16848.0,3.7076737958055497,4.220715863799662,Time limit reached,659,20
2,30,150,6.0,17658.0,3.7076737958055497,4.220715863799662,Time limit reached,685,21
2,30,150,6.0,19047.0,3.715296126326847,4.220715863799662,Time limit reached,727,22
2,30,150,6.0,19994.0,3.715296126326847,4.220715863799662,Time limit reached,761,23
2,30,150,6.0,20949.0,3.7282023271128244,4.220715863799662,Time limit reached,796,24
2,30,150,6.0,22341.0,3.7282023271128244,4.220715863799662,Time limit reached,832,25
2,30,150,6.0,23700.0,3.7282222825076774,4.220715863799662,Time limit reached,876,26
2,30,150,6.0,24708.0,3.7282222825076774,4.220715863799662,Time limit reached,907,27
2,30,150,6.0,26147.0,3.73394863971461,4.220715863799662,Time limit reached,954,28
2,30,150,6.0,27049.0,3.73394863971461,4.220715863799662,Time limit reached,986,29
2,30,150,6.0,28368.0,3.735310761357947,4.220715863799662,Time limit reached,1029,30
2,30,150,6.0,29207.0,3.735310761357947,4.220715863799662,Time limit reached,1061,31
2,30,150,6.0,30461.0,3.7454223479197504,4.220715863799662,Time limit reached,1098,32
2,30,150,6.0,31283.0,3.7454223479197504,4.220715863799662,Time limit reached,1126,33
2,30,150,6.0,33018.0,3.747655544113276,4.220715863799662,Time limit reached,1172,34
2,30,150,6.0,33588.0,3.747655544113276,4.220715863799662,Time limit reached,1196,35
2,30,150,6.0,34949.0,3.7502424188689654,4.220715863799662,Time limit reached,1236,36
2,30,150,6.0,35813.0,3.7502424188689654,4.220715863799662,Time limit reached,1263,37
2,30,150,6.0,36959.0,3.750647793718197,4.220715863799662,Time limit reached,1302,38
2,30,150,6.0,37766.0,3.750647793718197,4.220715863799662,Time limit reached,1327,39
2,30,150,6.0,38910.0,3.7506810888776343,4.220715863799662,Time limit reached,1367,40
2,30,150,6.0,40053.0,3.7506810888776343,4.220715863799662,Time limit reached,1400,41
2,30,150,6.0,41325.0,3.7538376258072033,4.220715863799662,Time limit reached,1439,42
2,30,150,6.0,42317.0,3.7538376258072033,4.220715863799662,Time limit reached,1472,43
2,30,150,6.0,44344.0,3.756550172725827,4.220715863799662,Time limit reached,1522,44
2,30,150,6.0,44973.0,3.756550172725827,4.220715863799662,Time limit reached,1544,45
2,30,150,6.0,45983.0,3.757365304502096,4.220715863799662,Time limit reached,1575,46
2,30,150,6.0,46666.0,3.757365304502096,4.220715863799662,Time limit reached,1600,47
2,30,150,6.0,47781.0,3.7616087766955446,4.220715863799662,Time limit reached,1640,48
2,30,150,6.0,49006.0,3.7616087766955446,4.220715863799662,Time limit reached,1677,49
2,30,150,6.0,50206.0,3.7636675462037665,4.220715863799662,Time limit reached,1721,50
2,30,150,6.0,51444.0,3.7636675462037665,4.220715863799662,Time limit reached,1753,51
2,30,150,6.0,53177.0,3.767387854252608,4.220715863799662,Time limit reached,1797,52
2,30,150,6.0,54308.0,3.767387854252608,4.220715863799662,Time limit reached,1827,53
2,30,150,6.0,55651.0,3.769322955020882,4.220715863799662,Time limit reached,1865,54
2,30,150,6.0,56228.0,3.769322955020882,4.220715863799662,Time limit reached,1886,55
2,30,150,6.0,57524.0,3.771939086195106,4.177943032525441,Time limit reached,1921,56
2,30,150,6.0,58596.0,3.771939086195106,4.177943032525441,Time limit reached,1950,57
2,30,150,6.0,60021.0,3.77301305600026,4.177943032525441,Time limit reached,1990,58
2,30,150,6.0,61445.0,3.77301305600026,4.177943032525441,Time limit reached,2027,59
2,30,150,6.0,63261.0,3.7743772384026606,4.177943032525441,Time limit reached,2075,60
2,30,150,6.0,64101.0,3.7743772384026606,4.177943032525441,Time limit reached,2098,61
2,30,150,6.0,65240.0,3.7753686396872697,4.177943032525441,Time limit reached,2134,62
2,30,150,6.0,66154.0,3.7753686396872697,4.177943032525441,Time limit reached,2160,63
2,30,150,6.0,67459.0,3.775996880526879,4.177943032525441,Time limit reached,2195,64
2,30,150,6.0,68499.0,3.775996880526879,4.177943032525441,Time limit reached,2224,65
2,30,150,6.0,70348.0,3.776190025352795,4.177943032525441,Time limit reached,2269,66
2,30,150,6.0,71545.0,3.776190025352795,4.177943032525441,Time limit reached,2299,67
2,30,150,6.0,73192.0,3.780040962930566,4.177943032525441,Time limit reached,2334,68
2,30,150,6.0,74032.0,3.780040962930566,4.177943032525441,Time limit reached,2361,69
2,30,150,6.0,75867.0,3.7831608639319207,4.177943032525441,Time limit reached,2407,70
2,30,150,6.0,76940.0,3.7831608639319207,4.177943032525441,Time limit reached,2442,71
2,30,150,6.0,78335.0,3.7895361543957615,4.177943032525441,Time limit reached,2480,72
2,30,150,6.0,79475.0,3.7895361543957615,4.177943032525441,Time limit reached,2513,73
2,30,150,6.0,81924.0,3.791006475601841,4.177943032525441,Time limit reached,2558,74
2,30,150,6.0,83400.0,3.791006475601841,4.177943032525441,Time limit reached,2589,75
2,30,150,6.0,85808.0,3.791458853529228,4.177943032525441,Time limit reached,2630,76
2,30,150,6.0,87548.0,3.791458853529228,4.177943032525441,Time limit reached,2664,77
2,30,150,6.0,89524.0,3.792349437889015,4.177943032525441,Time limit reached,2707,78
2,30,150,6.0,90564.0,3.792349437889015,4.177943032525441,Time limit reached,2736,79
2,30,150,6.0,91989.0,3.7946726152318715,4.177943032525441,Time limit reached,2774,80
2,30,150,6.0,93318.0,3.7946726152318715,4.177943032525441,Time limit reached,2809,81
2,30,150,6.0,95035.0,3.795034695209715,4.177943032525441,Time limit reached,2848,82
2,30,150,6.0,96669.0,3.795034695209715,4.177943032525441,Time limit reached,2881,83
2,30,150,6.0,99411.0,3.796097310650604,4.177943032525441,Time limit reached,2934,84
2,30,150,6.0,101024.0,3.796097310650604,4.177943032525441,Time limit reached,2964,85
2,30,150,6.0,102796.0,3.7961350825017175,4.177943032525441,Time limit reached,3015,86
2,30,150,6.0,104148.0,3.7961350825017175,4.177943032525441,Time limit reached,3045,87
2,30,150,6.0,107103.0,3.8004987353085893,4.177943032525441,Time limit reached,3092,88
2,30,150,6.0,108547.0,3.8004987353085893,4.177943032525441,Time limit reached,3122,89
2,30,150,6.0,110284.0,3.803788094321551,4.177943032525441,Time limit reached,3158,90
2,30,150,6.0,111722.0,3.803788094321551,4.177943032525441,Time limit reached,3193,91
2,30,150,6.0,113057.0,3.8044122761927817,4.177943032525441,Time limit reached,3232,92
2,30,150,6.0,113754.0,3.8044122761927817,4.177943032525441,Time limit reached,3251,93
2,30,150,6.0,115299.0,3.8066323193470124,4.177943032525441,Time limit reached,3298,94
2,30,150,6.0,116124.0,3.8066323193470124,4.177943032525441,Time limit reached,3324,95
2,30,150,6.0,117191.0,3.8068659379952017,4.177943032525441,Time limit reached,3355,96
2,30,150,6.0,117921.0,3.8068659379952017,4.177943032525441,Time limit reached,3375,97
2,30,150,6.0,119103.0,3.8076930169508105,4.177943032525441,Time limit reached,3407,98
2,30,150,6.0,120527.0,3.8076930169508105,4.177943032525441,Time limit reached,3442,99
2,30,150,6.0,122254.0,3.808965135436215,4.177943032525441,Time limit reached,3487,100
2,30,150,6.0,123643.0,3.808965135436215,4.177943032525441,Time limit reached,3522,101
2,30,150,6.0,125062.0,3.809884317116475,4.177943032525441,Time limit reached,3563,102
2,30,150,6.0,126153.0,3.809884317116475,4.177943032525441,Time limit reached,3593,103
2,30,150,6.0,127858.0,3.811383114298523,4.177943032525441,Time limit reached,3638,104
2,30,150,6.0,129630.0,3.811383114298523,4.177943032525441,Time limit reached,3674,105
2,30,150,6.0,130865.0,3.812600665103046,4.177943032525441,Time limit reached,3711,106
2,30,150,6.0,131811.0,3.812600665103046,4.177943032525441,Time limit reached,3739,107
2,30,150,6.0,133102.0,3.8126868749743634,4.177943032525441,Time limit reached,3778,108
2,30,150,6.0,134007.0,3.8126868749743634,4.177943032525441,Time limit reached,3804,109
2,30,150,6.0,135158.0,3.8132515816133736,4.177943032525441,Time limit reached,3837,110
2,30,150,6.0,136608.0,3.8132515816133736,4.177943032525441,Time limit reached,3876,111
2,30,150,6.0,138472.0,3.813741071702099,4.177943032525441,Time limit reached,3928,112
2,30,150,6.0,139554.0,3.813741071702099,4.177943032525441,Time limit reached,3959,113
2,30,150,6.0,140928.0,3.815911611230919,4.177943032525441,Time limit reached,4005,114
2,30,150,6.0,141737.0,3.815911611230919,4.177943032525441,Time limit reached,4028,115
2,30,150,6.0,143128.0,3.8161979730008366,4.177943032525441,Time limit reached,4068,116
2,30,150,6.0,144416.0,3.8161979730008366,4.177943032525441,Time limit reached,4104,117
2,30,150,6.0,145791.0,3.8207555531584037,4.177943032525441,Time limit reached,4146,118
2,30,150,6.0,146584.0,3.8207555531584037,4.177943032525441,Time limit reached,4170,119
2,30,150,6.0,147878.0,3.8213621170962364,4.177943032525441,Time limit reached,4212,120
2,30,150,6.0,149240.0,3.8213621170962364,4.177943032525441,Time limit reached,4240,121
2,30,150,6.0,150445.0,3.8215863941096946,4.177943032525441,Time limit reached,4283,122
2,30,150,6.0,151582.0,3.8215863941096946,4.177943032525441,Time limit reached,4317,123
2,30,150,6.0,152823.0,3.8225782871401908,4.177943032525441,Time limit reached,4355,124
2,30,150,6.0,154431.0,3.8225782871401908,4.177943032525441,Time limit reached,4391,125
2,30,150,6.0,156175.0,3.8239295075788204,4.177943032525441,Time limit reached,4435,126
2,30,150,6.0,157453.0,3.8239295075788204,4.177943032525441,Time limit reached,4471,127
2,30,150,6.0,158707.0,3.824302291623232,4.177943032525441,Time limit reached,4513,128
2,30,150,6.0,159787.0,3.824302291623232,4.177943032525441,Time limit reached,4544,129
2,30,150,6.0,160925.0,3.826422141195159,4.177943032525441,Time limit reached,4577,130
2,30,150,6.0,161997.0,3.826422141195159,4.177943032525441,Time limit reached,4609,131
2,30,150,6.0,163405.0,3.8273809522752607,4.177943032525441,Time limit reached,4649,132
2,30,150,6.0,164534.0,3.8273809522752607,4.177943032525441,Time limit reached,4682,133
2,30,150,6.0,165831.0,3.830492519566665,4.177943032525441,Time limit reached,4721,134
2,30,150,6.0,166923.0,3.830492519566665,4.177943032525441,Time limit reached,4752,135
2,30,150,6.0,168488.0,3.8320113309220347,4.177943032525441,Time limit reached,4798,136
2,30,150,6.0,169543.0,3.8320113309220347,4.177943032525441,Time limit reached,4838,137
2,30,150,6.0,171090.0,3.832671836394188,4.177943032525441,Time limit reached,4883,138
2,30,150,6.0,172066.0,3.832671836394188,4.177943032525441,Time limit reached,4906,139
2,30,150,6.0,172950.0,3.8336863552744096,4.177943032525441,Time limit reached,4939,140
2,30,150,6.0,173918.0,3.8336863552744096,4.177943032525441,Time limit reached,4968,141
2,30,150,6.0,175475.0,3.8341830370955083,4.177943032525441,Time limit reached,5007,142
2,30,150,6.0,176469.0,3.8341830370955083,4.177943032525441,Time limit reached,5036,143
2,30,150,6.0,177754.0,3.8353948124916326,4.177943032525441,Time limit reached,5076,144
2,30,150,6.0,179515.0,3.8353948124916326,4.177943032525441,Time limit reached,5117,145
2,30,150,6.0,181066.0,3.8354309548752683,4.177943032525441,Time limit reached,5158,146
2,30,150,6.0,182578.0,3.8354309548752683,4.177943032525441,Time limit reached,5198,147
2,30,150,6.0,184083.0,3.8363887500705895,4.177943032525441,Time limit reached,5245,148
2,30,150,6.0,185327.0,3.8363887500705895,4.177943032525441,Time limit reached,5278,149
2,30,150,6.0,186814.0,3.8364799008203265,4.177943032525441,Time limit reached,5322,150
2,30,150,6.0,188088.0,3.8364799008203265,4.177943032525441,Time limit reached,5356,151
2,30,150,6.0,189835.0,3.8365783448871986,4.177943032525441,Time limit reached,5401,152
2,30,150,6.0,191032.0,3.8365783448871986,4.177943032525441,Time limit reached,5437,153
2,30,150,6.0,192854.0,3.8388898314473274,4.177943032525441,Time limit reached,5490,154
2,30,150,6.0,193819.0,3.8388898314473274,4.177943032525441,Time limit reached,5514,155
2,30,150,6.0,195034.0,3.8409913551458517,4.177943032525441,Time limit reached,5550,156
2,30,150,6.0,196192.0,3.8409913551458517,4.177943032525441,Time limit reached,5581,157
2,30,150,6.0,197827.0,3.8411884838567305,4.177943032525441,Time limit reached,5624,158
2,30,150,6.0,198857.0,3.8411884838567305,4.177943032525441,Time limit reached,5660,159
2,30,150,6.0,201011.0,3.841473033623419,4.177943032525441,Time limit reached,5702,160
2,30,150,6.0,201868.0,3.841473033623419,4.177943032525441,Time limit reached,5733,161
2,30,150,6.0,202830.0,3.84309130343329,4.177943032525441,Time limit reached,5766,162
2,30,150,6.0,203843.0,3.84309130343329,4.177943032525441,Time limit reached,5790,163
2,30,150,6.0,204941.0,3.8432182711348744,4.177943032525441,Time limit reached,5828,164
2,30,150,6.0,205368.0,3.8432182711348744,4.177943032525441,Time limit reached,5860,165
2,30,150,6.0,206233.0,3.8459619132563514,4.177943032525441,Time limit reached,5900,166
2,30,150,6.0,207314.0,3.8459619132563514,4.177943032525441,Time limit reached,5929,167
2,30,150,6.0,208947.0,3.8470416781117356,4.177943032525441,Time limit reached,5972,168
2,30,150,6.0,209881.0,3.8470416781117356,4.177943032525441,Time limit reached,5997,169
2,30,150,6.0,210700.0,3.8477688517033934,4.177943032525441,Time limit reached,6028,170
2,30,150,6.0,211827.0,3.8477688517033934,4.177943032525441,Time limit reached,6052,171
2,30,150,6.0,213515.0,3.848676295228696,4.177943032525441,Time limit reached,6091,172
2,30,150,6.0,215444.0,3.848676295228696,4.177943032525441,Time limit reached,6127,173
2,30,150,6.0,217980.0,3.8492717050564824,4.177943032525441,Time limit reached,6171,174
2,30,150,6.0,219565.0,3.8492717050564824,4.177943032525441,Time limit reached,6204,175
2,30,150,6.0,221395.0,3.849992060350604,4.177943032525441,Time limit reached,6241,176
2,30,150,6.0,222779.0,3.849992060350604,4.177943032525441,Time limit reached,6273,177
2,30,150,6.0,224737.0,3.850699656192683,4.177943032525441,Time limit reached,6316,178
2,30,150,6.0,226332.0,3.850699656192683,4.177943032525441,Time limit reached,6357,179
2,30,150,6.0,227604.0,3.8508609410753767,4.177943032525441,Time limit reached,6396,180
2,30,150,6.0,228228.0,3.8508609410753767,4.177943032525441,Time limit reached,6427,181
