seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
5,90,90,45.0,5.0,2936.0,0.2510196013507884,0.9999999999999984,Time limit reached,49,0,0
5,90,90,45.0,5.0,5163.0,0.2510196013507884,0.9999999999999984,Time limit reached,82,0,0
5,90,90,45.0,5.0,5650.0,0.2554607584508735,0.9999999999999984,Time limit reached,122,0,0
5,90,90,45.0,5.0,6311.0,0.2554607584508735,0.9999999999999984,Time limit reached,157,0,0
5,90,90,45.0,5.0,6792.0,0.2554607584508735,0.9999999999999984,Time limit reached,198,0,0
5,90,90,45.0,5.0,7290.0,0.2554607584508735,0.9999999999999984,Time limit reached,239,0,0
5,90,90,45.0,5.0,7800.0,0.255963040496775,0.9999999999999984,Time limit reached,280,0,0
5,90,90,45.0,5.0,8277.0,0.255963040496775,0.9999999999999984,Time limit reached,315,0,0
5,90,90,45.0,5.0,8790.0,0.255963040496775,0.9999999999999984,Time limit reached,359,0,0
5,90,90,45.0,5.0,9335.0,0.255963040496775,0.9999999999999984,Time limit reached,403,0,0
5,90,90,45.0,5.0,9782.0,0.255963040496775,0.9999999999999984,Time limit reached,438,0,0
5,90,90,45.0,5.0,10284.0,0.255963040496775,0.9999999999999984,Time limit reached,481,0,0
5,90,90,45.0,5.0,10682.0,0.2561062468153067,0.9999999999999984,Time limit reached,518,0,0
5,90,90,45.0,5.0,11280.0,0.2561062468153067,0.9999999999999984,Time limit reached,565,0,0
5,90,90,45.0,5.0,11755.0,0.2568450229201806,0.9999999999999984,Time limit reached,605,0,0
5,90,90,45.0,5.0,12209.0,0.2568450229201806,0.9999999999999984,Time limit reached,645,0,0
5,90,90,45.0,5.0,12678.0,0.25705292136493296,0.9999999999999984,Time limit reached,683,0,0
5,90,90,45.0,5.0,13189.0,0.25705292136493296,0.9999999999999984,Time limit reached,726,0,0
5,90,90,45.0,5.0,13661.0,0.2571454436378887,0.9999999999999984,Time limit reached,765,0,0
5,90,90,45.0,5.0,14100.0,0.2571454436378887,0.9999999999999984,Time limit reached,802,0,0
5,90,90,45.0,5.0,14622.0,0.2571454436378887,0.9999999999999984,Time limit reached,843,0,0
5,90,90,45.0,5.0,15111.0,0.2571454436378887,0.9999999999999984,Time limit reached,885,0,0
5,90,90,45.0,5.0,15561.0,0.25725636656912804,0.9999999999999984,Time limit reached,923,0,0
5,90,90,45.0,5.0,16076.0,0.25725636656912804,0.9999999999999984,Time limit reached,964,0,0
5,90,90,45.0,5.0,16547.0,0.257494756149054,0.9999999999999984,Time limit reached,1000,0,0
5,90,90,45.0,5.0,17083.0,0.257494756149054,0.9999999999999984,Time limit reached,1045,0,0
5,90,90,45.0,5.0,17530.0,0.257494756149054,0.9999999999999984,Time limit reached,1080,0,0
5,90,90,45.0,5.0,17994.0,0.257494756149054,0.9999999999999984,Time limit reached,1121,0,0
5,90,90,45.0,5.0,18482.0,0.257494756149054,0.9999999999999984,Time limit reached,1159,0,0
5,90,90,45.0,5.0,18939.0,0.257494756149054,0.9999999999999984,Time limit reached,1199,0,0
5,90,90,45.0,5.0,19418.0,0.25762076582316684,0.9999999999999984,Time limit reached,1241,0,0
5,90,90,45.0,5.0,19949.0,0.25762076582316684,0.9999999999999984,Time limit reached,1285,0,0
5,90,90,45.0,5.0,20502.0,0.25762863051359186,0.9999999999999984,Time limit reached,1331,0,0
5,90,90,45.0,5.0,20944.0,0.25762863051359186,0.9999999999999984,Time limit reached,1370,0,0
5,90,90,45.0,5.0,21484.0,0.25778522005924653,0.9999999999999984,Time limit reached,1412,0,0
5,90,90,45.0,5.0,21924.0,0.25778522005924653,0.9999999999999984,Time limit reached,1451,0,0
5,90,90,45.0,5.0,22355.0,0.25782090011989317,0.9999999999999984,Time limit reached,1489,0,0
5,90,90,45.0,5.0,22835.0,0.25782090011989317,0.9999999999999984,Time limit reached,1529,0,0
5,90,90,45.0,5.0,23313.0,0.2578239669461402,0.9999999999999984,Time limit reached,1569,0,0
5,90,90,45.0,5.0,23797.0,0.2578239669461402,0.9999999999999984,Time limit reached,1611,0,0
5,90,90,45.0,5.0,24256.0,0.2578239669461402,0.9999999999999984,Time limit reached,1647,0,0
5,90,90,45.0,5.0,24718.0,0.2578239669461402,0.9999999999999984,Time limit reached,1684,0,0
5,90,90,45.0,5.0,25192.0,0.2579176825146972,0.9999999999999984,Time limit reached,1725,0,0
5,90,90,45.0,5.0,25658.0,0.2579176825146972,0.9999999999999984,Time limit reached,1767,0,0
5,90,90,45.0,5.0,26158.0,0.25793145675846296,0.9999999999999984,Time limit reached,1809,0,0
5,90,90,45.0,5.0,26619.0,0.25793145675846296,0.9999999999999984,Time limit reached,1849,0,0
5,90,90,45.0,5.0,27186.0,0.25793145675846296,0.9999999999999984,Time limit reached,1893,0,0
5,90,90,45.0,5.0,27680.0,0.25793145675846296,0.9999999999999984,Time limit reached,1936,0,0
5,90,90,45.0,5.0,28173.0,0.25796153513673403,0.9999999999999984,Time limit reached,1973,0,0
5,90,90,45.0,5.0,28698.0,0.25796153513673403,0.9999999999999984,Time limit reached,2017,0,0
5,90,90,45.0,5.0,29204.0,0.25806659854033204,0.9999999999999984,Time limit reached,2059,0,0
5,90,90,45.0,5.0,29713.0,0.25806659854033204,0.9999999999999984,Time limit reached,2099,0,0
5,90,90,45.0,5.0,30266.0,0.25806659854033204,0.9999999999999984,Time limit reached,2144,0,0
5,90,90,45.0,5.0,30745.0,0.25806659854033204,0.9999999999999984,Time limit reached,2187,0,0
5,90,90,45.0,5.0,31227.0,0.258152925328208,0.9999999999999984,Time limit reached,2226,0,0
5,90,90,45.0,5.0,31708.0,0.258152925328208,0.9999999999999984,Time limit reached,2268,0,0
5,90,90,45.0,5.0,32216.0,0.2581780688324749,0.9999999999999984,Time limit reached,2312,0,0
5,90,90,45.0,5.0,32683.0,0.2581780688324749,0.9999999999999984,Time limit reached,2353,0,0
5,90,90,45.0,5.0,33195.0,0.2581780688324749,0.9999999999999984,Time limit reached,2395,0,0
5,90,90,45.0,5.0,33713.0,0.2581780688324749,0.9999999999999984,Time limit reached,2438,0,0
5,90,90,45.0,5.0,34190.0,0.2582090934718534,0.9999999999999984,Time limit reached,2479,0,0
5,90,90,45.0,5.0,34668.0,0.2582090934718534,0.9999999999999984,Time limit reached,2517,0,0
5,90,90,45.0,5.0,35154.0,0.2582090934718534,0.9999999999999984,Time limit reached,2560,0,0
5,90,90,45.0,5.0,35638.0,0.2582090934718534,0.9999999999999984,Time limit reached,2600,0,0
5,90,90,45.0,5.0,36251.0,0.2582714531268142,0.9999999999999984,Time limit reached,2650,0,0
5,90,90,45.0,5.0,36770.0,0.2582714531268142,0.9999999999999984,Time limit reached,2693,0,0
5,90,90,45.0,5.0,37223.0,0.2582964032270168,0.9999999999999984,Time limit reached,2730,0,0
5,90,90,45.0,5.0,37735.0,0.2582964032270168,0.9999999999999984,Time limit reached,2772,0,0
5,90,90,45.0,5.0,38172.0,0.2582964032270168,0.9999999999999984,Time limit reached,2810,0,0
5,90,90,45.0,5.0,38702.0,0.2582964032270168,0.9999999999999984,Time limit reached,2853,0,0
5,90,90,45.0,5.0,39173.0,0.2582964032270168,0.9999999999999984,Time limit reached,2890,0,0
5,90,90,45.0,5.0,39690.0,0.2582964032270168,0.9999999999999984,Time limit reached,2934,0,0
5,90,90,45.0,5.0,40233.0,0.2582964032270168,0.9999999999999984,Time limit reached,2977,0,0
5,90,90,45.0,5.0,40780.0,0.2582964032270168,0.9999999999999984,Time limit reached,3019,0,0
5,90,90,45.0,5.0,41304.0,0.2582964032270168,0.9999999999999984,Time limit reached,3063,0,0
5,90,90,45.0,5.0,41812.0,0.2582964032270168,0.9999999999999984,Time limit reached,3105,0,0
5,90,90,45.0,5.0,42314.0,0.2582964032270168,0.9999999999999984,Time limit reached,3148,0,0
5,90,90,45.0,5.0,42836.0,0.2582964032270168,0.9999999999999984,Time limit reached,3189,0,0
5,90,90,45.0,5.0,43335.0,0.2582964032270168,0.9999999999999984,Time limit reached,3231,0,0
5,90,90,45.0,5.0,43828.0,0.2582964032270168,0.9999999999999984,Time limit reached,3270,0,0
5,90,90,45.0,5.0,44351.0,0.25830144670224886,0.9999999999999984,Time limit reached,3314,0,0
5,90,90,45.0,5.0,44897.0,0.25830144670224886,0.9999999999999984,Time limit reached,3358,0,0
5,90,90,45.0,5.0,45420.0,0.25830144670224886,0.9999999999999984,Time limit reached,3401,0,0
5,90,90,45.0,5.0,46111.0,0.25830144670224886,0.9999999999999984,Time limit reached,3455,0,0
5,90,90,45.0,5.0,46623.0,0.25830306693250693,0.9999999999999984,Time limit reached,3495,0,0
5,90,90,45.0,5.0,47103.0,0.25830306693250693,0.9999999999999984,Time limit reached,3535,0,0
5,90,90,45.0,5.0,47700.0,0.258377853321185,0.9999999999999984,Time limit reached,3585,0,0
5,90,90,45.0,5.0,48265.0,0.258377853321185,0.9999999999999984,Time limit reached,3634,0,0
5,90,90,45.0,5.0,48818.0,0.25843794800201453,0.9999999999999984,Time limit reached,3678,0,0
5,90,90,45.0,5.0,49281.0,0.25843794800201453,0.9999999999999984,Time limit reached,3717,0,0
5,90,90,45.0,5.0,49806.0,0.25843794800201453,0.9999999999999984,Time limit reached,3761,0,0
5,90,90,45.0,5.0,50311.0,0.25843794800201453,0.9999999999999984,Time limit reached,3803,0,0
5,90,90,45.0,5.0,50856.0,0.2584714134850128,0.9999999999999984,Time limit reached,3847,0,0
5,90,90,45.0,5.0,51365.0,0.2584714134850128,0.9999999999999984,Time limit reached,3889,0,0
5,90,90,45.0,5.0,51858.0,0.25849996814872983,0.9999999999999984,Time limit reached,3930,0,0
5,90,90,45.0,5.0,52399.0,0.25849996814872983,0.9999999999999984,Time limit reached,3973,0,0
5,90,90,45.0,5.0,52918.0,0.25851376774201884,0.9999999999999984,Time limit reached,4019,0,0
5,90,90,45.0,5.0,53367.0,0.25851376774201884,0.9999999999999984,Time limit reached,4055,0,0
5,90,90,45.0,5.0,53814.0,0.25851376774201884,0.9999999999999984,Time limit reached,4094,0,0
5,90,90,45.0,5.0,54346.0,0.25851376774201884,0.9999999999999984,Time limit reached,4139,0,0
5,90,90,45.0,5.0,54850.0,0.25851376774201884,0.9999999999999984,Time limit reached,4179,0,0
5,90,90,45.0,5.0,55368.0,0.25851376774201884,0.9999999999999984,Time limit reached,4223,0,0
5,90,90,45.0,5.0,55914.0,0.25853605037374033,0.9999999999999984,Time limit reached,4269,0,0
5,90,90,45.0,5.0,56479.0,0.25853605037374033,0.9999999999999984,Time limit reached,4316,0,0
5,90,90,45.0,5.0,57014.0,0.2585510780255081,0.9999999999999984,Time limit reached,4358,0,0
5,90,90,45.0,5.0,57553.0,0.2585510780255081,0.9999999999999984,Time limit reached,4403,0,0
5,90,90,45.0,5.0,58149.0,0.25857380404007346,0.9999999999999984,Time limit reached,4450,0,0
5,90,90,45.0,5.0,58659.0,0.25857380404007346,0.9999999999999984,Time limit reached,4492,0,0
5,90,90,45.0,5.0,59147.0,0.2585844504191871,0.9999999999999984,Time limit reached,4530,0,0
5,90,90,45.0,5.0,59601.0,0.2585844504191871,0.9999999999999984,Time limit reached,4568,0,0
5,90,90,45.0,5.0,60177.0,0.2585844504191871,0.9999999999999984,Time limit reached,4614,0,0
5,90,90,45.0,5.0,60745.0,0.2585844504191871,0.9999999999999984,Time limit reached,4658,0,0
5,90,90,45.0,5.0,61256.0,0.25860331982480356,0.9999999999999984,Time limit reached,4700,0,0
5,90,90,45.0,5.0,62446.0,0.25860331982480356,0.9999999999999984,Time limit reached,4745,0,0
5,90,90,45.0,5.0,62902.0,0.25868836110096305,0.9999999999999984,Time limit reached,4784,0,0
5,90,90,45.0,5.0,63374.0,0.25868836110096305,0.9999999999999984,Time limit reached,4825,0,0
5,90,90,45.0,5.0,63865.0,0.25874269155149343,0.9999999999999984,Time limit reached,4867,0,0
5,90,90,45.0,5.0,64365.0,0.25874269155149343,0.9999999999999984,Time limit reached,4910,0,0
5,90,90,45.0,5.0,64819.0,0.25874269155149343,0.9999999999999984,Time limit reached,4950,0,0
5,90,90,45.0,5.0,65266.0,0.25874269155149343,0.9999999999999984,Time limit reached,4987,0,0
5,90,90,45.0,5.0,65733.0,0.25874269155149343,0.9999999999999984,Time limit reached,5029,0,0
5,90,90,45.0,5.0,66237.0,0.25874269155149343,0.9999999999999984,Time limit reached,5074,0,0
5,90,90,45.0,5.0,66721.0,0.25874269155149343,0.9999999999999984,Time limit reached,5115,0,0
5,90,90,45.0,5.0,67206.0,0.25874269155149343,0.9999999999999984,Time limit reached,5157,0,0
5,90,90,45.0,5.0,67674.0,0.25874269155149343,0.9999999999999984,Time limit reached,5195,0,0
5,90,90,45.0,5.0,68125.0,0.25874269155149343,0.9999999999999984,Time limit reached,5235,0,0
5,90,90,45.0,5.0,68631.0,0.25874269155149343,0.9999999999999984,Time limit reached,5278,0,0
5,90,90,45.0,5.0,69151.0,0.25874269155149343,0.9999999999999984,Time limit reached,5324,0,0
5,90,90,45.0,5.0,69602.0,0.25874269155149343,0.9999999999999984,Time limit reached,5365,0,0
5,90,90,45.0,5.0,70115.0,0.25874269155149343,0.9999999999999984,Time limit reached,5410,0,0
5,90,90,45.0,5.0,70622.0,0.2587505166738729,0.9999999999999984,Time limit reached,5454,0,0
5,90,90,45.0,5.0,71100.0,0.2587505166738729,0.9999999999999984,Time limit reached,5495,0,0
5,90,90,45.0,5.0,71550.0,0.2587590357795279,0.9999999999999984,Time limit reached,5536,0,0
5,90,90,45.0,5.0,72024.0,0.2587590357795279,0.9999999999999984,Time limit reached,5578,0,0
5,90,90,45.0,5.0,72528.0,0.2587614865164976,0.9999999999999984,Time limit reached,5622,0,0
5,90,90,45.0,5.0,73030.0,0.2587614865164976,0.9999999999999984,Time limit reached,5666,0,0
5,90,90,45.0,5.0,73495.0,0.2587651531741589,0.9999999999999984,Time limit reached,5708,0,0
5,90,90,45.0,5.0,73997.0,0.2587651531741589,0.9999999999999984,Time limit reached,5753,0,0
5,90,90,45.0,5.0,74490.0,0.25877439312133316,0.9999999999999984,Time limit reached,5795,0,0
5,90,90,45.0,5.0,75089.0,0.25877439312133316,0.9999999999999984,Time limit reached,5845,0,0
5,90,90,45.0,5.0,75587.0,0.25878575233110224,0.9999999999999984,Time limit reached,5890,0,0
5,90,90,45.0,5.0,76138.0,0.25878575233110224,0.9999999999999984,Time limit reached,5937,0,0
5,90,90,45.0,5.0,76616.0,0.2588170149677205,0.9999999999999984,Time limit reached,5976,0,0
5,90,90,45.0,5.0,77046.0,0.2588170149677205,0.9999999999999984,Time limit reached,6014,0,0
5,90,90,45.0,5.0,77571.0,0.2588170149677205,0.9999999999999984,Time limit reached,6061,0,0
