seed,num_v,number_nodes,time,lowerBound,upperBound,termination
3,6,1187,924.0,-4.310573850336591,Inf,Optimal
3,6,1187,953.0,-4.310573850336591,Inf,Optimal
3,6,1187,969.0,-4.30350383795152,Inf,Optimal
3,6,1187,986.0,-4.30350383795152,Inf,Optimal
3,6,1187,1003.0,-4.28287451491768,Inf,Optimal
3,6,1187,1020.0,-4.28287451491768,Inf,Optimal
3,6,1187,1036.0,-4.162819623415266,Inf,Optimal
3,6,1187,1052.0,-4.162819623415266,Inf,Optimal
3,6,1187,1069.0,-4.159961546870783,Inf,Optimal
3,6,1187,1085.0,-4.159961546870783,Inf,Optimal
3,6,1187,1101.0,-4.127958613608665,Inf,Optimal
3,6,1187,1118.0,-4.127958613608665,Inf,Optimal
3,6,1187,1134.0,-4.125100539753999,Inf,Optimal
3,6,1187,1150.0,-4.125100539753999,Inf,Optimal
3,6,1187,1166.0,-4.109146438754672,Inf,Optimal
3,6,1187,1183.0,-4.109146438754672,Inf,Optimal
3,6,1187,1199.0,-4.074285431689755,Inf,Optimal
3,6,1187,1215.0,-4.074285431689755,Inf,Optimal
3,6,1187,1231.0,-4.061629490071091,Inf,Optimal
3,6,1187,1248.0,-4.061629490071091,Inf,Optimal
3,6,1187,1264.0,-4.026768482954279,Inf,Optimal
3,6,1187,1281.0,-4.026768482954279,Inf,Optimal
3,6,1187,1296.0,-3.9557150625436104,Inf,Optimal
3,6,1187,1313.0,-3.9557150625436104,Inf,Optimal
3,6,1187,1329.0,-3.9551031502504355,Inf,Optimal
3,6,1187,1345.0,-3.9551031502504355,Inf,Optimal
3,6,1187,1361.0,-3.947747072184369,Inf,Optimal
3,6,1187,1377.0,-3.947747072184369,Inf,Optimal
3,6,1187,1393.0,-3.941474808202386,Inf,Optimal
3,6,1187,1409.0,-3.941474808202386,Inf,Optimal
3,6,1187,1424.0,-3.9395997938358676,Inf,Optimal
3,6,1187,1440.0,-3.9395997938358676,Inf,Optimal
3,6,1187,1455.0,-3.9208540554300515,Inf,Optimal
3,6,1187,1471.0,-3.9208540554300515,Inf,Optimal
3,6,1187,1487.0,-3.920242088814589,Inf,Optimal
3,6,1187,1503.0,-3.920242088814589,Inf,Optimal
3,6,1187,1519.0,-3.906613746761861,Inf,Optimal
3,6,1187,1535.0,-3.906613746761861,Inf,Optimal
3,6,1187,1552.0,-3.9047387866973318,Inf,Optimal
3,6,1187,1568.0,-3.9047387866973318,Inf,Optimal
3,6,1187,1585.0,-3.895085747562023,Inf,Optimal
3,6,1187,1601.0,-3.895085747562023,Inf,Optimal
3,6,1187,1617.0,-3.889704955043479,Inf,Optimal
3,6,1187,1632.0,-3.889704955043479,Inf,Optimal
