seed,dimension,p,k,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,29,145,6.0,305.689,3.255397068719602,0.03103166648059652,0.009624115945124604,OPTIMAL,8926
2,29,145,6.0,710.562,3.784462810142961,0.037302552338271955,0.00995488577265335,OPTIMAL,24083
3,29,145,6.0,1800.718,6.517959364236611,0.10517844204996685,0.01640137770589906,Time limit reached,69745
4,29,145,6.0,1800.756,5.022077072203834,0.11949937504764296,0.024374804935158957,Time limit reached,65343
5,29,145,6.0,1801.3,5.317290722644149,0.14391331228435345,0.027818057889255104,Time limit reached,66459
6,29,145,6.0,70.068,4.116280950667715,0.04071700012107993,0.009990519254548505,OPTIMAL,2123
7,29,145,6.0,1800.238,6.032713297894729,0.06810469829171772,0.011418133672048589,Time limit reached,68692
8,29,145,6.0,1804.561,2.542478445228931,0.4575512316381758,0.21945669309489252,Time limit reached,59221
9,29,145,6.0,26.582,5.734539698611755,0.053956315653048925,0.009498375785647922,OPTIMAL,964
10,29,145,6.0,1801.311,2.421290899981482,0.14191119047287692,0.06225868813383029,Time limit reached,50009
1,30,150,6.0,1801.368,3.6177972196873176,0.05763181965469366,0.016187961282407144,Time limit reached,57467
2,30,150,6.0,1801.346,4.115566751961235,0.1344538289908872,0.03377292520770043,Time limit reached,56416
3,30,150,6.0,1123.931,6.401715731176486,0.06335759801928731,0.009995900624146061,OPTIMAL,41142
4,30,150,6.0,1801.099,4.973018804898767,0.071874134191245,0.014664764870299034,Time limit reached,62626
5,30,150,6.0,1801.856,5.306261686907196,0.19939382503812197,0.0390442499064672,Time limit reached,65559
6,30,150,6.0,147.116,4.334812917701235,0.04194876566581218,0.009771743102078493,OPTIMAL,4329
7,30,150,6.0,339.889,5.955014138676084,0.058578862366410966,0.00993462314455743,OPTIMAL,11745
8,30,150,6.0,1803.581,2.894072190299797,0.5755603724229115,0.24824560650717983,Time limit reached,58461
9,30,150,6.0,147.499,5.908317519582886,0.058298118593235415,0.009965457308290822,OPTIMAL,4517
10,30,150,6.0,1802.472,2.4923899400961025,0.048497524831915495,0.019844377980391934,Time limit reached,49839
