seed,dimension,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
3,20,61,25785.0,12961141352,-0.007198997538247258,250.15971808015388,1211.0,3,88,8,3
3,20,61,25785.0,12961141352,-0.007198997538247258,250.15971808015388,1783.0,5,142,11,5
3,20,61,25785.0,12961141352,-0.007198997538247258,250.15971808015388,2774.0,7,211,8,5
3,20,61,25785.0,12961141352,-0.007198997538247258,250.15971808015388,4005.0,9,271,3,1
3,20,61,25785.0,12961141352,-0.0062123935834988795,250.15971808015388,4760.0,11,338,3,7
3,20,61,25785.0,12961141352,-0.0062123935834988795,250.15971808015388,5907.0,13,406,8,4
3,20,61,25785.0,12961141352,-0.004600920375311967,250.15971808015388,6886.0,15,482,1,3
3,20,61,25785.0,12961141352,-0.004600920375311967,250.15971808015388,7577.0,17,566,2,2
3,20,61,25785.0,12961141352,-0.004064843096359019,250.15971808015388,8416.0,19,646,12,7
3,20,61,25785.0,12961141352,-0.004064843096359019,250.15971808015388,9493.0,21,707,7,3
3,20,61,25785.0,12961141352,-0.0030356961738683378,250.15971808015388,10404.0,23,803,7,7
3,20,61,25785.0,12961141352,-0.0030356961738683378,250.15971808015388,10840.0,25,883,10,6
3,20,61,25785.0,12961141352,-0.0026041600421502745,250.15971808015388,11422.0,27,941,12,6
3,20,61,25785.0,12961141352,-0.0026041600421502745,250.15971808015388,12410.0,29,1004,3,2
3,20,61,25785.0,12961141352,-0.001802428532266544,250.15971808015388,13214.0,31,1068,1,7
3,20,61,25785.0,12961141352,-0.001802428532266544,250.15971808015388,14002.0,33,1145,14,6
3,20,61,25785.0,12961141352,-0.0016611442945260997,250.15971808015388,15197.0,35,1226,11,10
3,20,61,25785.0,12961141352,-0.0016611442945260997,250.15971808015388,15700.0,37,1268,5,1
3,20,61,25785.0,12961141352,-0.0012984306775540642,250.15971808015388,16884.0,39,1341,1,2
3,20,61,25785.0,12961141352,-0.0012984306775540642,250.15971808015388,17858.0,41,1414,7,3
3,20,61,25785.0,12961141352,-0.0006912100831112334,250.15971808015388,18673.0,43,1498,18,8
3,20,61,25785.0,12961141352,-0.0006912100831112334,9.31846324416748,19493.0,45,1549,15,6
3,20,61,25785.0,12961141352,-0.0006912100831112334,0.0,19863.0,47,1587,8,2
3,20,61,25785.0,12961141352,-0.0006912100831112334,0.0,21656.0,49,1618,4,6
3,20,61,25785.0,12961141352,-0.0006912100831112334,0.0,21861.0,49,1655,12,10
3,20,61,25785.0,12961141352,-0.0006912100831112334,0.0,22059.0,49,1699,13,6
3,20,61,25785.0,12961141352,-0.0004608171182143602,0.0,22399.0,51,1757,13,3
3,20,61,25785.0,12961141352,-0.0004608171182143602,0.0,23036.0,53,1816,1,15
3,20,61,25785.0,12961141352,-0.000361921213232043,0.0,23278.0,53,1851,11,3
3,20,61,25785.0,12961141352,-0.000361921213232043,0.0,23631.0,53,1898,13,21
3,20,61,25785.0,12961141352,-0.0003254544187057295,0.0,23651.0,55,1904,7,0
3,20,61,25785.0,12961141352,-0.0003254544187057295,0.0,24030.0,57,1949,1,6
3,20,61,25785.0,12961141352,-0.0002763398631774289,0.0,24309.0,57,1992,11,8
3,20,61,25785.0,12961141352,-0.0002763398631774289,0.0,24509.0,57,2036,9,12
3,20,61,25785.0,12961141352,-0.00016008235832819118,0.0,24533.0,59,2040,6,1
3,20,61,25785.0,12961141352,-0.00016008235832819118,0.0,25629.0,61,2081,1,6
3,20,61,25785.0,12961141352,-7.284486273122374e-5,0.0,25785.0,61,2120,12,2
