seed,dimension,p,k,solution,termination,time
7,15,75,3.0,4.4719288651738145,LOCALLY_SOLVED,49.79096794128418
7,16,80,4.0,4.703793823079085,LOCALLY_SOLVED,145.92754197120667
7,17,85,4.0,4.518599173124972,LOCALLY_SOLVED,140.85466814041138
7,18,90,4.0,4.625562101173517,LOCALLY_SOLVED,168.19665098190308
7,19,95,4.0,5.093563626300595,LOCALLY_SOLVED,385.3591470718384
7,20,100,4.0,5.183353865966675,LOCALLY_SOLVED,651.2230491638184
7,21,105,5.0,5.1252260305283155,LOCALLY_SOLVED,230.4017698764801
7,22,110,5.0,5.32857607407047,LOCALLY_SOLVED,801.37380194664
7,23,115,5.0,5.1311057798122945,LOCALLY_SOLVED,166.88256978988647
7,24,120,5.0,5.441828958759523,LOCALLY_SOLVED,1801.5356979370117
7,25,125,5.0,5.263450133454874,LOCALLY_SOLVED,766.5067191123962
7,26,130,6.0,5.551365760869738,LOCALLY_SOLVED,1804.6596810817719
7,27,135,6.0,5.734068980102135,LOCALLY_SOLVED,532.198744058609
7,28,140,6.0,5.962622911498169,LOCALLY_SOLVED,1817.3324649333954
7,29,145,6.0,6.032713297894729,LOCALLY_SOLVED,1820.3827860355377
7,30,150,6.0,5.955014057776626,LOCALLY_SOLVED,1801.9091420173645
8,15,75,3.0,2.287455665252522,LOCALLY_SOLVED,174.7676420211792
8,16,80,4.0,2.133833137623771,LOCALLY_SOLVED,1803.621099948883
8,17,85,4.0,1.9114825117731422,LOCALLY_SOLVED,1801.5869359970093
8,18,90,4.0,2.043425253209376,LOCALLY_SOLVED,1803.841314792633
8,19,95,4.0,2.147001439641428,LOCALLY_SOLVED,1806.4541430473328
8,20,100,4.0,2.469261628499564,LOCALLY_SOLVED,1817.8076729774475
8,21,105,5.0,2.1524647622506095,LOCALLY_SOLVED,1839.4731919765472
8,22,110,5.0,2.3793379913753956,LOCALLY_SOLVED,1820.0694320201874
8,23,115,5.0,2.396901981204823,LOCALLY_SOLVED,1801.4541728496552
8,24,120,5.0,2.3911574852459037,LOCALLY_SOLVED,1814.9023559093475
8,25,125,5.0,2.4871004178198213,LOCALLY_SOLVED,1818.9350910186768
8,26,130,6.0,2.5170947181468977,LOCALLY_SOLVED,1827.639288187027
8,27,135,6.0,2.2300555205918817,LOCALLY_SOLVED,1818.0271558761597
8,28,140,6.0,2.6161585011875568,LOCALLY_SOLVED,1808.260078907013
8,29,145,6.0,2.543350993812181,LOCALLY_SOLVED,1801.5651400089264
8,30,150,6.0,2.8903601096111036,LOCALLY_SOLVED,1813.7620329856873
9,15,75,3.0,4.313339773576102,LOCALLY_SOLVED,11.734909057617188
9,16,80,4.0,4.506263109835979,LOCALLY_SOLVED,13.586642026901245
9,17,85,4.0,4.771345739555609,LOCALLY_SOLVED,21.224803924560547
9,18,90,4.0,4.7051162153794515,LOCALLY_SOLVED,7.572267055511475
9,19,95,4.0,5.310003384918659,LOCALLY_SOLVED,13.70196008682251
9,20,100,4.0,5.098485939208609,LOCALLY_SOLVED,23.6896231174469
9,21,105,5.0,4.948293349841429,LOCALLY_SOLVED,24.946308135986328
9,22,110,5.0,5.357450640985761,LOCALLY_SOLVED,54.084919929504395
9,23,115,5.0,5.301264014549642,LOCALLY_SOLVED,70.31311392784119
9,24,120,5.0,5.580355511744546,LOCALLY_SOLVED,166.52935409545898
9,25,125,5.0,5.610723616541582,LOCALLY_SOLVED,162.1429831981659
9,26,130,6.0,5.76739084276914,LOCALLY_SOLVED,1146.21493601799
9,27,135,6.0,5.795033225266465,LOCALLY_SOLVED,192.99646091461182
9,28,140,6.0,6.060032554152342,LOCALLY_SOLVED,227.83564019203186
9,29,145,6.0,5.73453965596051,LOCALLY_SOLVED,221.37068486213684
9,30,150,6.0,5.908317519582885,LOCALLY_SOLVED,972.5375869274139
10,15,75,3.0,2.3917227449733494,LOCALLY_SOLVED,7.795320987701416
10,16,80,4.0,1.9988265679799733,LOCALLY_SOLVED,46.67591881752014
10,17,85,4.0,2.244076715899237,LOCALLY_SOLVED,167.00611782073975
10,18,90,4.0,2.181314659059142,LOCALLY_SOLVED,75.8894829750061
10,19,95,4.0,2.1517612560566803,LOCALLY_SOLVED,23.7984459400177
10,20,100,4.0,2.241176260871361,LOCALLY_SOLVED,159.45103693008423
10,21,105,5.0,1.8622366862641202,LOCALLY_SOLVED,256.75775814056396
10,22,110,5.0,2.0931169219349455,LOCALLY_SOLVED,657.3113780021667
10,23,115,5.0,2.1750361065225294,LOCALLY_SOLVED,1204.3890399932861
10,24,120,5.0,2.1048068869770353,LOCALLY_SOLVED,1482.0749170780182
10,25,125,5.0,2.1297464908735435,LOCALLY_SOLVED,854.4620289802551
10,26,130,6.0,2.039975581293225,LOCALLY_SOLVED,1804.18789601326
10,27,135,6.0,2.08276855555676,LOCALLY_SOLVED,1801.32408285141
10,28,140,6.0,2.07900261696112,LOCALLY_SOLVED,1807.7005560398102
10,29,145,6.0,2.4212908919690896,LOCALLY_SOLVED,1808.4419391155243
10,30,150,6.0,2.4932133217703267,LOCALLY_SOLVED,1801.6899120807648
