seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size,node_level
28,20,Inf,0.8,41,8951.0,1727689632,216.27439082516196,257.0119438757349,485.0,3,24,7,1,1
28,20,Inf,0.8,41,8951.0,1727689632,216.27439082516196,257.0119438757349,801.0,5,38,5,1,2
28,20,Inf,0.8,41,8951.0,1727689632,216.28164425829758,257.0119438757349,1022.0,5,53,4,6,2
28,20,Inf,0.8,41,8951.0,1727689632,216.28164425829758,257.0119438757349,1289.0,7,66,6,2,3
28,20,Inf,0.8,41,8951.0,1727689632,216.90806386693765,257.0119438757349,1386.0,7,73,7,0,3
28,20,Inf,0.8,41,8951.0,1727689632,216.90806386693765,257.0119438757349,1593.0,9,82,2,0,4
28,20,Inf,0.8,41,8951.0,1727689632,216.9934457885638,257.0119438757349,1809.0,9,96,4,3,4
28,20,Inf,0.8,41,8951.0,1727689632,216.9934457885638,257.0119438757349,2391.0,11,125,8,2,5
28,20,Inf,0.8,41,8951.0,1727689632,221.01049068546683,257.0119438757349,2709.0,13,141,4,1,5
28,20,Inf,0.8,41,8951.0,1727689632,221.01049068546683,257.0119438757349,3643.0,15,169,7,2,6
28,20,Inf,0.8,41,8951.0,1727689632,230.55034376568395,257.0119438757349,3797.0,17,179,2,1,6
28,20,Inf,0.8,41,8951.0,1727689632,230.55034376568395,257.0119438757349,4027.0,19,195,3,1,7
28,20,Inf,0.8,41,8951.0,1727689632,237.09758401562146,257.0119438757349,4164.0,21,206,1,0,7
28,20,Inf,0.8,41,8951.0,1727689632,237.09758401562146,257.0119438757349,5010.0,23,229,2,4,7
28,20,Inf,0.8,41,8951.0,1727689632,241.44922557599952,257.0119438757349,5475.0,25,247,6,2,7
28,20,Inf,0.8,41,8951.0,1727689632,241.44922557599952,257.0119438757349,5869.0,27,267,1,3,8
28,20,Inf,0.8,41,8951.0,1727689632,246.48093564711203,257.0119438757349,6210.0,29,287,5,2,8
28,20,Inf,0.8,41,8951.0,1727689632,246.48093564711203,257.0119438757349,6510.0,31,306,1,0,8
28,20,Inf,0.8,41,8951.0,1727689632,247.87206203773843,257.0119438757349,6546.0,31,309,1,0,8
28,20,Inf,0.8,41,8951.0,1727689632,247.87206203773843,257.0119438757349,7054.0,33,336,5,4,8
28,20,Inf,0.8,41,8951.0,1727689632,249.44679141803087,257.0119438757349,7304.0,35,351,2,2,8
28,20,Inf,0.8,41,8951.0,1727689632,249.44679141803087,257.0119438757349,7509.0,35,365,4,6,9
28,20,Inf,0.8,41,8951.0,1727689632,249.64813854635324,257.0119438757349,7598.0,35,371,5,5,9
28,20,Inf,0.8,41,8951.0,1727689632,249.64813854635324,257.0119438757349,7688.0,35,378,4,4,9
28,20,Inf,0.8,41,8951.0,1727689632,252.83184361816103,257.0119438757349,7871.0,35,391,2,7,9
28,20,Inf,0.8,41,8951.0,1727689632,252.83184361816103,257.0119438757349,8043.0,37,402,3,0,6
28,20,Inf,0.8,41,8951.0,1727689632,252.8650944216705,257.0119438757349,8185.0,37,412,4,5,6
28,20,Inf,0.8,41,8951.0,1727689632,252.8650944216705,257.0119438757349,8368.0,37,424,5,3,7
28,20,Inf,0.8,41,8951.0,1727689632,253.26669275958403,257.0119438757349,8469.0,37,431,6,4,7
28,20,Inf,0.8,41,8951.0,1727689632,253.26669275958403,257.0119438757349,8698.0,39,447,1,2,8
28,20,Inf,0.8,41,8951.0,1727689632,253.89592142137494,257.0119438757349,8736.0,39,450,2,0,8
28,20,Inf,0.8,41,8951.0,1727689632,253.89592142137494,257.0119438757349,8912.0,41,465,1,0,9
28,20,Inf,0.8,41,8951.0,1727689632,254.56353884541403,257.0119438757349,8951.0,41,468,1,3,9
