seed,num_v,solution,termination,time
1,4,124.74019205088058,LOCALLY_SOLVED,12.091015100479126
1,5,189.87057541011194,LOCALLY_SOLVED,21.267964124679565
1,6,276.76080021894296,LOCALLY_SOLVED,9.02846884727478
1,7,253.39801595393254,LOCALLY_SOLVED,5.987930059432983
1,8,362.28120663119876,LOCALLY_SOLVED,8.416386842727661
2,4,79.93519417567339,LOCALLY_SOLVED,5.165441989898682
2,5,126.33196709283793,LOCALLY_SOLVED,19.092726945877075
2,6,211.05177030172385,LOCALLY_SOLVED,5.531602144241333
2,7,303.22318799605443,LOCALLY_SOLVED,14.055973052978516
2,8,347.36073670010495,LOCALLY_SOLVED,5.130810976028442
3,4,125.39016377672642,LOCALLY_SOLVED,14.406343936920166
3,5,81.4436739784032,LOCALLY_SOLVED,14.968424081802368
3,6,160.62178400661438,LOCALLY_SOLVED,13.381481885910034
3,7,241.62422119472,LOCALLY_SOLVED,5.365890026092529
3,8,343.7697319726434,LOCALLY_SOLVED,6.914718151092529
