seed,num_v,time,solution,termination
2,4,1.5168919563293457,7.3309299105077255,LOCALLY_SOLVED
2,4,0.911902904510498,7.3309299105077255,LOCALLY_SOLVED
2,4,0.07845211029052734,7.3309299105077255,LOCALLY_SOLVED
2,4,0.06502604484558105,7.3309299105077255,LOCALLY_SOLVED
2,4,0.08150792121887207,7.3309299105077255,LOCALLY_SOLVED
2,4,0.07945585250854492,7.3309299105077255,LOCALLY_SOLVED
2,4,0.09954190254211426,7.3309299105077255,LOCALLY_SOLVED
2,4,0.0895698070526123,7.3309299105077255,LOCALLY_SOLVED
2,4,0.07248091697692871,7.3309299105077255,LOCALLY_SOLVED
2,4,0.07403993606567383,7.3309299105077255,LOCALLY_SOLVED
2,4,0.0725100040435791,7.3309299105077255,LOCALLY_SOLVED
