seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,18,90,4.0,119.0,4.6365796061706686,5.04847551003505,OPTIMAL,32,2,0,0
3,18,90,4.0,223.0,4.6365796061706686,5.04847551003505,OPTIMAL,56,3,0,0
3,18,90,4.0,317.0,4.688244107759954,5.04847551003505,OPTIMAL,83,4,0,0
3,18,90,4.0,452.0,4.688244107759954,5.04847551003505,OPTIMAL,115,5,0,0
3,18,90,4.0,574.0,4.729233967555124,5.04847551003505,OPTIMAL,142,6,0,0
3,18,90,4.0,696.0,4.729233967555124,5.04847551003505,OPTIMAL,176,7,0,0
3,18,90,4.0,793.0,4.749485757151289,5.04847551003505,OPTIMAL,202,8,0,0
3,18,90,4.0,863.0,4.749485757151289,5.04847551003505,OPTIMAL,219,9,0,0
3,18,90,4.0,948.0,4.7685915463891835,5.04847551003505,OPTIMAL,239,10,0,0
3,18,90,4.0,1052.0,4.7685915463891835,5.04847551003505,OPTIMAL,266,11,0,0
3,18,90,4.0,1153.0,4.778800902298445,5.04847551003505,OPTIMAL,294,12,0,0
3,18,90,4.0,1247.0,4.778800902298445,5.04847551003505,OPTIMAL,320,13,0,0
3,18,90,4.0,1336.0,4.8017411122948515,5.04847551003505,OPTIMAL,342,14,0,0
3,18,90,4.0,1490.0,4.8017411122948515,5.04847551003505,OPTIMAL,374,15,0,0
3,18,90,4.0,1591.0,4.802271733186321,5.04847551003505,OPTIMAL,400,16,0,0
3,18,90,4.0,1670.0,4.802271733186321,5.04847551003505,OPTIMAL,419,17,0,0
3,18,90,4.0,1736.0,4.826880402447182,5.04847551003505,OPTIMAL,433,18,0,0
3,18,90,4.0,1826.0,4.826880402447182,5.04847551003505,OPTIMAL,457,19,0,0
3,18,90,4.0,1889.0,4.829670144708237,5.04847551003505,OPTIMAL,472,20,0,0
3,18,90,4.0,1976.0,4.829670144708237,5.04847551003505,OPTIMAL,495,21,0,0
3,18,90,4.0,2075.0,4.832043284247589,5.04847551003505,OPTIMAL,518,22,0,0
3,18,90,4.0,2191.0,4.832043284247589,5.04847551003505,OPTIMAL,547,23,0,0
3,18,90,4.0,2304.0,4.852098149504015,5.04847551003505,OPTIMAL,574,24,0,0
3,18,90,4.0,2406.0,4.852098149504015,5.04847551003505,OPTIMAL,600,25,0,0
3,18,90,4.0,2497.0,4.855215098286133,5.04847551003505,OPTIMAL,621,26,0,0
3,18,90,4.0,2589.0,4.855215098286133,5.04847551003505,OPTIMAL,644,27,0,0
3,18,90,4.0,2649.0,4.866295511979924,5.04847551003505,OPTIMAL,660,28,0,0
3,18,90,4.0,2763.0,4.866295511979924,5.04847551003505,OPTIMAL,687,29,0,0
