seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size,node_level
30,40,Inf,0.8,77,57698.0,22881519536,1619.0178379694876,1731.0505722623268,304.0,3,52,7,5,1
30,40,Inf,0.8,77,57698.0,22881519536,1619.0178379694876,1731.0505722623268,499.0,5,83,11,6,2
30,40,Inf,0.8,77,57698.0,22881519536,1632.3194553417877,1731.0505722623268,707.0,7,112,13,7,2
30,40,Inf,0.8,77,57698.0,22881519536,1632.3194553417877,1731.0505722623268,3934.0,9,132,17,12,3
30,40,Inf,0.8,77,57698.0,22881519536,1653.3434879813863,1731.0505722623268,4095.0,11,161,10,5,3
30,40,Inf,0.8,77,57698.0,22881519536,1653.3434879813863,1731.0505722623268,4260.0,13,179,4,9,4
30,40,Inf,0.8,77,57698.0,22881519536,1659.9219008974708,1731.0505722623268,4409.0,15,209,8,1,4
30,40,Inf,0.8,77,57698.0,22881519536,1659.9219008974708,1731.0505722623268,7620.0,17,226,10,9,3
30,40,Inf,0.8,77,57698.0,22881519536,1661.495852850211,1731.0505722623268,7848.0,19,260,5,1,3
30,40,Inf,0.8,77,57698.0,22881519536,1661.495852850211,1731.0505722623268,8001.0,21,287,12,6,4
30,40,Inf,0.8,77,57698.0,22881519536,1665.2802757986972,1731.0505722623268,8197.0,23,317,4,1,4
30,40,Inf,0.8,77,57698.0,22881519536,1665.2802757986972,1731.0505722623268,8252.0,25,319,4,8,5
30,40,Inf,0.8,77,57698.0,22881519536,1665.2802757986972,1731.0505722623268,8362.0,27,335,3,8,5
30,40,Inf,0.8,77,57698.0,22881519536,1665.2802757986972,1731.0505722623268,8409.0,29,337,3,7,6
30,40,Inf,0.8,77,57698.0,22881519536,1665.2802757986972,1731.0505722623268,8423.0,29,344,5,2,6
30,40,Inf,0.8,77,57698.0,22881519536,1665.2802757986972,1731.0505722623268,8441.0,29,352,9,7,7
30,40,Inf,0.8,77,57698.0,22881519536,1669.169848067729,1731.0505722623268,8462.0,29,363,5,3,7
30,40,Inf,0.8,77,57698.0,22881519536,1669.169848067729,1731.0505722623268,11668.0,31,385,7,9,6
30,40,Inf,0.8,77,57698.0,22881519536,1671.3935241810632,1731.0505722623268,11773.0,33,401,2,0,6
30,40,Inf,0.8,77,57698.0,22881519536,1671.3935241810632,1731.0505722623268,14982.0,35,424,13,10,5
30,40,Inf,0.8,77,57698.0,22881519536,1673.8733160232896,1731.0505722623268,15011.0,35,435,7,6,5
