seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
1,8,1500.0,-2.354704552698101,-1.095043045018408,Optimal (tolerance reached),30,2,1,13,0
1,8,2693.0,-2.354704552698101,-1.095043045018408,Optimal (tolerance reached),52,4,0,6,0
1,8,2855.0,-2.212406750444877,-1.095043045018408,Optimal (tolerance reached),74,4,0,10,0
1,8,2996.0,-2.212406750444877,-1.095043649252052,Optimal (tolerance reached),97,0,0,8,0
1,8,3158.0,-2.1802985550499665,-1.095043649252052,Optimal (tolerance reached),123,0,0,13,0
1,8,3300.0,-2.1802985550499665,-1.095043649252052,Optimal (tolerance reached),146,0,0,9,0
1,8,3481.0,-2.082004919017578,-1.095043649252052,Optimal (tolerance reached),174,0,0,10,3
1,8,3622.0,-2.082004919017578,-1.095043649252052,Optimal (tolerance reached),197,1,0,11,0
1,8,3781.0,-2.048027368139197,-1.095043649252052,Optimal (tolerance reached),223,1,0,13,1
1,8,3920.0,-2.048027368139197,-1.095043649252052,Optimal (tolerance reached),246,1,0,12,1
1,8,4083.0,-2.0185890994618063,-1.095043649252052,Optimal (tolerance reached),272,1,0,15,4
1,8,4209.0,-2.0185890994618063,-1.095043649252052,Optimal (tolerance reached),292,1,0,13,0
1,8,4350.0,-1.9830989186315886,-1.095043649252052,Optimal (tolerance reached),315,1,0,14,9
1,8,4496.0,-1.9830989186315886,-1.095043649252052,Optimal (tolerance reached),339,1,0,12,4
1,8,4659.0,-1.9495820438218743,-1.095043649252052,Optimal (tolerance reached),365,1,0,11,5
1,8,4806.0,-1.9495820438218743,-1.095043649252052,Optimal (tolerance reached),389,0,0,13,1
1,8,4946.0,-1.9154708154964337,-1.095043649252052,Optimal (tolerance reached),412,0,0,9,3
1,8,5078.0,-1.9154708154964337,-1.095043649252052,Optimal (tolerance reached),434,0,0,7,2
1,8,5248.0,-1.8878525654349865,-1.095043649252052,Optimal (tolerance reached),461,0,0,14,1
1,8,5413.0,-1.8878525654349865,-1.095043649252052,Optimal (tolerance reached),485,0,0,9,2
1,8,5556.0,-1.8846940289759395,-1.095043649252052,Optimal (tolerance reached),507,0,0,14,0
1,8,5688.0,-1.8846940289759395,-1.095043649252052,Optimal (tolerance reached),528,0,0,9,2
1,8,5857.0,-1.8540279863054467,-1.095043649252052,Optimal (tolerance reached),555,0,0,8,4
1,8,6002.0,-1.8540279863054467,-1.095043649252052,Optimal (tolerance reached),578,0,0,8,2
1,8,6158.0,-1.85035215129457,-1.095043649252052,Optimal (tolerance reached),604,0,0,11,1
1,8,6302.0,-1.85035215129457,-1.095043649252052,Optimal (tolerance reached),628,0,0,6,5
1,8,6468.0,-1.833135053730603,-1.095043649252052,Optimal (tolerance reached),654,0,0,7,6
1,8,6615.0,-1.833135053730603,-1.095043649252052,Optimal (tolerance reached),678,0,0,8,4
1,8,6772.0,-1.8235530446959383,-1.095043649252052,Optimal (tolerance reached),704,0,0,11,2
1,8,6925.0,-1.8235530446959383,-1.095043649252052,Optimal (tolerance reached),729,0,0,14,9
1,8,7081.0,-1.7988279141867038,-1.095043649252052,Optimal (tolerance reached),754,0,0,9,3
1,8,7274.0,-1.7988279141867038,-1.095043649252052,Optimal (tolerance reached),786,1,0,9,3
1,8,7415.0,-1.7901568491553255,-1.095043649252052,Optimal (tolerance reached),809,0,0,9,3
1,8,7574.0,-1.7901568491553255,-1.095043649252052,Optimal (tolerance reached),834,0,0,4,2
1,8,7715.0,-1.7700883514251122,-1.095043649252052,Optimal (tolerance reached),857,0,0,7,2
1,8,7866.0,-1.7700883514251122,-1.095043649252052,Optimal (tolerance reached),882,2,0,12,0
1,8,7989.0,-1.769058118187792,-1.095043649252052,Optimal (tolerance reached),902,0,0,10,2
1,8,8162.0,-1.769058118187792,-1.095043649252052,Optimal (tolerance reached),930,2,0,8,2
1,8,8310.0,-1.737469302339615,-1.095043649252052,Optimal (tolerance reached),954,0,0,12,3
1,8,8470.0,-1.737469302339615,-1.095043649252052,Optimal (tolerance reached),981,2,0,7,3
1,8,8600.0,-1.7348045345945262,-1.095043649252052,Optimal (tolerance reached),1002,0,0,10,4
1,8,8771.0,-1.7348045345945262,-1.095043649252052,Optimal (tolerance reached),1029,2,0,9,2
1,8,8901.0,-1.7320047737727253,-1.095043649252052,Optimal (tolerance reached),1050,0,0,10,2
1,8,9066.0,-1.7320047737727253,-1.095043649252052,Optimal (tolerance reached),1077,2,0,14,0
1,8,9212.0,-1.7258679306597395,-1.095043649252052,Optimal (tolerance reached),1101,0,0,6,4
1,8,9387.0,-1.7258679306597395,-1.095043649252052,Optimal (tolerance reached),1129,5,0,18,4
1,8,9530.0,-1.706916157354806,-1.095043649252052,Optimal (tolerance reached),1152,0,0,22,4
1,8,9655.0,-1.706916157354806,-1.095043649252052,Optimal (tolerance reached),1172,2,0,6,2
1,8,9794.0,-1.6966013036747922,-1.095043649252052,Optimal (tolerance reached),1195,0,0,7,1
1,8,9935.0,-1.6966013036747922,-1.095043649252052,Optimal (tolerance reached),1217,3,0,7,1
1,8,10081.0,-1.6903374661674784,-1.095043649252052,Optimal (tolerance reached),1241,0,0,7,1
1,8,10255.0,-1.6903374661674784,-1.095043649252052,Optimal (tolerance reached),1270,6,0,17,6
1,8,10351.0,-1.6723486783250905,-1.095043649252052,Optimal (tolerance reached),1285,0,0,18,1
1,8,10518.0,-1.6723486783250905,-1.095043649252052,Optimal (tolerance reached),1312,4,0,2,2
1,8,10679.0,-1.670127081907029,-1.095043649252052,Optimal (tolerance reached),1338,1,0,10,1
1,8,10814.0,-1.670127081907029,-1.095043649252052,Optimal (tolerance reached),1360,4,0,14,0
1,8,10982.0,-1.6678122295246471,-1.095043649252052,Optimal (tolerance reached),1388,1,0,8,2
1,8,11145.0,-1.6678122295246471,-1.095043649252052,Optimal (tolerance reached),1414,4,0,8,2
1,8,11270.0,-1.6635403917065374,-1.095043649252052,Optimal (tolerance reached),1434,1,0,8,3
1,8,11434.0,-1.6635403917065374,-1.095043649252052,Optimal (tolerance reached),1461,6,0,15,1
1,8,11557.0,-1.662189086686829,-1.095043649252052,Optimal (tolerance reached),1481,1,0,17,2
1,8,11724.0,-1.662189086686829,-1.095043649252052,Optimal (tolerance reached),1508,6,0,12,7
1,8,11878.0,-1.6437343235454296,-1.095043649252052,Optimal (tolerance reached),1533,1,0,20,5
1,8,12027.0,-1.6437343235454296,-1.095043649252052,Optimal (tolerance reached),1557,1,0,23,8
1,8,12227.0,-1.6353232961723079,-1.095043649252052,Optimal (tolerance reached),1590,7,0,17,0
1,8,12383.0,-1.6353232961723079,-1.095043649252052,Optimal (tolerance reached),1616,6,0,12,2
1,8,12516.0,-1.6331294535195364,-1.095043649252052,Optimal (tolerance reached),1638,2,0,5,1
1,8,12658.0,-1.6331294535195364,-1.095043649252052,Optimal (tolerance reached),1662,6,0,5,3
1,8,12821.0,-1.628712112974695,-1.095043649252052,Optimal (tolerance reached),1688,2,0,12,2
1,8,12955.0,-1.628712112974695,-1.095043649252052,Optimal (tolerance reached),1710,6,0,19,4
1,8,13073.0,-1.6281909176818221,-1.095043649252052,Optimal (tolerance reached),1729,2,0,18,6
1,8,13219.0,-1.6281909176818221,-1.095043649252052,Optimal (tolerance reached),1754,6,0,18,2
1,8,13363.0,-1.6243810095424172,-1.095043649252052,Optimal (tolerance reached),1777,2,0,18,5
1,8,13517.0,-1.6243810095424172,-1.095043649252052,Optimal (tolerance reached),1803,6,0,14,2
1,8,13650.0,-1.6099530426455348,-1.095043649252052,Optimal (tolerance reached),1825,2,0,14,3
1,8,13785.0,-1.6099530426455348,-1.095043649252052,Optimal (tolerance reached),1847,2,0,17,2
1,8,13959.0,-1.6062089751718975,-1.095043649252052,Optimal (tolerance reached),1876,9,0,12,3
1,8,14114.0,-1.6062089751718975,-1.095043649252052,Optimal (tolerance reached),1902,6,0,9,3
1,8,14249.0,-1.600136792951216,-1.095043649252052,Optimal (tolerance reached),1924,2,0,4,5
1,8,14417.0,-1.600136792951216,-1.095043649252052,Optimal (tolerance reached),1953,7,0,18,3
1,8,14552.0,-1.5995953459177128,-1.095043649252052,Optimal (tolerance reached),1974,2,0,14,5
1,8,14716.0,-1.5995953459177128,-1.095043649252052,Optimal (tolerance reached),2003,7,0,12,3
1,8,14834.0,-1.5899785945184954,-1.095043649252052,Optimal (tolerance reached),2023,2,0,14,1
1,8,15019.0,-1.5899785945184954,-1.095043649252052,Optimal (tolerance reached),2056,7,0,19,2
1,8,15172.0,-1.5823816811660842,-1.095043649252052,Optimal (tolerance reached),2081,2,0,20,3
1,8,15329.0,-1.5823816811660842,-1.095043649252052,Optimal (tolerance reached),2108,1,0,20,6
1,8,15494.0,-1.5809299614507215,-1.095043649252052,Optimal (tolerance reached),2137,9,0,12,5
1,8,15605.0,-1.5809299614507215,-1.0950437695251756,Optimal (tolerance reached),2154,1,0,12,2
1,8,15759.0,-1.5796726399582783,-1.0950437695251756,Optimal (tolerance reached),2180,9,0,6,1
1,8,15867.0,-1.5796726399582783,-1.0950437695251756,Optimal (tolerance reached),2198,1,0,16,6
1,8,16027.0,-1.5717654832124948,-1.0950437695251756,Optimal (tolerance reached),2225,9,0,15,0
1,8,16178.0,-1.5717654832124948,-1.0950437695251756,Optimal (tolerance reached),2251,6,0,4,1
1,8,16317.0,-1.565447976686487,-1.0950437695251756,Optimal (tolerance reached),2273,3,0,8,1
1,8,16452.0,-1.565447976686487,-1.0950437695251756,Optimal (tolerance reached),2296,7,0,17,0
1,8,16556.0,-1.5635519493622454,-1.0950437695251756,Optimal (tolerance reached),2313,1,0,16,10
1,8,16717.0,-1.5635519493622454,-1.0950437695251756,Optimal (tolerance reached),2341,7,0,21,2
1,8,16866.0,-1.5622201376107994,-1.0950437695251756,Optimal (tolerance reached),2366,1,0,16,5
1,8,17025.0,-1.5622201376107994,-1.0950437695251756,Optimal (tolerance reached),2394,7,0,18,4
1,8,17157.0,-1.5603064487624634,-1.0950437695251756,Optimal (tolerance reached),2417,1,0,26,5
1,8,17285.0,-1.5603064487624634,-1.0950437695251756,Optimal (tolerance reached),2439,7,0,13,3
1,8,17396.0,-1.547596895458623,-1.0950437695251756,Optimal (tolerance reached),2458,2,0,22,3
1,8,17513.0,-1.547596895458623,-1.0950437695251756,Optimal (tolerance reached),2478,2,0,17,6
1,8,17686.0,-1.5468237711222912,-1.0950437695251756,Optimal (tolerance reached),2510,9,0,16,1
1,8,17797.0,-1.5468237711222912,-1.0950437695251756,Optimal (tolerance reached),2528,2,0,7,1
1,8,17946.0,-1.545491886717652,-1.0950437695251756,Optimal (tolerance reached),2555,10,0,8,3
1,8,18069.0,-1.545491886717652,-1.0950437695251756,Optimal (tolerance reached),2576,2,0,17,5
1,8,18216.0,-1.5429657539181727,-1.0950437695251756,Optimal (tolerance reached),2603,9,0,10,2
1,8,18331.0,-1.5429657539181727,-1.0950437695251756,Optimal (tolerance reached),2622,2,0,17,5
1,8,18461.0,-1.5369626067004754,-1.0950437695251756,Optimal (tolerance reached),2645,9,0,20,5
1,8,18600.0,-1.5369626067004754,-1.0950437695251756,Optimal (tolerance reached),2670,8,0,17,1
1,8,18723.0,-1.5352220154105192,-1.0950437695251756,Optimal (tolerance reached),2692,2,0,21,3
1,8,18866.0,-1.5352220154105192,-1.0950437695251756,Optimal (tolerance reached),2717,8,0,17,2
1,8,18993.0,-1.527820960762344,-1.0950437695251756,Optimal (tolerance reached),2739,2,0,14,5
1,8,19167.0,-1.527820960762344,-1.0950437695251756,Optimal (tolerance reached),2771,8,0,17,0
1,8,19300.0,-1.5253941594929452,-1.0950437695251756,Optimal (tolerance reached),2794,2,0,20,4
1,8,19440.0,-1.5253941594929452,-1.0950437695251756,Optimal (tolerance reached),2818,8,0,18,3
1,8,19559.0,-1.5188472390107126,-1.0950437695251756,Optimal (tolerance reached),2839,2,0,15,4
1,8,19672.0,-1.5188472390107126,-1.0950437695251756,Optimal (tolerance reached),2859,3,0,5,4
1,8,19810.0,-1.5180078012080522,-1.0950437695251756,Optimal (tolerance reached),2886,11,0,12,2
1,8,19933.0,-1.5180078012080522,-1.0950437695251756,Optimal (tolerance reached),2907,2,0,13,5
1,8,20076.0,-1.5175832546347057,-1.0950437695251756,Optimal (tolerance reached),2933,11,0,18,4
1,8,20220.0,-1.5175832546347057,-1.0950437695251756,Optimal (tolerance reached),2960,13,0,17,5
1,8,20341.0,-1.517514267453802,-1.0950438404296645,Optimal (tolerance reached),2982,3,0,19,9
1,8,20464.0,-1.517514267453802,-1.0950438404296645,Optimal (tolerance reached),3003,3,0,3,8
1,8,20624.0,-1.5172893442179116,-1.0950438404296645,Optimal (tolerance reached),3033,11,0,2,5
1,8,20746.0,-1.5172893442179116,-1.0950438404296645,Optimal (tolerance reached),3055,2,0,9,3
1,8,20856.0,-1.5078610848291516,-1.0950438404296645,Optimal (tolerance reached),3075,11,0,15,3
1,8,20965.0,-1.5078610848291516,-1.0950438404296645,Optimal (tolerance reached),3093,3,0,17,4
1,8,21114.0,-1.5034836893241244,-1.0950438404296645,Optimal (tolerance reached),3121,11,0,16,3
1,8,21254.0,-1.5034836893241244,-1.0950438404296645,Optimal (tolerance reached),3147,9,0,16,3
1,8,21360.0,-1.5013282995018218,-1.0950438404296645,Optimal (tolerance reached),3166,4,0,17,4
1,8,21502.0,-1.5013282995018218,-1.0950438404296645,Optimal (tolerance reached),3191,9,0,16,0
1,8,21642.0,-1.499855218549689,-1.0950438404296645,Optimal (tolerance reached),3217,4,0,20,2
1,8,21790.0,-1.499855218549689,-1.0950438404296645,Optimal (tolerance reached),3246,9,0,15,4
1,8,21906.0,-1.497361689365154,-1.0950438404296645,Optimal (tolerance reached),3267,4,0,21,5
1,8,22065.0,-1.497361689365154,-1.0950438404296645,Optimal (tolerance reached),3295,9,0,19,2
1,8,22193.0,-1.4846069049995305,-1.0950438404296645,Optimal (tolerance reached),3319,4,0,19,4
1,8,22285.0,-1.4846069049995305,-1.0950438404296645,Optimal (tolerance reached),3336,4,0,11,11
1,8,22411.0,-1.4842774344438372,-1.0950438404296645,Optimal (tolerance reached),3359,13,0,19,5
1,8,22549.0,-1.4842774344438372,-1.0950438404296645,Optimal (tolerance reached),3383,2,0,8,3
1,8,22701.0,-1.4837316943953005,-1.0950438404296645,Optimal (tolerance reached),3412,11,0,8,2
1,8,22839.0,-1.4837316943953005,-1.0950438404296645,Optimal (tolerance reached),3439,13,0,14,1
1,8,22952.0,-1.4827238158178937,-1.0950438404296645,Optimal (tolerance reached),3460,2,0,18,6
1,8,23067.0,-1.4827238158178937,-1.0950438404296645,Optimal (tolerance reached),3480,2,0,6,1
1,8,23199.0,-1.4825658845287149,-1.0950438404296645,Optimal (tolerance reached),3505,11,0,10,1
1,8,23317.0,-1.4825658845287149,-1.0950438404296645,Optimal (tolerance reached),3527,4,0,12,5
1,8,23469.0,-1.4806684069845593,-1.0950438404296645,Optimal (tolerance reached),3556,13,0,17,5
1,8,23592.0,-1.4806684069845593,-1.0950438404296645,Optimal (tolerance reached),3577,4,0,19,6
