seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
9,20,1,100,20.0,1.0,104.0,0.45539232022606096,0.6931471805599454,Time limit reached,24,0,0
9,20,1,100,20.0,1.0,218.0,0.45539232022606096,0.6931471805599454,Time limit reached,43,0,0
9,20,1,100,20.0,1.0,350.0,0.4556711496618043,0.6931471805599454,Time limit reached,70,0,0
9,20,1,100,20.0,1.0,514.0,0.4556711496618043,0.6931471805599454,Time limit reached,103,0,0
9,20,1,100,20.0,1.0,655.0,0.45948282995281126,0.6931471805599454,Time limit reached,132,0,0
9,20,1,100,20.0,1.0,800.0,0.45948282995281126,0.6931471805599454,Time limit reached,160,0,0
9,20,1,100,20.0,1.0,957.0,0.46020575553916315,0.6931471805599454,Time limit reached,193,0,0
9,20,1,100,20.0,1.0,1117.0,0.46020575553916315,0.6931471805599454,Time limit reached,224,0,0
9,20,1,100,20.0,1.0,1284.0,0.4607817718510798,0.6931471805599454,Time limit reached,259,0,0
9,20,1,100,20.0,1.0,1401.0,0.4607817718510798,0.6931471805599454,Time limit reached,283,0,0
9,20,1,100,20.0,1.0,1544.0,0.46106008231259804,0.6931471805599454,Time limit reached,313,0,0
9,20,1,100,20.0,1.0,1728.0,0.46106008231259804,0.6931471805599454,Time limit reached,348,0,0
9,20,1,100,20.0,1.0,1900.0,0.46106008231259804,0.6931471805599454,Time limit reached,384,0,0
9,20,1,100,20.0,1.0,2091.0,0.46106008231259804,0.6931471805599454,Time limit reached,420,0,0
9,20,1,100,20.0,1.0,2307.0,0.4616542641476466,0.6931471805599454,Time limit reached,462,0,0
9,20,1,100,20.0,1.0,2495.0,0.4616542641476466,0.6931471805599454,Time limit reached,497,0,0
9,20,1,100,20.0,1.0,2721.0,0.46181765168494815,0.6931471805599454,Time limit reached,541,0,0
9,20,1,100,20.0,1.0,2935.0,0.46181765168494815,0.6931471805599454,Time limit reached,583,0,0
9,20,1,100,20.0,1.0,3176.0,0.4619985663295017,0.6931471805599454,Time limit reached,632,0,0
9,20,1,100,20.0,1.0,3401.0,0.4619985663295017,0.6931471805599454,Time limit reached,675,0,0
9,20,1,100,20.0,1.0,3651.0,0.462155023875883,0.6931471805599454,Time limit reached,724,0,0
9,20,1,100,20.0,1.0,3897.0,0.462155023875883,0.6931471805599454,Time limit reached,770,0,0
9,20,1,100,20.0,1.0,4156.0,0.462155023875883,0.6931471805599454,Time limit reached,820,0,0
9,20,1,100,20.0,1.0,4415.0,0.462155023875883,0.6931471805599454,Time limit reached,867,0,0
9,20,1,100,20.0,1.0,4756.0,0.46230524686130314,0.6931471805599454,Time limit reached,930,0,0
9,20,1,100,20.0,1.0,4956.0,0.46230524686130314,0.6931471805599454,Time limit reached,968,0,0
9,20,1,100,20.0,1.0,5186.0,0.4625453332388575,0.6931471805599454,Time limit reached,1013,0,0
9,20,1,100,20.0,1.0,5490.0,0.4625453332388575,0.6931471805599454,Time limit reached,1069,0,0
9,20,1,100,20.0,1.0,5821.0,0.4625453332388575,0.6931471805599454,Time limit reached,1130,0,0
9,20,1,100,20.0,1.0,6150.0,0.4625453332388575,0.6931471805599454,Time limit reached,1186,0,0
9,20,1,100,20.0,1.0,6539.0,0.4625453332388575,0.6931471805599454,Time limit reached,1253,0,0
9,20,1,100,20.0,1.0,6935.0,0.4625453332388575,0.6931471805599454,Time limit reached,1319,0,0
9,20,1,100,20.0,1.0,7369.0,0.46265984644844826,0.6931471805599454,Time limit reached,1393,0,0
9,20,1,100,20.0,1.0,7773.0,0.46265984644844826,0.6931471805599454,Time limit reached,1461,0,0
9,20,1,100,20.0,1.0,8263.0,0.4626604518621347,0.6931471805599454,Time limit reached,1541,0,0
9,20,1,100,20.0,1.0,8688.0,0.4626604518621347,0.6931471805599454,Time limit reached,1609,0,0
9,20,1,100,20.0,1.0,9310.0,0.4628133181578909,0.6931471805599454,Time limit reached,1703,0,0
9,20,1,100,20.0,1.0,9763.0,0.4628133181578909,0.6931471805599454,Time limit reached,1768,0,0
9,20,1,100,20.0,1.0,10461.0,0.4628133181578909,0.6931471805599454,Time limit reached,1862,0,0
9,20,1,100,20.0,1.0,10936.0,0.4628133181578909,0.6931471805599454,Time limit reached,1928,0,0
9,20,1,100,20.0,1.0,11868.0,0.46297440086006153,0.6931471805599454,Time limit reached,2041,0,0
9,20,1,100,20.0,1.0,12089.0,0.46297440086006153,0.6931471805599454,Time limit reached,2082,0,0
9,20,1,100,20.0,1.0,12322.0,0.46297440086006153,0.6931471805599454,Time limit reached,2126,0,0
9,20,1,100,20.0,1.0,12557.0,0.46297440086006153,0.6931471805599454,Time limit reached,2169,0,0
9,20,1,100,20.0,1.0,12813.0,0.4631002192240035,0.6931471805599454,Time limit reached,2218,0,0
9,20,1,100,20.0,1.0,13075.0,0.4631002192240035,0.6931471805599454,Time limit reached,2266,0,0
9,20,1,100,20.0,1.0,13345.0,0.4631002192240035,0.6931471805599454,Time limit reached,2318,0,0
9,20,1,100,20.0,1.0,13612.0,0.4631002192240035,0.6931471805599454,Time limit reached,2367,0,0
9,20,1,100,20.0,1.0,13933.0,0.4634579216109131,0.6931471805599454,Time limit reached,2427,0,0
9,20,1,100,20.0,1.0,14101.0,0.4634579216109131,0.6931471805599454,Time limit reached,2458,0,0
9,20,1,100,20.0,1.0,14271.0,0.4634962754438666,0.6931471805599454,Time limit reached,2490,0,0
9,20,1,100,20.0,1.0,14450.0,0.4634962754438666,0.6931471805599454,Time limit reached,2521,0,0
9,20,1,100,20.0,1.0,14635.0,0.4635060999635788,0.6931471805599454,Time limit reached,2557,0,0
9,20,1,100,20.0,1.0,14964.0,0.4635060999635788,0.6931471805599454,Time limit reached,2615,0,0
9,20,1,100,20.0,1.0,15350.0,0.4635787464384418,0.6931471805599454,Time limit reached,2686,0,0
9,20,1,100,20.0,1.0,15693.0,0.4635787464384418,0.6931471805599454,Time limit reached,2746,0,0
9,20,1,100,20.0,1.0,16075.0,0.4635787464384418,0.6931471805599454,Time limit reached,2816,0,0
9,20,1,100,20.0,1.0,16462.0,0.4635787464384418,0.6931471805599454,Time limit reached,2882,0,0
9,20,1,100,20.0,1.0,16957.0,0.46367876482604753,0.6931471805599454,Time limit reached,2966,0,0
9,20,1,100,20.0,1.0,17385.0,0.46367876482604753,0.6931471805599454,Time limit reached,3035,0,0
9,20,1,100,20.0,1.0,17891.0,0.46367876482604753,0.6931471805599454,Time limit reached,3119,0,0
9,20,1,100,20.0,1.0,18350.0,0.46367876482604753,0.6931471805599454,Time limit reached,3191,0,0
9,20,1,100,20.0,1.0,19004.0,0.4637152742551986,0.6931471805599454,Time limit reached,3288,0,0
9,20,1,100,20.0,1.0,19457.0,0.4637152742551986,0.6931471805599454,Time limit reached,3356,0,0
9,20,1,100,20.0,1.0,20183.0,0.4637152742551986,0.6931471805599454,Time limit reached,3454,0,0
9,20,1,100,20.0,1.0,20685.0,0.4637152742551986,0.6931471805599454,Time limit reached,3520,0,0
9,20,1,100,20.0,1.0,21561.0,0.46377845545053403,0.6931471805599454,Time limit reached,3632,0,0
9,20,1,100,20.0,1.0,21975.0,0.46377845545053403,0.6931471805599454,Time limit reached,3694,0,0
9,20,1,100,20.0,1.0,22799.0,0.4638091569807005,0.6931471805599454,Time limit reached,3799,0,0
9,20,1,100,20.0,1.0,23386.0,0.4638091569807005,0.6931471805599454,Time limit reached,3868,0,0
9,20,1,100,20.0,1.0,24188.0,0.46383154527186116,0.6931471805599454,Time limit reached,3972,0,0
9,20,1,100,20.0,1.0,24373.0,0.46383154527186116,0.6931471805599454,Time limit reached,4009,0,0
9,20,1,100,20.0,1.0,24556.0,0.463921486318406,0.6931471805599454,Time limit reached,4047,0,0
9,20,1,100,20.0,1.0,24911.0,0.463921486318406,0.6931471805599454,Time limit reached,4110,0,0
9,20,1,100,20.0,1.0,25405.0,0.4639506673729587,0.6931471805599454,Time limit reached,4198,0,0
9,20,1,100,20.0,1.0,25799.0,0.4639506673729587,0.6931471805599454,Time limit reached,4264,0,0
9,20,1,100,20.0,1.0,26383.0,0.4639506673729587,0.6931471805599454,Time limit reached,4360,0,0
9,20,1,100,20.0,1.0,26865.0,0.4639506673729587,0.6931471805599454,Time limit reached,4433,0,0
9,20,1,100,20.0,1.0,27568.0,0.4639506673729587,0.6931471805599454,Time limit reached,4530,0,0
9,20,1,100,20.0,1.0,28064.0,0.4639506673729587,0.6931471805599454,Time limit reached,4596,0,0
9,20,1,100,20.0,1.0,28911.0,0.4640117302921419,0.6931471805599454,Time limit reached,4700,0,0
9,20,1,100,20.0,1.0,29420.0,0.4640117302921419,0.6931471805599454,Time limit reached,4756,0,0
9,20,1,100,20.0,1.0,30228.0,0.46404644813704554,0.6931471805599454,Time limit reached,4843,0,0
9,20,1,100,20.0,1.0,30426.0,0.46404644813704554,0.6931471805599454,Time limit reached,4880,0,0
9,20,1,100,20.0,1.0,30627.0,0.4641434314611357,0.6931471805599454,Time limit reached,4919,0,0
9,20,1,100,20.0,1.0,30827.0,0.4641434314611357,0.6931471805599454,Time limit reached,4957,0,0
9,20,1,100,20.0,1.0,31043.0,0.4641434314611357,0.6931471805599454,Time limit reached,5000,0,0
9,20,1,100,20.0,1.0,31268.0,0.4641434314611357,0.6931471805599454,Time limit reached,5043,0,0
9,20,1,100,20.0,1.0,31518.0,0.4641841170430998,0.6931471805599454,Time limit reached,5092,0,0
9,20,1,100,20.0,1.0,31729.0,0.4641841170430998,0.6931471805599454,Time limit reached,5132,0,0
9,20,1,100,20.0,1.0,31956.0,0.4641841170430998,0.6931471805599454,Time limit reached,5175,0,0
9,20,1,100,20.0,1.0,32180.0,0.4641841170430998,0.6931471805599454,Time limit reached,5217,0,0
9,20,1,100,20.0,1.0,32441.0,0.4642312711559623,0.6931471805599454,Time limit reached,5268,0,0
9,20,1,100,20.0,1.0,32645.0,0.4642312711559623,0.6931471805599454,Time limit reached,5305,0,0
9,20,1,100,20.0,1.0,32848.0,0.4643433883392984,0.6931471805599454,Time limit reached,5344,0,0
9,20,1,100,20.0,1.0,33102.0,0.4643433883392984,0.6931471805599454,Time limit reached,5391,0,0
9,20,1,100,20.0,1.0,33383.0,0.4643559921992332,0.6931471805599454,Time limit reached,5446,0,0
9,20,1,100,20.0,1.0,33591.0,0.4643559921992332,0.6931471805599454,Time limit reached,5486,0,0
9,20,1,100,20.0,1.0,33799.0,0.4643559921992332,0.6931471805599454,Time limit reached,5527,0,0
9,20,1,100,20.0,1.0,34007.0,0.4643559921992332,0.6931471805599454,Time limit reached,5567,0,0
9,20,1,100,20.0,1.0,34233.0,0.46436992860155607,0.6931471805599454,Time limit reached,5612,0,0
9,20,1,100,20.0,1.0,34499.0,0.46436992860155607,0.6931471805599454,Time limit reached,5661,0,0
9,20,1,100,20.0,1.0,34837.0,0.4643828992131899,0.6931471805599454,Time limit reached,5726,0,0
9,20,1,100,20.0,1.0,35082.0,0.4643828992131899,0.6931471805599454,Time limit reached,5772,0,0
9,20,1,100,20.0,1.0,35358.0,0.4643828992131899,0.6931471805599454,Time limit reached,5826,0,0
9,20,1,100,20.0,1.0,35638.0,0.4643828992131899,0.6931471805599454,Time limit reached,5878,0,0
9,20,1,100,20.0,1.0,35960.0,0.46441618710494836,0.6931471805599454,Time limit reached,5938,0,0
9,20,1,100,20.0,1.0,36193.0,0.46441618710494836,0.6931471805599454,Time limit reached,5982,0,0
9,20,1,100,20.0,1.0,36458.0,0.46443550457242805,0.6931471805599454,Time limit reached,6034,0,0
9,20,1,100,20.0,1.0,36876.0,0.46443550457242805,0.6931471805599454,Time limit reached,6094,0,0
9,20,1,100,20.0,1.0,37697.0,0.46447180515870506,0.6931471805599454,Time limit reached,6195,0,0
9,20,1,100,20.0,1.0,38248.0,0.46447180515870506,0.6931471805599454,Time limit reached,6259,0,0
9,20,1,100,20.0,1.0,39127.0,0.4644821634767751,0.6931471805599454,Time limit reached,6364,0,0
9,20,1,100,20.0,1.0,39349.0,0.4644821634767751,0.6931471805599454,Time limit reached,6403,0,0
9,20,1,100,20.0,1.0,39577.0,0.4644821634767751,0.6931471805599454,Time limit reached,6445,0,0
9,20,1,100,20.0,1.0,39818.0,0.4644821634767751,0.6931471805599454,Time limit reached,6488,0,0
9,20,1,100,20.0,1.0,40078.0,0.46448232517824817,0.6931471805599454,Time limit reached,6536,0,0
9,20,1,100,20.0,1.0,40351.0,0.46448232517824817,0.6931471805599454,Time limit reached,6584,0,0
9,20,1,100,20.0,1.0,40661.0,0.4644921928314381,0.6931471805599454,Time limit reached,6643,0,0
9,20,1,100,20.0,1.0,40800.0,0.4644921928314381,0.6931471805599454,Time limit reached,6670,0,0
9,20,1,100,20.0,1.0,40952.0,0.4644921928314381,0.6931471805599454,Time limit reached,6701,0,0
9,20,1,100,20.0,1.0,41106.0,0.4644921928314381,0.6931471805599454,Time limit reached,6730,0,0
9,20,1,100,20.0,1.0,41265.0,0.4644942196834076,0.6931471805599454,Time limit reached,6762,0,0
9,20,1,100,20.0,1.0,41573.0,0.4644942196834076,0.6931471805599454,Time limit reached,6818,0,0
9,20,1,100,20.0,1.0,41962.0,0.4645709192468911,0.6931471805599454,Time limit reached,6889,0,0
9,20,1,100,20.0,1.0,42277.0,0.4645709192468911,0.6931471805599454,Time limit reached,6944,0,0
9,20,1,100,20.0,1.0,42653.0,0.4645709192468911,0.6931471805599454,Time limit reached,7012,0,0
9,20,1,100,20.0,1.0,43025.0,0.4645709192468911,0.6931471805599454,Time limit reached,7078,0,0
9,20,1,100,20.0,1.0,43484.0,0.46458390232414004,0.6931471805599454,Time limit reached,7158,0,0
9,20,1,100,20.0,1.0,43649.0,0.46458390232414004,0.6931471805599454,Time limit reached,7190,0,0
9,20,1,100,20.0,1.0,43819.0,0.4645972709821317,0.6931471805599454,Time limit reached,7224,0,0
9,20,1,100,20.0,1.0,44258.0,0.4645972709821317,0.6931471805599454,Time limit reached,7287,0,0
9,20,1,100,20.0,1.0,45125.0,0.4646102463914396,0.6931471805599454,Time limit reached,7399,0,0
9,20,1,100,20.0,1.0,45516.0,0.4646102463914396,0.6931471805599454,Time limit reached,7464,0,0
9,20,1,100,20.0,1.0,45981.0,0.4646102463914396,0.6931471805599454,Time limit reached,7543,0,0
9,20,1,100,20.0,1.0,46406.0,0.4646102463914396,0.6931471805599454,Time limit reached,7613,0,0
9,20,1,100,20.0,1.0,47057.0,0.4646204996404313,0.6931471805599454,Time limit reached,7709,0,0
9,20,1,100,20.0,1.0,47660.0,0.4646204996404313,0.6931471805599454,Time limit reached,7783,0,0
9,20,1,100,20.0,1.0,48530.0,0.46464830145282837,0.6931471805599454,Time limit reached,7878,0,0
9,20,1,100,20.0,1.0,48841.0,0.46464830145282837,0.6931471805599454,Time limit reached,7930,0,0
9,20,1,100,20.0,1.0,49242.0,0.4646511032207189,0.6931471805599454,Time limit reached,8000,0,0
9,20,1,100,20.0,1.0,49472.0,0.4646511032207189,0.6931471805599454,Time limit reached,8040,0,0
9,20,1,100,20.0,1.0,49730.0,0.46465741439378383,0.6931471805599454,Time limit reached,8088,0,0
9,20,1,100,20.0,1.0,50234.0,0.46465741439378383,0.6931471805599454,Time limit reached,8159,0,0
9,20,1,100,20.0,1.0,51063.0,0.46466009595653934,0.6931471805599454,Time limit reached,8264,0,0
9,20,1,100,20.0,1.0,51476.0,0.46466009595653934,0.6931471805599454,Time limit reached,8325,0,0
9,20,1,100,20.0,1.0,52018.0,0.46468025457140094,0.6931471805599454,Time limit reached,8409,0,0
9,20,1,100,20.0,1.0,52590.0,0.46468025457140094,0.6931471805599454,Time limit reached,8477,0,0
9,20,1,100,20.0,1.0,53465.0,0.4646900031839291,0.6931471805599454,Time limit reached,8578,0,0
9,20,1,100,20.0,1.0,53872.0,0.4646900031839291,0.6931471805599454,Time limit reached,8642,0,0
9,20,1,100,20.0,1.0,54522.0,0.4647033440699721,0.6931471805599454,Time limit reached,8740,0,0
9,20,1,100,20.0,1.0,54707.0,0.4647033440699721,0.6931471805599454,Time limit reached,8773,0,0
9,20,1,100,20.0,1.0,54914.0,0.4647033440699721,0.6931471805599454,Time limit reached,8811,0,0
9,20,1,100,20.0,1.0,55128.0,0.4647033440699721,0.6931471805599454,Time limit reached,8848,0,0
9,20,1,100,20.0,1.0,55354.0,0.46473728107617374,0.6931471805599454,Time limit reached,8889,0,0
9,20,1,100,20.0,1.0,55687.0,0.46473728107617374,0.6931471805599454,Time limit reached,8946,0,0
9,20,1,100,20.0,1.0,56091.0,0.46473728107617374,0.6931471805599454,Time limit reached,9018,0,0
9,20,1,100,20.0,1.0,56454.0,0.46473728107617374,0.6931471805599454,Time limit reached,9079,0,0
9,20,1,100,20.0,1.0,56922.0,0.46473728107617374,0.6931471805599454,Time limit reached,9158,0,0
9,20,1,100,20.0,1.0,57321.0,0.46473728107617374,0.6931471805599454,Time limit reached,9224,0,0
9,20,1,100,20.0,1.0,57876.0,0.4647792412180155,0.6931471805599454,Time limit reached,9311,0,0
9,20,1,100,20.0,1.0,58389.0,0.4647792412180155,0.6931471805599454,Time limit reached,9385,0,0
9,20,1,100,20.0,1.0,59279.0,0.4648046952138219,0.6931471805599454,Time limit reached,9496,0,0
9,20,1,100,20.0,1.0,59813.0,0.4648046952138219,0.6931471805599454,Time limit reached,9567,0,0
9,20,1,100,20.0,1.0,60665.0,0.4648300404652427,0.6931471805599454,Time limit reached,9666,0,0
9,20,1,100,20.0,1.0,60863.0,0.4648300404652427,0.6931471805599454,Time limit reached,9701,0,0
9,20,1,100,20.0,1.0,61071.0,0.4648327737236094,0.6931471805599454,Time limit reached,9734,0,0
9,20,1,100,20.0,1.0,61367.0,0.4648327737236094,0.6931471805599454,Time limit reached,9775,0,0
9,20,1,100,20.0,1.0,61709.0,0.4648327737236094,0.6931471805599454,Time limit reached,9822,0,0
9,20,1,100,20.0,1.0,62099.0,0.4648327737236094,0.6931471805599454,Time limit reached,9872,0,0
9,20,1,100,20.0,1.0,62530.0,0.4648327737236094,0.6931471805599454,Time limit reached,9927,0,0
9,20,1,100,20.0,1.0,62927.0,0.4648327737236094,0.6931471805599454,Time limit reached,9975,0,0
9,20,1,100,20.0,1.0,63444.0,0.4648365364925736,0.6931471805599454,Time limit reached,10038,0,0
9,20,1,100,20.0,1.0,64028.0,0.4648365364925736,0.6931471805599454,Time limit reached,10103,0,0
9,20,1,100,20.0,1.0,64918.0,0.4648414011628358,0.6931471805599454,Time limit reached,10198,0,0
