seed,dimension,time,num_nodes,solution,termination
1,20,7604.0,863,-2.4853835177181796,Optimal
2,20,3537.0,1035,-1.8589183284044115,Optimal
3,20,3364.0,1399,0.8377490973662524,Optimal
4,20,1735.0,485,-0.5047425764320373,Optimal
5,20,3250.0,1049,1.5453064004491246,Optimal
6,20,344.0,139,2.7747400133318205,Optimal
7,20,1330.0,467,-0.3751555493861445,Optimal
8,20,760.0,229,-4.171069706392428,Optimal
9,20,498.0,207,2.090749586434386,Optimal
10,20,869.0,331,2.241415695274038,Optimal
1,25,1501.0,403,4.762608865652315,Optimal
2,25,880.0,287,5.658723849418567,Optimal
3,25,2212.0,477,4.632750363359595,Optimal
4,25,1501.0,541,5.2773865057172005,Optimal
5,25,6351.0,1977,-7.9648582148539875,Optimal
6,25,1972.0,535,-1.6475348064320081,Optimal
7,25,5103.0,1703,-8.448290224945218,Optimal
8,25,4457.0,923,3.174462341536647,Optimal
9,25,7503.0,2267,-5.301943781989077,Optimal
10,25,2950.0,1011,-3.5268772941305593,Optimal
1,30,4008.0,909,3.9408644354907603,Optimal
2,30,3358.0,837,2.937178994297908,Optimal
3,30,1884.0,445,2.9106750153098204,Optimal
4,30,7015.0,1565,-11.8045232536776,Optimal
5,30,2152.0,549,3.34585409674445,Optimal
6,30,10086.0,2131,2.4759791688499027,Optimal
7,30,2449.0,641,7.140373464452615,Optimal
8,30,794.0,291,6.684588148111671,Optimal
9,30,1190.0,271,5.8419534493867635,Optimal
10,30,107566.0,23289,-7.6409512105373665,Optimal
1,35,3162.0,763,5.444620174907913,Optimal
2,35,13359.0,3051,-18.281004316526936,Optimal
3,35,3176.0,779,5.909660183296035,Optimal
4,35,1774.0,313,6.056041320286306,Optimal
5,35,16492.0,4455,-0.20620559542918526,Optimal
6,35,27994.0,7563,1.9432474629829994,Optimal
7,35,1827.0,431,9.784495179192447,Optimal
8,35,1894.0,507,5.4959789565967405,Optimal
9,35,4490.0,963,5.208177117254982,Optimal
10,35,5459.0,1185,4.165743900062247,Optimal
1,40,7839.0,1897,4.382343245167058,Optimal
2,40,30342.0,7095,-12.884479993095797,Optimal
3,40,5670.0,1407,5.363957072034467,Optimal
4,40,9385.0,2037,1.967988574661346,Optimal
5,40,4980.0,1317,3.5585421169188054,Optimal
6,40,238138.0,56823,-10.68596943685381,Optimal
7,40,6090.0,1023,8.359618712504634,Optimal
8,40,4169.0,835,8.762599118347257,Optimal
9,40,3279.0,669,8.86269192868279,Optimal
10,40,104369.0,24133,-0.03766348781275382,Optimal
1,45,6134.0,1217,9.570033444033822,Optimal
2,45,140572.0,22899,-3.246342583035633,Optimal
3,45,1521.0,301,11.720075784730508,Optimal
4,45,2878.0,627,4.979779063638118,Optimal
5,45,27859.0,5059,8.155608315883528,Optimal
6,45,2917.0,767,5.409900721249038,Optimal
7,45,51043.0,9015,4.4905790610340235,Optimal
8,45,19528.0,3897,2.4495973363711703,Optimal
9,45,9219.0,1789,6.966016140731587,Optimal
10,45,27504.0,5397,7.093203716901813,Optimal
1,50,6740.0,1151,7.593464871197256,Optimal
2,50,7486.0,1347,8.337330393471529,Optimal
3,50,3892.0,719,5.8220892988901864,Optimal
4,50,5557.0,1047,14.781250375374775,Optimal
5,50,9216.0,1725,4.195510058017267,Optimal
6,50,2766.0,483,13.151083799894362,Optimal
7,50,4420.0,635,9.798761612842103,Optimal
8,50,11061.0,1895,12.97358339417192,Optimal
9,50,9578.0,1343,14.12732527788019,Optimal
10,50,1.149112e6,248247,-2.1169021688664675,Optimal
1,55,12157.0,1977,10.19543019979385,Optimal
2,55,5514.0,761,13.98917076996926,Optimal
3,55,10012.0,1807,5.00931948748951,Optimal
4,55,4516.0,641,15.182206971867913,Optimal
5,55,1.800067e6,188969,Inf,Time limit reached
6,55,4408.0,1063,15.771996756229369,Optimal
7,55,1.115131e6,165253,2.8195609395944996,Optimal
8,55,3695.0,701,11.720651457592714,Optimal
9,55,9655.0,1671,4.239576176287835,Optimal
10,55,10615.0,2275,4.809409159362719,Optimal
1,60,18925.0,2199,12.541279610811339,Optimal
2,60,10936.0,1199,17.127511296701737,Optimal
3,60,1.800018e6,178767,Inf,Time limit reached
4,60,15969.0,1781,12.671558120106253,Optimal
5,60,10946.0,1347,16.01012404592856,Optimal
6,60,4930.0,571,14.45303009116565,Optimal
7,60,280174.0,17903,1.43740512139596,Optimal
8,60,7283.0,1041,16.00442068275404,Optimal
9,60,797006.0,84553,2.6304490191274823,Optimal
10,60,115394.0,10303,3.036918768393289,Optimal
1,65,15513.0,1287,9.812800908728509,Optimal
2,65,16749.0,1691,12.95735548638592,Optimal
3,65,7061.0,535,16.48136855570366,Optimal
4,65,1.800001e6,158011,Inf,Time limit reached
5,65,8374.0,1219,17.059373695398666,Optimal
6,65,1.299521e6,122283,2.530183029355172,Optimal
7,65,16494.0,1167,11.208434426912625,Optimal
8,65,35615.0,2757,8.094091651224602,Optimal
9,65,29573.0,1889,12.93707604601448,Optimal
10,65,19666.0,2159,4.152470403134587,Optimal
1,70,26707.0,1875,16.60647895616116,Optimal
2,70,46439.0,3269,5.5940985637299745,Optimal
3,70,32978.0,2005,15.731587075538686,Optimal
4,70,43367.0,2749,8.017934235611513,Optimal
5,70,214062.0,15683,3.07347223993638,Optimal
6,70,95793.0,5707,3.1695760190136735,Optimal
7,70,127265.0,11045,2.213369240924153,Optimal
8,70,1.800011e6,124291,Inf,Time limit reached
9,70,32831.0,2245,12.91508621126589,Optimal
10,70,29998.0,2117,19.23108772030892,Optimal
1,75,18555.0,1195,14.304019024455595,Optimal
2,75,26190.0,1515,25.62755024237884,Optimal
3,75,14272.0,1023,13.387349874272806,Optimal
4,75,22844.0,1333,21.44179140742369,Optimal
