seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
3,4,1472.0,-10.257807307565436,-9.927340347907252,Optimal (tolerance reached),19,18,20,7,0
3,4,2494.0,-10.257807307565436,-9.927340530283736,Optimal (tolerance reached),32,4,0,6,3
3,4,2556.0,-10.196010036674025,-9.927340530283736,Optimal (tolerance reached),47,5,0,2,0
3,4,2627.0,-10.196010036674025,-9.927340530283736,Optimal (tolerance reached),61,4,0,8,3
3,4,2684.0,-10.180401784450153,-9.927340530283736,Optimal (tolerance reached),75,4,0,4,1
3,4,2738.0,-10.180401784450153,-9.927340530283736,Optimal (tolerance reached),88,3,0,6,0
3,4,2804.0,-10.14279605694221,-9.927340530283736,Optimal (tolerance reached),104,3,0,6,4
3,4,2872.0,-10.14279605694221,-9.927340530283736,Optimal (tolerance reached),120,5,0,8,1
3,4,2924.0,-10.124306869133013,-9.927340530283736,Optimal (tolerance reached),134,0,0,7,0
3,4,2968.0,-10.124306869133013,-9.927340530283736,Optimal (tolerance reached),146,5,0,6,1
3,4,3033.0,-10.104717128482735,-9.927340530283736,Optimal (tolerance reached),163,0,0,9,1
3,4,3091.0,-10.104717128482735,-9.927340530283736,Optimal (tolerance reached),178,5,0,2,2
3,4,3164.0,-10.09126219034739,-9.927340530283736,Optimal (tolerance reached),193,5,0,9,0
3,4,3217.0,-10.09126219034739,-9.927340530283736,Optimal (tolerance reached),205,7,0,4,1
3,4,3262.0,-10.082610057617355,-9.927340530283736,Optimal (tolerance reached),216,5,0,6,0
3,4,3320.0,-10.082610057617355,-9.927340530283736,Optimal (tolerance reached),228,6,0,5,4
3,4,3391.0,-10.071923753585043,-9.927340530283736,Optimal (tolerance reached),242,5,0,5,0
3,4,3454.0,-10.071923753585043,-9.927340530283736,Optimal (tolerance reached),254,7,0,4,2
3,4,3531.0,-10.052189412719365,-9.927340530283736,Optimal (tolerance reached),269,5,0,6,0
3,4,3579.0,-10.052189412719365,-9.927340530283736,Optimal (tolerance reached),279,3,0,4,1
3,4,3647.0,-10.047982498456859,-9.927340530283736,Optimal (tolerance reached),293,1,0,7,1
3,4,3719.0,-10.047982498456859,-9.927340530283736,Optimal (tolerance reached),308,5,0,10,2
3,4,3773.0,-10.035411213340344,-9.927340536292967,Optimal (tolerance reached),322,1,0,6,0
3,4,3821.0,-10.035411213340344,-9.927340536292967,Optimal (tolerance reached),333,3,0,12,1
3,4,3867.0,-10.032653398814553,-9.927340536292967,Optimal (tolerance reached),346,1,0,5,1
3,4,3923.0,-10.032653398814553,-9.927340536292967,Optimal (tolerance reached),361,3,0,12,0
3,4,3975.0,-10.026923405714008,-9.927340536292967,Optimal (tolerance reached),374,1,0,5,0
3,4,4010.0,-10.026923405714008,-9.927340536292967,Optimal (tolerance reached),382,9,0,6,1
3,4,4068.0,-10.015370708400175,-9.927340536292967,Optimal (tolerance reached),398,2,0,8,0
