seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,8,97.0,-8.418483032576304,-7.2210423314677765,Optimal (tolerance reached),27,2
2,8,214.0,-8.418483032576304,-7.2210423314677765,Optimal (tolerance reached),62,3
2,8,308.0,-8.254915205019275,-7.2210423314677765,Optimal (tolerance reached),91,4
2,8,396.0,-8.254915205019275,-7.2210423314677765,Optimal (tolerance reached),120,5
2,8,532.0,-8.249331802276869,-7.2210423314677765,Optimal (tolerance reached),158,6
2,8,636.0,-8.249331802276869,-7.2210423314677765,Optimal (tolerance reached),189,7
2,8,764.0,-8.089488089787304,-7.2210423314677765,Optimal (tolerance reached),225,8
2,8,879.0,-8.089488089787304,-7.2210423314677765,Optimal (tolerance reached),260,9
2,8,979.0,-8.089359515084686,-7.221043062013204,Optimal (tolerance reached),287,10
2,8,1094.0,-8.089359515084686,-7.221043062013204,Optimal (tolerance reached),321,11
2,8,1206.0,-8.086908930197682,-7.221043062013204,Optimal (tolerance reached),354,12
2,8,1359.0,-8.086908930197682,-7.221043062013204,Optimal (tolerance reached),393,13
2,8,1468.0,-8.083265960465317,-7.221043062013204,Optimal (tolerance reached),425,14
2,8,1571.0,-8.083265960465317,-7.221043062013204,Optimal (tolerance reached),456,15
2,8,1705.0,-7.966724654773999,-7.221043062013204,Optimal (tolerance reached),489,16
2,8,1849.0,-7.966724654773999,-7.221043062013204,Optimal (tolerance reached),531,17
2,8,1955.0,-7.964409917695148,-7.221043062013204,Optimal (tolerance reached),563,18
2,8,2086.0,-7.964409917695148,-7.221043062013204,Optimal (tolerance reached),592,19
2,8,2181.0,-7.960359059171452,-7.221043062013204,Optimal (tolerance reached),619,20
2,8,2339.0,-7.960359059171452,-7.221043062013204,Optimal (tolerance reached),663,21
2,8,2459.0,-7.957697197106931,-7.221043062013204,Optimal (tolerance reached),694,22
2,8,2579.0,-7.957697197106931,-7.221043062013204,Optimal (tolerance reached),729,23
2,8,2664.0,-7.880304671964186,-7.221043062013204,Optimal (tolerance reached),754,24
2,8,2759.0,-7.880304671964186,-7.221043062013204,Optimal (tolerance reached),781,25
2,8,2871.0,-7.878628329935596,-7.221043062013204,Optimal (tolerance reached),808,26
2,8,2963.0,-7.878628329935596,-7.221043062013204,Optimal (tolerance reached),835,27
2,8,3073.0,-7.875295361788538,-7.221043062013204,Optimal (tolerance reached),867,28
2,8,3229.0,-7.875295361788538,-7.221043062013204,Optimal (tolerance reached),910,29
2,8,3338.0,-7.8726714123652455,-7.221043062013204,Optimal (tolerance reached),941,30
2,8,3469.0,-7.8726714123652455,-7.221043062013204,Optimal (tolerance reached),978,31
2,8,3600.0,-7.841734136819829,-7.221043062013204,Optimal (tolerance reached),1012,32
2,8,3707.0,-7.841734136819829,-7.221043062013204,Optimal (tolerance reached),1044,33
2,8,3844.0,-7.839529023822043,-7.221043062013204,Optimal (tolerance reached),1084,34
2,8,3970.0,-7.839529023822043,-7.221043062013204,Optimal (tolerance reached),1114,35
2,8,4080.0,-7.8361608979030954,-7.221043062013204,Optimal (tolerance reached),1148,36
2,8,4169.0,-7.8361608979030954,-7.221043062013204,Optimal (tolerance reached),1176,37
2,8,4347.0,-7.833500318952313,-7.221043062013204,Optimal (tolerance reached),1220,38
2,8,4428.0,-7.833500318952313,-7.221043062013204,Optimal (tolerance reached),1245,39
2,8,4540.0,-7.756334402608844,-7.221043062013204,Optimal (tolerance reached),1278,40
2,8,4655.0,-7.756334402608844,-7.221043062013204,Optimal (tolerance reached),1313,41
2,8,4812.0,-7.755093606028682,-7.221043062013204,Optimal (tolerance reached),1353,42
2,8,4920.0,-7.755093606028682,-7.221043062013204,Optimal (tolerance reached),1385,43
2,8,5052.0,-7.754454595467491,-7.221043062013204,Optimal (tolerance reached),1421,44
2,8,5198.0,-7.754454595467491,-7.221043062013204,Optimal (tolerance reached),1458,45
2,8,5315.0,-7.7537768100554345,-7.221043062013204,Optimal (tolerance reached),1489,46
2,8,5449.0,-7.7537768100554345,-7.221043062013204,Optimal (tolerance reached),1521,47
2,8,5571.0,-7.751532571789397,-7.221043062013204,Optimal (tolerance reached),1555,48
2,8,5662.0,-7.751532571789397,-7.221043062013204,Optimal (tolerance reached),1583,49
2,8,5776.0,-7.751194917650804,-7.221043062013204,Optimal (tolerance reached),1615,50
2,8,5890.0,-7.751194917650804,-7.221043062013204,Optimal (tolerance reached),1643,51
2,8,5983.0,-7.750757040122265,-7.221043062013204,Optimal (tolerance reached),1669,52
2,8,6071.0,-7.750757040122265,-7.221043062013204,Optimal (tolerance reached),1691,53
2,8,6197.0,-7.748403396256194,-7.221043062013204,Optimal (tolerance reached),1722,54
2,8,6302.0,-7.748403396256194,-7.221043062013204,Optimal (tolerance reached),1751,55
2,8,6406.0,-7.748104483626169,-7.221043062013204,Optimal (tolerance reached),1783,56
2,8,6524.0,-7.748104483626169,-7.221043062013204,Optimal (tolerance reached),1812,57
2,8,6605.0,-7.746910725691354,-7.221043062013204,Optimal (tolerance reached),1837,58
2,8,6704.0,-7.746910725691354,-7.221043062013204,Optimal (tolerance reached),1864,59
2,8,6831.0,-7.7463676896153295,-7.221043062013204,Optimal (tolerance reached),1902,60
2,8,6987.0,-7.7463676896153295,-7.221043062013204,Optimal (tolerance reached),1939,61
2,8,7088.0,-7.746081429349511,-7.221043062013204,Optimal (tolerance reached),1967,62
2,8,7196.0,-7.746081429349511,-7.221043062013204,Optimal (tolerance reached),1998,63
2,8,7329.0,-7.677809398168874,-7.221043062013204,Optimal (tolerance reached),2034,64
2,8,7432.0,-7.677809398168874,-7.221043062013204,Optimal (tolerance reached),2058,65
2,8,7607.0,-7.67498735160919,-7.221043062013204,Optimal (tolerance reached),2101,66
2,8,7717.0,-7.67498735160919,-7.221043062013204,Optimal (tolerance reached),2123,67
2,8,7848.0,-7.671969147765326,-7.221043062013204,Optimal (tolerance reached),2161,68
2,8,7931.0,-7.671969147765326,-7.221043062013204,Optimal (tolerance reached),2187,69
2,8,8081.0,-7.669514799159164,-7.221043062013204,Optimal (tolerance reached),2225,70
2,8,8194.0,-7.669514799159164,-7.221043062013204,Optimal (tolerance reached),2255,71
2,8,8306.0,-7.669402280311612,-7.221043062013204,Optimal (tolerance reached),2288,72
2,8,8423.0,-7.669402280311612,-7.221043062013204,Optimal (tolerance reached),2315,73
2,8,8537.0,-7.669114527058196,-7.221043062013204,Optimal (tolerance reached),2349,74
2,8,8662.0,-7.669114527058196,-7.221043062013204,Optimal (tolerance reached),2386,75
2,8,8758.0,-7.667309010291183,-7.221043062013204,Optimal (tolerance reached),2411,76
2,8,8901.0,-7.667309010291183,-7.221043062013204,Optimal (tolerance reached),2449,77
2,8,8999.0,-7.666678597762292,-7.221043062013204,Optimal (tolerance reached),2477,78
2,8,9112.0,-7.666678597762292,-7.221043062013204,Optimal (tolerance reached),2511,79
2,8,9224.0,-7.6660612778152535,-7.221043062013204,Optimal (tolerance reached),2535,80
2,8,9326.0,-7.6660612778152535,-7.221043062013204,Optimal (tolerance reached),2563,81
2,8,9410.0,-7.664916990015441,-7.221043062013204,Optimal (tolerance reached),2591,82
2,8,9551.0,-7.664916990015441,-7.221043062013204,Optimal (tolerance reached),2629,83
2,8,9660.0,-7.66331706462673,-7.221043062013204,Optimal (tolerance reached),2658,84
2,8,9763.0,-7.66331706462673,-7.221043062013204,Optimal (tolerance reached),2689,85
2,8,9867.0,-7.663078525357169,-7.221043062013204,Optimal (tolerance reached),2720,86
2,8,9986.0,-7.663078525357169,-7.221043062013204,Optimal (tolerance reached),2750,87
2,8,10093.0,-7.661137511014162,-7.221043062013204,Optimal (tolerance reached),2777,88
2,8,10219.0,-7.661137511014162,-7.221043062013204,Optimal (tolerance reached),2814,89
2,8,10335.0,-7.65975519425173,-7.221043062013204,Optimal (tolerance reached),2844,90
2,8,10449.0,-7.65975519425173,-7.221043062013204,Optimal (tolerance reached),2877,91
2,8,10554.0,-7.659156496535383,-7.221043062013204,Optimal (tolerance reached),2908,92
2,8,10684.0,-7.659156496535383,-7.221043062013204,Optimal (tolerance reached),2940,93
2,8,10808.0,-7.657756348576976,-7.221043062013204,Optimal (tolerance reached),2974,94
2,8,10925.0,-7.657756348576976,-7.221043062013204,Optimal (tolerance reached),3008,95
2,8,11025.0,-7.620214385476347,-7.221043062013204,Optimal (tolerance reached),3035,96
2,8,11183.0,-7.620214385476347,-7.221043062013204,Optimal (tolerance reached),3075,97
2,8,11289.0,-7.618059901584154,-7.221043062013204,Optimal (tolerance reached),3104,98
2,8,11419.0,-7.618059901584154,-7.221043062013204,Optimal (tolerance reached),3137,99
2,8,11518.0,-7.614739213728527,-7.221043062013204,Optimal (tolerance reached),3166,100
2,8,11667.0,-7.614739213728527,-7.221043062013204,Optimal (tolerance reached),3207,101
2,8,11783.0,-7.61172162279008,-7.221043062013204,Optimal (tolerance reached),3238,102
2,8,11904.0,-7.61172162279008,-7.221043062013204,Optimal (tolerance reached),3266,103
2,8,12013.0,-7.5924869461263995,-7.221043062013204,Optimal (tolerance reached),3295,104
2,8,12102.0,-7.5924869461263995,-7.221043062013204,Optimal (tolerance reached),3320,105
2,8,12228.0,-7.5906551778287845,-7.221043062013204,Optimal (tolerance reached),3352,106
2,8,12342.0,-7.5906551778287845,-7.221043062013204,Optimal (tolerance reached),3382,107
2,8,12485.0,-7.589548240339154,-7.221043062013204,Optimal (tolerance reached),3421,108
2,8,12595.0,-7.589548240339154,-7.221043062013204,Optimal (tolerance reached),3445,109
2,8,12740.0,-7.5878755103171915,-7.221043062013204,Optimal (tolerance reached),3484,110
2,8,12865.0,-7.5878755103171915,-7.221043062013204,Optimal (tolerance reached),3512,111
2,8,12994.0,-7.586549976248374,-7.221043062013204,Optimal (tolerance reached),3549,112
2,8,13104.0,-7.586549976248374,-7.221043062013204,Optimal (tolerance reached),3578,113
2,8,13211.0,-7.584187304621263,-7.221043062013204,Optimal (tolerance reached),3608,114
2,8,13331.0,-7.584187304621263,-7.221043062013204,Optimal (tolerance reached),3637,115
2,8,13460.0,-7.583505129226586,-7.221043062013204,Optimal (tolerance reached),3671,116
2,8,13571.0,-7.583505129226586,-7.221043062013204,Optimal (tolerance reached),3702,117
2,8,13704.0,-7.582133222827266,-7.221043062013204,Optimal (tolerance reached),3733,118
2,8,13824.0,-7.582133222827266,-7.221043062013204,Optimal (tolerance reached),3767,119
2,8,13971.0,-7.581709156025814,-7.221043062013204,Optimal (tolerance reached),3802,120
2,8,14084.0,-7.581709156025814,-7.221043062013204,Optimal (tolerance reached),3835,121
2,8,14200.0,-7.579314107980359,-7.221043062013204,Optimal (tolerance reached),3869,122
2,8,14326.0,-7.579314107980359,-7.221043062013204,Optimal (tolerance reached),3901,123
2,8,14448.0,-7.575996850542728,-7.221043062013204,Optimal (tolerance reached),3935,124
2,8,14586.0,-7.575996850542728,-7.221043062013204,Optimal (tolerance reached),3973,125
