seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
30,40,Inf,0.7,101,4242.0,1065540312,582.3966455558743,607.8004053919414,132.0,3,36,12,3
30,40,Inf,0.7,101,4242.0,1065540312,582.3966455558743,607.8004053919414,246.0,5,51,8,4
30,40,Inf,0.7,101,4242.0,1065540312,582.913690284253,607.8004053919414,333.0,7,79,9,1
30,40,Inf,0.7,101,4242.0,1065540312,582.913690284253,607.8004053919414,476.0,9,108,15,5
30,40,Inf,0.7,101,4242.0,1065540312,588.3171478477154,607.8004053919414,564.0,11,129,8,0
30,40,Inf,0.7,101,4242.0,1065540312,588.3171478477154,607.8004053919414,658.0,13,151,11,2
30,40,Inf,0.7,101,4242.0,1065540312,588.3949917298262,607.8004053919414,748.0,15,173,7,1
30,40,Inf,0.7,101,4242.0,1065540312,588.3949917298262,607.8004053919414,882.0,17,193,2,8
30,40,Inf,0.7,101,4242.0,1065540312,593.662740210664,607.8004053919414,1000.0,19,220,15,0
30,40,Inf,0.7,101,4242.0,1065540312,593.662740210664,607.8004053919414,1103.0,21,251,12,8
30,40,Inf,0.7,101,4242.0,1065540312,593.694385467388,607.8004053919414,1163.0,23,265,10,6
30,40,Inf,0.7,101,4242.0,1065540312,593.694385467388,607.8004053919414,1257.0,25,281,4,2
30,40,Inf,0.7,101,4242.0,1065540312,593.7710633712624,607.8004053919414,1274.0,25,290,6,0
30,40,Inf,0.7,101,4242.0,1065540312,593.7710633712624,607.8004053919414,1374.0,27,311,8,4
30,40,Inf,0.7,101,4242.0,1065540312,593.7818917449982,607.8004053919414,1501.0,29,337,3,0
30,40,Inf,0.7,101,4242.0,1065540312,593.7818917449982,607.8004053919414,1594.0,31,360,10,1
30,40,Inf,0.7,101,4242.0,1065540312,594.1681616121615,607.8004053919414,1681.0,33,377,7,2
30,40,Inf,0.7,101,4242.0,1065540312,594.1681616121615,607.8004053919414,1778.0,35,392,6,4
30,40,Inf,0.7,101,4242.0,1065540312,594.1756017944298,607.8004053919414,1863.0,37,414,7,3
30,40,Inf,0.7,101,4242.0,1065540312,594.1756017944298,607.8004053919414,1871.0,39,417,3,2
30,40,Inf,0.7,101,4242.0,1065540312,594.1756017944298,607.8004053919414,1994.0,41,439,9,0
