seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
1,50,50,25.0,1.0,2384.0,0.4787212711257855,1.0000000000000004,Time limit reached,25,0,0
1,50,50,25.0,1.0,4119.0,0.4787212711257855,1.0000000000000004,Time limit reached,49,0,0
1,50,50,25.0,1.0,4323.0,0.4795068625267493,1.0000000000000004,Time limit reached,75,0,0
1,50,50,25.0,1.0,4477.0,0.4795068625267493,1.0000000000000004,Time limit reached,98,0,0
1,50,50,25.0,1.0,4651.0,0.4828308913536838,1.0000000000000004,Time limit reached,123,0,0
1,50,50,25.0,1.0,4832.0,0.4828308913536838,1.0000000000000004,Time limit reached,149,0,0
1,50,50,25.0,1.0,5019.0,0.48306760945251753,1.0000000000000004,Time limit reached,175,0,0
1,50,50,25.0,1.0,5230.0,0.48306760945251753,1.0000000000000004,Time limit reached,199,0,0
1,50,50,25.0,1.0,5434.0,0.48306760945251753,1.0000000000000004,Time limit reached,227,0,0
1,50,50,25.0,1.0,5682.0,0.48306760945251753,1.0000000000000004,Time limit reached,254,0,0
1,50,50,25.0,1.0,5893.0,0.48362405542976616,1.0000000000000004,Time limit reached,281,0,0
1,50,50,25.0,1.0,6071.0,0.48362405542976616,1.0000000000000004,Time limit reached,306,0,0
1,50,50,25.0,1.0,6281.0,0.48392595408780115,1.0000000000000004,Time limit reached,336,0,0
1,50,50,25.0,1.0,6488.0,0.48392595408780115,1.0000000000000004,Time limit reached,366,0,0
1,50,50,25.0,1.0,6693.0,0.4844504505045462,1.0000000000000004,Time limit reached,396,0,0
1,50,50,25.0,1.0,6864.0,0.4844504505045462,1.0000000000000004,Time limit reached,422,0,0
1,50,50,25.0,1.0,7031.0,0.4846321958931282,1.0000000000000004,Time limit reached,447,0,0
1,50,50,25.0,1.0,7215.0,0.4846321958931282,1.0000000000000004,Time limit reached,474,0,0
1,50,50,25.0,1.0,7414.0,0.4850916929072756,1.0000000000000004,Time limit reached,503,0,0
1,50,50,25.0,1.0,7619.0,0.4850916929072756,1.0000000000000004,Time limit reached,533,0,0
1,50,50,25.0,1.0,7817.0,0.48510945304987685,1.0000000000000004,Time limit reached,564,0,0
1,50,50,25.0,1.0,7999.0,0.48510945304987685,1.0000000000000004,Time limit reached,591,0,0
