seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
9,5,1,25,5.0,0.1,37.0,0.5602877814639213,0.5962366748286085,OPTIMAL,12,0,0
9,5,1,25,5.0,0.1,72.0,0.5602877814639213,0.5962366748286085,OPTIMAL,21,0,0
9,5,1,25,5.0,0.1,115.0,0.5642718884491663,0.5962366748286085,OPTIMAL,33,0,0
9,5,1,25,5.0,0.1,156.0,0.5642718884491663,0.5962366748286085,OPTIMAL,43,0,0
9,5,1,25,5.0,0.1,203.0,0.5657724803972889,0.5962366748286085,OPTIMAL,55,0,0
9,5,1,25,5.0,0.1,234.0,0.5657724803972889,0.5962366748286085,OPTIMAL,62,0,0
9,5,1,25,5.0,0.1,260.0,0.5680445553040161,0.5962366748286085,OPTIMAL,68,0,0
9,5,1,25,5.0,0.1,294.0,0.5680445553040161,0.5962366748286085,OPTIMAL,77,0,0
9,5,1,25,5.0,0.1,337.0,0.5708066247701042,0.5962366748286085,OPTIMAL,89,0,0
9,5,1,25,5.0,0.1,376.0,0.5708066247701042,0.5962366748286085,OPTIMAL,99,0,0
9,5,1,25,5.0,0.1,414.0,0.5712729675193706,0.5962366748286085,OPTIMAL,110,0,0
9,5,1,25,5.0,0.1,450.0,0.5712729675193706,0.5962366748286085,OPTIMAL,122,0,0
9,5,1,25,5.0,0.1,490.0,0.571894908892399,0.5962366748286085,OPTIMAL,134,0,0
9,5,1,25,5.0,0.1,522.0,0.571894908892399,0.5962366748286085,OPTIMAL,144,0,0
9,5,1,25,5.0,0.1,557.0,0.573258816479395,0.5962366748286085,OPTIMAL,155,0,0
9,5,1,25,5.0,0.1,582.0,0.573258816479395,0.5962366748286085,OPTIMAL,162,0,0
9,5,1,25,5.0,0.1,612.0,0.5754588042798512,0.5962366748286085,OPTIMAL,172,0,0
9,5,1,25,5.0,0.1,646.0,0.5754588042798512,0.5962366748286085,OPTIMAL,183,0,0
9,5,1,25,5.0,0.1,674.0,0.5764256559328659,0.5962366748286085,OPTIMAL,193,0,0
9,5,1,25,5.0,0.1,710.0,0.5764256559328659,0.5962366748286085,OPTIMAL,203,0,0
9,5,1,25,5.0,0.1,738.0,0.5769269030162449,0.5962366748286085,OPTIMAL,212,0,0
9,5,1,25,5.0,0.1,767.0,0.5769269030162449,0.5962366748286085,OPTIMAL,222,0,0
9,5,1,25,5.0,0.1,797.0,0.5780485992726451,0.5962366748286085,OPTIMAL,232,0,0
9,5,1,25,5.0,0.1,826.0,0.5780485992726451,0.5962366748286085,OPTIMAL,241,0,0
9,5,1,25,5.0,0.1,874.0,0.5782413916715589,0.5962366748286085,OPTIMAL,253,0,0
9,5,1,25,5.0,0.1,917.0,0.5782413916715589,0.5962366748286085,OPTIMAL,266,0,0
9,5,1,25,5.0,0.1,964.0,0.5783054345320569,0.5962366748286085,OPTIMAL,280,0,0
9,5,1,25,5.0,0.1,1002.0,0.5783054345320569,0.5962366748286085,OPTIMAL,290,0,0
9,5,1,25,5.0,0.1,1040.0,0.5788043705330802,0.5962366748286085,OPTIMAL,302,0,0
9,5,1,25,5.0,0.1,1071.0,0.5788043705330802,0.5962366748286085,OPTIMAL,311,0,0
9,5,1,25,5.0,0.1,1104.0,0.5790454763591371,0.5962366748286085,OPTIMAL,320,0,0
9,5,1,25,5.0,0.1,1141.0,0.5790454763591371,0.5962366748286085,OPTIMAL,331,0,0
9,5,1,25,5.0,0.1,1193.0,0.5802609558751761,0.5962366748286085,OPTIMAL,346,0,0
9,5,1,25,5.0,0.1,1229.0,0.5802609558751761,0.5962366748286085,OPTIMAL,356,0,0
9,5,1,25,5.0,0.1,1267.0,0.5802981513584446,0.5962366748286085,OPTIMAL,367,0,0
9,5,1,25,5.0,0.1,1302.0,0.5802981513584446,0.5962366748286085,OPTIMAL,376,0,0
9,5,1,25,5.0,0.1,1347.0,0.5807889238906735,0.5962366748286085,OPTIMAL,388,0,0
9,5,1,25,5.0,0.1,1374.0,0.5807889238906735,0.5962366748286085,OPTIMAL,394,0,0
9,5,1,25,5.0,0.1,1424.0,0.5810879286217399,0.5962366748286085,OPTIMAL,407,0,0
9,5,1,25,5.0,0.1,1469.0,0.5810879286217399,0.5962366748286085,OPTIMAL,420,0,0
9,5,1,25,5.0,0.1,1507.0,0.5818561249957691,0.5962366748286085,OPTIMAL,431,0,0
9,5,1,25,5.0,0.1,1543.0,0.5818561249957691,0.5962366748286085,OPTIMAL,441,0,0
9,5,1,25,5.0,0.1,1570.0,0.5822454569199063,0.5920498064620515,OPTIMAL,450,0,0
9,5,1,25,5.0,0.1,1602.0,0.5822454569199063,0.5920498064620515,OPTIMAL,459,0,0
9,5,1,25,5.0,0.1,1643.0,0.5824195080893695,0.5920498064620515,OPTIMAL,471,0,0
9,5,1,25,5.0,0.1,1682.0,0.5824195080893695,0.5920498064620515,OPTIMAL,481,0,0
9,5,1,25,5.0,0.1,1715.0,0.5825285136512741,0.5920498064620515,OPTIMAL,490,0,0
