seed,dimension,var_A,p,k,M,time,x,solution,termination,calls
10,5,5,25,5.0,1.0,1.40303,"[0.25511818042588175, -0.03437117087082687, 0.10140817171166566, -0.09652098355977874, 0.22509113312249962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3366461009069583,OPTIMAL,148
