seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,3,34489.0,-325.4124864704165,-318.52370544731775,Optimal (tolerance reached),60,2
2,3,52289.0,-325.4124864704165,-318.52370544731775,Optimal (tolerance reached),87,3
2,3,74707.0,-325.0714640196511,-318.52370544731775,Optimal (tolerance reached),128,4
2,3,91429.0,-325.0714640196511,-318.52370544731775,Optimal (tolerance reached),165,5
2,3,110965.0,-325.02951874807854,-319.44993005169704,Optimal (tolerance reached),205,6
2,3,127172.0,-325.02951874807854,-319.44993005169704,Optimal (tolerance reached),250,7
2,3,139298.0,-324.8304939265962,-320.3063170360008,Optimal (tolerance reached),282,8
2,3,157575.0,-324.8304939265962,-320.3063170360008,Optimal (tolerance reached),318,9
2,3,171516.0,-324.5905360962644,-320.3063170360008,Optimal (tolerance reached),361,10
2,3,204622.0,-324.5905360962644,-320.3063170360008,Optimal (tolerance reached),402,11
2,3,226476.0,-324.3763369292588,-320.3063170360008,Optimal (tolerance reached),440,12
2,3,258693.0,-324.3763369292588,-320.3063170360008,Optimal (tolerance reached),489,13
2,3,280081.0,-324.3438526178107,-320.3063170360008,Optimal (tolerance reached),524,14
2,3,304345.0,-324.3438526178107,-320.3063170360008,Optimal (tolerance reached),565,15
2,3,342710.0,-324.33482953161086,-320.3063170360008,Optimal (tolerance reached),622,16
2,3,359724.0,-324.33482953161086,-320.3063170360008,Optimal (tolerance reached),670,17
2,3,371447.0,-324.2551341168451,-320.3063170360008,Optimal (tolerance reached),709,18
2,3,378211.0,-324.2551341168451,-320.3063170360008,Optimal (tolerance reached),734,19
2,3,386886.0,-324.2103972858451,-320.3063170360008,Optimal (tolerance reached),772,20
2,3,387126.0,-324.2103972858451,-320.3063170360008,Optimal (tolerance reached),778,19
2,3,392810.0,-324.15173293781515,-320.37770417965066,Optimal (tolerance reached),823,20
2,3,393221.0,-324.15173293781515,-320.37770417965066,Optimal (tolerance reached),829,19
2,3,396255.0,-323.78577472839595,-320.37770417965066,Optimal (tolerance reached),870,20
2,3,421043.0,-323.78577472839595,-320.37770417965066,Optimal (tolerance reached),906,21
2,3,446517.0,-323.78088451084443,-320.37770417965066,Optimal (tolerance reached),960,22
2,3,447172.0,-323.78088451084443,-320.37770417965066,Optimal (tolerance reached),972,21
2,3,449409.0,-323.73069692083703,-320.37770417965066,Optimal (tolerance reached),1006,22
2,3,449694.0,-323.73069692083703,-320.37770417965066,Optimal (tolerance reached),1015,21
2,3,451444.0,-323.7237476590255,-320.37770417965066,Optimal (tolerance reached),1051,22
2,3,452013.0,-323.7237476590255,-320.37770417965066,Optimal (tolerance reached),1063,21
2,3,454130.0,-323.67314299753815,-320.37770417965066,Optimal (tolerance reached),1099,22
2,3,454453.0,-323.67314299753815,-320.37770417965066,Optimal (tolerance reached),1109,21
2,3,455968.0,-323.5947422098446,-320.37770417965066,Optimal (tolerance reached),1148,22
2,3,466805.0,-323.5947422098446,-320.37770417965066,Optimal (tolerance reached),1173,23
2,3,468910.0,-323.53704537938324,-320.37770417965066,Optimal (tolerance reached),1216,24
