dimension,time_boscia,seed,M,varA,termination_boscia,solution_boscia,lb_boscia,rel_gap_boscia,termination_afw,time_afw,rel_gap_afw,termination_no_ws,time_no_ws,rel_gap_no_ws,termination_no_as,time_no_as,rel_gap_no_as,termination_no_ss,time_no_ss,rel_gap_no_ss,termination_scip,solution_scip,time_scip,optimal_scip,optimal_boscia,rel_gap_scip
10,0.718,3,1.0,1,1,0.617706192288567,0.6177053126417151,1.4240558303644837e-6,1,0.6,5.545847459360278e-7,1,1.518,0.009802141621834412,1,1.487,0.009802141621834412,1,0.713,1.4240558303644837e-6,1,0.6177064821777983,38.609201,1,1,0.0
10,1.163,3,1.0,5,1,0.25014774592436595,0.2501468294067864,3.6639184343280757e-6,1,0.82,1.8298036121194412e-6,1,128.326,0.00995885856516383,1,49.688,0.009888205857315762,1,0.752,3.6639184343280757e-6,1,0.25014818576563647,38.025578,1,1,0.0
10,0.774,4,0.1,1,1,0.6105890503771487,0.6105889521104,1.6093764618324284e-7,1,0.295,1.1417746529492486e-7,1,1.8,0.0097120559274382,1,1.495,0.009712055927437464,1,0.531,1.6093764618324284e-7,1,0.610589516270003,23.802018,1,1,0.0
10,0.395,4,0.1,5,1,0.2402774497229948,0.2402773600802754,3.730801744458617e-7,1,0.326,3.741724595493515e-7,1,74.117,0.00997840064357583,1,74.677,0.00997862566711134,1,0.381,3.730801744458617e-7,1,0.24027787780570625,23.704961,1,1,0.0
10,0.712,4,1.0,1,1,0.6105890503771372,0.6105886374287234,6.763119856539043e-7,1,0.627,6.635660203996033e-7,1,14.186,0.008228772342638753,1,2.942,0.00871085777069527,1,0.726,6.763119856539043e-7,1,0.6105895111332754,39.514073,1,1,0.0
10,0.833,4,1.0,5,1,0.24027744972298654,0.24027689601731378,2.30444825089134e-6,1,0.854,2.1357428672710064e-6,0,1815.018,0.026472608306503442,0,1811.552,0.024976219757041725,1,0.819,2.30444825089134e-6,1,0.24027780895195472,37.84642,1,1,0.0
10,0.348,5,0.1,1,1,0.6051447637018624,0.6051446991938154,1.0659937549007199e-7,1,0.272,1.2328278077241893e-7,1,1.824,0.009743060913132165,1,1.834,0.009743060913132165,1,0.322,1.0659937549007199e-7,1,0.6051452089929363,22.394328,1,1,0.0
10,0.421,5,0.1,5,1,0.2250744327169264,0.2250743340064645,4.385682726705813e-7,1,0.383,3.6059236364796763e-7,1,124.511,0.009982844036834944,1,189.375,0.009970168149273104,1,0.41,4.385682726705813e-7,1,0.22507481100818622,23.552847,1,1,0.0
10,0.674,5,1.0,1,1,0.6051447637018582,0.6051440894682025,1.114170438773864e-6,1,0.683,4.281912857541022e-7,1,1.792,0.009249463778534611,1,1.79,0.009249463778534611,1,0.719,1.114170438773864e-6,1,0.6051452119462306,39.564487,1,1,0.0
10,0.823,5,1.0,5,1,0.2250744327169104,0.22507380723404058,2.77901226054771e-6,1,0.907,2.0713435416260275e-6,0,1821.194,0.01797408279543307,0,1833.269,0.01797379740709595,1,0.836,2.77901226054771e-6,1,0.22507486213823713,35.669769,1,1,0.0
15,1.067,1,0.1,1,1,0.5636770554553646,0.5636769545713736,1.7897483697309963e-7,1,0.52,9.209885151336629e-8,1,4.066,0.009824053808132914,1,4.039,0.009824053808132914,1,1.047,1.7897483697309963e-7,1,0.5636774248004963,277.354141,1,1,0.0
15,0.557,1,0.1,5,1,0.18277872952962687,0.18277863971099448,4.914066136764546e-7,1,0.564,3.1496086348519865e-7,1,292.929,0.009992142487054349,1,301.959,0.009992142487054349,1,0.541,4.914066136764546e-7,1,0.1827791253600915,306.893087,1,1,0.0
15,1.187,1,1.0,1,1,0.563677055455361,0.5636761052924902,1.6856539807083683e-6,1,1.068,1.6277266674570846e-6,1,5.213,0.008891401658603752,1,5.494,0.008891401658603752,1,1.174,1.6856539807083683e-6,1,0.5636775027208705,496.440486,1,1,0.0
15,1.479,1,1.0,5,1,0.18277872952962068,0.18277816720604018,3.076535830843192e-6,1,1.409,2.4308783456639785e-6,1,227.275,0.009930775236625097,1,344.327,0.009969458770666826,1,1.454,3.076535830843192e-6,1,0.18277914648213944,434.683769,1,1,0.0
15,1.065,2,0.1,1,1,0.6274398534232225,0.627439696351321,2.5033784505315393e-7,1,0.413,9.129472604586732e-8,1,6.549,0.008176614691528777,1,6.918,0.008176614691528777,1,1.047,2.5033784505315393e-7,1,0.6274402311857937,307.480726,1,1,0.0
15,1.189,2,0.1,5,1,0.2631059047003624,0.2631057872673036,4.46334001227798e-7,1,0.554,1.8319163366766886e-7,1,125.276,0.009958652425058482,1,130.216,0.009958652425058482,1,1.15,4.46334001227798e-7,1,0.263106341213029,319.481385,1,1,0.0
15,1.219,2,1.0,1,1,0.6274398534232165,0.6274381718052735,2.680133308063365e-6,1,1.106,1.356304521051053e-6,1,3.952,0.009806301955102043,1,4.078,0.009806301955102043,1,1.181,2.680133308063365e-6,1,0.627440249120016,517.115677,1,1,0.0
15,1.279,2,1.0,5,1,0.26310590470035694,0.2631048892855596,3.859353583711451e-6,1,1.233,3.6374182634536145e-6,0,1805.182,0.014776137732756312,0,1802.923,0.012432378545403841,1,1.252,3.859353583711451e-6,1,0.26310634571546443,493.667588,1,1,0.0
15,1.1,3,0.1,1,1,0.6252714289032715,0.6252712358731348,3.0871424364030985e-7,1,25.218,1.1141472182440428e-7,1,3.959,0.009847659261696768,1,3.951,0.009847659261696768,1,1.065,3.0871424364030985e-7,1,0.6252718219437123,324.256607,1,1,0.0
15,1.219,3,0.1,5,1,0.26389846403729855,0.2638983520049863,4.2452827541120103e-7,1,0.595,2.6202485099250284e-7,1,279.328,0.009945362278725361,1,203.672,0.009942051203605806,1,1.138,4.2452827541120103e-7,1,0.26389890526924137,307.783283,1,1,0.0
15,1.329,3,1.0,1,1,0.6252714289032598,0.6252702212082706,1.9314769011422774e-6,1,1.07,1.240640834735842e-6,1,2.574,0.00989829586608538,1,2.61,0.00989829586608538,1,1.228,1.9314769011422774e-6,1,0.6252718212029799,532.95364,1,1,0.0
15,1.459,3,1.0,5,1,0.2638984640372931,0.26389752700944985,3.550726124191115e-6,1,1.48,2.2534644341711782e-6,0,1832.212,0.024188740891990634,0,1815.461,0.024188715876879898,1,1.354,3.550726124191115e-6,1,0.26389886655116657,509.453257,1,1,0.0
15,1.126,4,0.1,1,1,0.6340664353316329,0.634066324023656,1.7554626798222623e-7,1,0.39,1.3901268774227422e-7,1,2.49,0.008129781734870523,1,2.485,0.008129781734870523,1,1.023,1.7554626798222623e-7,1,0.634066899998499,316.21915,1,1,0.0
15,1.193,4,0.1,5,1,0.28085071265848094,0.2808505884702935,4.421859613407557e-7,1,0.683,2.1773068217640765e-7,1,73.074,0.00975407748629181,1,73.01,0.00975407748629181,1,1.146,4.421859613407557e-7,1,0.2808510872639054,321.545749,1,1,0.0
15,1.318,4,1.0,1,1,0.6340664353316313,0.6340650116780674,2.2452801175038284e-6,1,1.094,1.573976626056247e-6,1,3.244,0.009897485811134107,1,3.249,0.009897485811134107,1,1.234,2.2452801175038284e-6,1,0.6340668599421106,521.481826,1,1,0.0
15,1.555,4,1.0,5,1,0.2808507126584747,0.28084968098783664,3.6733908133937745e-6,1,1.562,2.716780863764693e-6,1,57.703,0.009985048601964993,1,94.092,0.009985048601964993,1,1.429,3.6733908133937745e-6,1,0.28085115322764764,497.846586,1,1,0.0
15,1.211,5,0.1,1,1,0.6091351395410676,0.6091350154109821,2.0378090619024865e-7,1,0.436,9.484251157074266e-8,1,3.72,0.009005203270795101,1,3.707,0.009005203270795101,1,1.019,2.0378090619024865e-7,1,0.6091355920481168,303.188659,1,1,0.0
15,0.76,5,0.1,5,1,0.2347666892690487,0.23476659055040885,4.20496969413586e-7,1,0.589,2.482497711246304e-7,1,122.536,0.009972251784047726,1,122.375,0.009972251784047726,1,0.627,4.20496969413586e-7,1,0.23476705674037235,300.829043,1,1,0.0
15,1.268,5,1.0,1,1,0.6091351395410545,0.6091340801433269,1.7391864321460572e-6,1,1.031,1.1993525198301358e-6,1,3.943,0.008612969576179286,1,3.95,0.008612969576179286,1,1.266,1.7391864321460572e-6,1,0.6091355162661322,528.911393,1,1,0.0
15,1.442,5,1.0,5,1,0.2347666892690475,0.23476549401842822,5.091253398554785e-6,1,1.54,3.6671055470610113e-6,1,110.955,0.009964696693849482,1,112.584,0.009987607175752089,1,1.38,5.091253398554785e-6,1,0.2347670933535022,493.002368,1,1,0.0
20,1.765,1,0.1,1,1,0.6222824804020576,0.6222822880472916,3.091117483159071e-7,1,0.584,1.3568179506414775e-7,1,5.666,0.009801841642483452,1,5.655,0.009801841642483452,1,1.523,3.091117483159071e-7,0,5.733884164489917,1800.001668,0,1,8.214
20,1.805,1,0.1,5,1,0.2631864298415595,0.26318629086536166,5.280525720800257e-7,1,0.819,2.1321899976052872e-7,1,127.425,0.00993389327090398,1,126.759,0.00993389327090398,1,1.716,5.280525720800257e-7,0,7.7947932217301705,1800.012054,0,1,28.617
20,2.048,1,1.0,1,1,0.6222824804020556,0.6222799707487393,4.032997098161745e-6,1,1.688,1.3101167643372671e-6,1,7.943,0.009806727861627826,1,7.705,0.009806727861627826,1,1.921,4.032997098161745e-6,0,484.7139287860433,1800.000706,0,1,777.932
20,2.466,1,1.0,5,1,0.26318642984156027,0.2631851787625441,4.753607410739361e-6,1,2.148,3.822966800368955e-6,1,264.257,0.009977394992987968,1,196.785,0.009997451127978873,1,2.142,4.753607410739361e-6,0,508.1697770574333,1800.000964,0,1,1929.845
20,1.805,2,0.1,1,1,0.6316904518198238,0.6316902298580942,3.5137749336674576e-7,1,0.608,1.2269100891264248e-7,1,8.44,0.009965519007070956,1,9.259,0.009965519007070956,1,1.643,3.5137749336674576e-7,0,0.6931471805599454,1800.00646,0,1,0.097
20,1.819,2,0.1,5,1,0.2878113530274359,0.28781122460929276,4.461887936917607e-7,1,0.926,2.2065628979366095e-7,1,129.767,0.009799127594019654,1,134.586,0.009799127594019654,1,1.729,4.461887936917607e-7,0,0.6931471805599454,1800.001245,0,1,1.408
20,2.083,2,1.0,1,1,0.6316904518198097,0.6316891490467763,2.062364115809587e-6,1,1.718,2.9472183454757016e-6,1,7.565,0.009898615117789326,1,9.594,0.009750973674655161,1,2.018,2.062364115809587e-6,0,483.40205904310403,1800.000929,0,1,764.253
20,2.352,2,1.0,5,1,0.2878113530274287,0.28781048357061584,3.0209351726634668e-6,1,1.829,2.751418045717696e-6,1,92.388,0.009999138139477275,1,159.038,0.00995065041335792,1,2.254,3.0209351726634668e-6,0,499.7416307661392,1800.001217,0,1,1735.357
20,1.587,3,0.1,1,1,0.5995010769047809,0.599500893066798,3.066517249162121e-7,1,0.665,9.886441157059212e-8,1,4.593,0.009823046090865564,1,4.542,0.009823046090865564,1,1.55,3.066517249162121e-7,0,0.6931471805599454,1800.001003,0,1,0.156
20,0.908,3,0.1,5,1,0.21857209854025544,0.2185720047647114,4.2903730582129183e-7,1,0.851,2.3598928014116828e-7,1,265.013,0.009975596095941045,1,262.731,0.009975596095941045,1,0.865,4.2903730582129183e-7,0,0.6931471805599454,1800.010888,0,1,2.171
20,2.041,3,1.0,1,1,0.5995010769047675,0.5994996832841445,2.3246394649938315e-6,1,1.334,1.414667320261258e-6,1,6.259,0.009606587764565787,1,5.072,0.009606587764565787,1,1.978,2.3246394649938315e-6,0,322.0698329083359,1800.005128,0,1,536.231
20,2.297,3,1.0,5,1,0.21857209854025345,0.21857110424839887,4.549054450685617e-6,1,1.978,3.863871534901403e-6,1,548.797,0.0099825651920218,1,402.911,0.00998900238857462,1,2.242,4.549054450685617e-6,0,340.0033410402225,1800.000903,0,1,1554.573
20,1.58,4,0.1,1,1,0.5951193348725515,0.5951192058867031,2.1673951566455924e-7,1,0.548,1.2634212123407437e-7,1,7.231,0.009182957891042986,1,7.183,0.009182957891042986,1,1.533,2.1673951566455924e-7,0,3.0652348125552087,1800.005016,0,1,4.151
20,1.714,4,0.1,5,1,0.21327897875331472,0.21327887674981025,4.782635112804343e-7,1,0.951,3.29533487450746e-7,1,243.922,0.009904636125171578,1,248.551,0.009904636125171578,1,1.668,4.782635112804343e-7,0,4.51981250060234,1800.0074,0,1,20.192
20,1.93,4,1.0,1,1,0.5951193348725354,0.5951183330059864,1.683474518411669e-6,1,1.481,6.046365416168507e-7,1,8.263,0.008654197153574393,1,8.245,0.008654197153574393,1,1.915,1.683474518411669e-6,0,226.450068255612,1800.002399,0,1,379.513
20,2.315,4,1.0,5,1,0.21327897875331056,0.21327823805560514,3.4729174067312864e-6,1,2.082,4.6897588635456814e-6,1,248.316,0.009970244660004688,1,222.335,0.00992494985282456,1,2.266,3.4729174067312864e-6,0,243.74168060591103,1800.002516,0,1,1141.834
20,1.558,5,0.1,1,1,0.6388250326770433,0.6388248292536923,3.1843369516407344e-7,1,0.527,1.5607627518660813e-7,1,4.856,0.00987894884225488,1,4.868,0.00987894884225488,1,1.507,3.1843369516407344e-7,0,4.889850419264238,1800.00023,0,1,6.654
20,1.79,5,0.1,5,1,0.29840951132069604,0.2984094027547591,3.638154024652029e-7,1,0.864,2.8442129049592156e-7,1,101.377,0.009969754347622069,1,99.816,0.009969754347622069,1,1.715,3.638154024652029e-7,0,6.139547243984037,1800.033631,0,1,19.574
20,1.938,5,1.0,1,1,0.6388250326770479,0.6388232356117642,2.8130869128014712e-6,1,1.461,1.132716888197829e-6,1,3.961,0.009672997133536261,1,3.968,0.009672997133536261,1,1.937,2.8130869128014712e-6,0,411.9146278527664,1800.000947,0,1,643.802
20,2.316,5,1.0,5,1,0.298409511320699,0.2984079411752217,5.261741598160731e-6,1,2.234,2.3159416529068123e-6,0,1832.205,0.015000229665741837,0,1827.275,0.015000229665741837,1,2.265,5.261741598160731e-6,0,427.284429475874,1800.000938,0,1,1430.88
25,2.321,1,0.1,1,1,0.6283369552158635,0.6283367380426654,3.456318641626388e-7,1,0.762,1.468455653264421e-7,1,14.318,0.009966203268299018,1,14.336,0.009966203268299018,1,2.241,3.456318641626388e-7,0,0.6931471805599452,1800.002342,0,1,0.103
25,2.504,1,0.1,5,1,0.2804739305711732,0.2804737536618891,6.307516543031433e-7,1,1.429,1.8821875692849683e-7,1,177.501,0.00992212701956867,1,190.328,0.00992212701956867,1,2.383,6.307516543031433e-7,0,0.6931471805599452,1800.001717,0,1,1.471
25,2.85,1,1.0,1,1,0.6283369552158498,0.6283347487151374,3.5116643109060293e-6,1,2.42,1.990308756786926e-6,1,8.883,0.009551295625477952,1,9.931,0.009551295625477952,1,2.624,3.5116643109060293e-6,0,516.3336295423809,1800.001742,0,1,820.749
25,3.745,1,1.0,5,1,0.28047393057117653,0.28047218871663443,6.2104358727100656e-6,1,3.519,4.165426147839209e-6,1,134.627,0.009725517608326642,1,139.628,0.009725517608326642,1,3.217,6.2104358727100656e-6,0,537.503336618555,1800.002062,0,1,1915.423
25,2.409,2,0.1,1,1,0.6216814003390515,0.6216812435672626,2.521739082626775e-7,1,2.193,0.006919809052969003,1,14.67,0.008674396981442957,1,14.779,0.008674396981442957,1,2.304,2.521739082626775e-7,0,5.471656014457669,1800.001196,0,1,7.801
25,2.771,2,0.1,5,1,0.26106497588977684,0.2610648340565271,5.432874568059168e-7,1,1.298,2.1718533231147766e-7,1,302.842,0.00995290462129735,1,308.117,0.00995290462129735,1,2.615,5.432874568059168e-7,0,6.391712350888918,1800.000322,0,1,23.483
25,2.665,2,1.0,1,1,0.6216814003390347,0.6216798817638927,2.442696292133671e-6,1,2.497,2.5339869963384736e-6,1,7.132,0.009745607493095401,1,7.018,0.00974560749309795,1,2.576,2.442696292133671e-6,0,473.8412486906796,1800.002949,0,1,761.195
25,3.293,2,1.0,5,1,0.2610649758897815,0.2610632340369313,6.67214920785247e-6,1,3.381,3.874791261639155e-6,1,351.669,0.00999484816029216,1,226.859,0.009980156043720266,1,3.045,6.67214920785247e-6,0,485.96376280747467,1800.00163,0,1,1860.479
25,2.361,3,0.1,1,1,0.5837527067565793,0.5837525973249601,1.874623251565828e-7,1,1.015,1.1440477375277976e-7,1,14.653,0.009810677184297345,1,14.513,0.009810677184297345,1,2.224,1.874623251565828e-7,0,4.183270895180143,1800.013794,0,1,6.166
25,2.62,3,0.1,5,1,0.20009330348062054,0.20009314798040925,7.771391117599015e-7,1,1.565,3.699648126084807e-7,1,522.111,0.009993091788303165,1,528.207,0.009993091788303165,1,2.483,7.771391117599015e-7,0,5.778809234969229,1800.000453,0,1,27.881
25,2.921,3,1.0,1,1,0.5837527067565849,0.583751304069665,2.40288443050849e-6,1,2.511,2.098555423052145e-6,1,10.298,0.009659867541961653,1,10.197,0.009659867541968951,1,2.764,2.40288443050849e-6,0,337.1009748164004,1800.001205,0,1,576.474
25,3.205,3,1.0,5,1,0.2000933034806085,0.20009210883129486,5.970496890748468e-6,1,3.313,5.194364420216634e-6,1,866.731,0.009972973465702932,1,868.712,0.009992676319578156,1,3.097,5.970496890748468e-6,0,355.459126370443,1800.000534,0,1,1775.477
25,2.368,4,0.1,1,1,0.5080470573087412,0.5080469495069831,2.1218857465909369e-7,1,1.081,1.748986588510537e-7,1,16.017,0.009655666773351829,1,16.014,0.009655666773351829,1,2.319,2.1218857465909369e-7,0,2.090680888104204,1800.001303,0,1,3.115
25,2.553,4,0.1,5,1,0.13245498993626015,0.13245486526111908,9.412650930291628e-7,1,1.482,4.237031110565858e-7,0,1804.591,0.011352027397023588,0,1802.621,0.011671960137206578,1,2.434,9.412650930291628e-7,0,3.7440170263688404,1800.011579,0,1,27.266
25,2.82,4,1.0,1,1,0.5080470573087151,0.5080465027426503,1.0915655591640198e-6,1,2.663,1.074061912455681e-6,1,13.047,0.009546731323423657,1,13.251,0.009546731323423657,1,2.656,1.0915655591640198e-6,0,Inf,1800,0,1,Inf
25,3.66,4,1.0,5,1,0.1324549899362457,0.1324540974705239,6.73792460059913e-6,1,4.182,4.800155043242633e-6,0,1840.5,0.01908809049071945,0,1840.501,0.02285357624706301,1,3.339,6.73792460059913e-6,0,Inf,1800,0,1,Inf
25,2.36,5,0.1,1,1,0.6510675370546324,0.6510673748177438,2.491860210865095e-7,1,0.711,1.325759310357472e-7,1,8.235,0.009175557750400184,1,7.853,0.009175557750400184,1,2.234,2.491860210865095e-7,0,Inf,1800,0,1,Inf
25,3.008,5,0.1,5,1,0.33638580617316416,0.33638564425666595,4.813418793985044e-7,1,1.321,1.7671778936289116e-7,1,114.71,0.009823409918427426,1,158.09,0.009793604045432584,1,2.479,4.813418793985044e-7,0,Inf,1800,0,1,Inf
25,2.938,5,1.0,1,1,0.6510675370546407,0.6510655539599461,3.0459216933026374e-6,1,2.278,1.4795003435796611e-6,1,5.475,0.009650775414736816,1,5.3,0.009650775414736816,1,2.023,3.0459216933026374e-6,0,Inf,1800,0,1,Inf
25,3.535,5,1.0,5,1,0.3363858061731616,0.3363843122513764,4.441116100879262e-6,1,2.867,4.9183067849017894e-6,0,1838.212,0.011830936027307877,0,1815.632,0.013078877543989993,1,2.336,4.441116100879262e-6,0,Inf,1800,0,1,Inf
30,3.655,1,0.1,1,1,0.6076661618868252,0.6076660100061441,2.499410509094911e-7,1,1.104,9.594544223216784e-8,1,18.721,0.009457117092084084,1,18.592,0.009457117092084084,1,3.212,2.499410509094911e-7,0,Inf,1800,0,1,Inf
30,3.892,1,0.1,5,1,0.23988268429138385,0.23988255896657443,5.224423566222356e-7,1,2.131,3.3315360148847006e-7,0,1839.611,0.013808483761904999,0,1839.253,0.012932290834688505,1,3.471,5.224423566222356e-7,0,Inf,1800,0,1,Inf
30,3.862,1,1.0,1,1,0.6076661618868304,0.6076643614218461,2.96292673822806e-6,1,3.399,2.1975210709000637e-6,1,15.713,0.008377986755310061,1,13.464,0.008377986755310061,1,3.827,2.96292673822806e-6,0,Inf,1800,0,1,Inf
30,4.783,1,1.0,5,1,0.23988268429138487,0.2398814277535336,5.238162299749144e-6,1,4.715,7.52384537505034e-6,0,1856.006,0.033350146099463275,0,1844.029,0.033349901463144226,1,4.524,5.238162299749144e-6,0,Inf,1800,0,1,Inf
30,3.181,2,0.1,1,1,0.5959194794628992,0.595919327598947,2.5483978328788525e-7,1,1.431,9.063921397610629e-8,1,14.508,0.00984787105666766,1,13.405,0.00984787105666766,1,3.17,2.5483978328788525e-7,0,Inf,1800,0,1,Inf
30,3.305,2,0.1,5,1,0.21184829349114484,0.2118481734125969,5.668141764168435e-7,1,40.016,2.6230276721651607e-7,1,563.623,0.00998446420418063,1,505.599,0.00998446420418063,1,3.437,5.668141764168435e-7,0,Inf,1800,0,1,Inf
30,3.752,2,1.0,1,1,0.5959194794628928,0.5959179300935047,2.5999710864173374e-6,1,3.48,2.7423355765290655e-6,1,17.483,0.00996969355783117,1,13.734,0.00996969355783117,1,3.899,2.5999710864173374e-6,0,Inf,1800,0,1,Inf
30,4.295,2,1.0,5,1,0.21184829349113915,0.21184705056527348,5.867090725869466e-6,1,4.781,5.307703519922835e-6,0,1875.713,0.012733501698445091,0,1862.149,0.015402023700350657,1,4.442,5.867090725869466e-6,0,Inf,1800,0,1,Inf
30,2.975,3,0.1,1,1,0.5568540988762839,0.5568539830254583,2.080452490794137e-7,1,1.375,1.0054997638751657e-7,1,15.684,0.009493199999780391,1,15.982,0.009493199999780391,1,3.095,2.080452490794137e-7,0,Inf,1800,0,1,Inf
30,1.693,3,0.1,5,1,0.17200659056901513,0.1720064930717768,5.668230111383688e-7,1,1.862,3.694165520416479e-7,1,1255.505,0.009866214992700071,1,1214.01,0.009866214992700071,1,1.755,5.668230111383688e-7,0,Inf,1800,0,1,Inf
30,3.898,3,1.0,1,1,0.556854098876275,0.556853012584518,1.9507692917905444e-6,1,3.408,2.1629211872752823e-6,1,19.712,0.009271703247387042,1,18.715,0.009172562469329215,1,4.023,1.9507692917905444e-6,0,Inf,1800,0,1,Inf
30,4.417,3,1.0,5,1,0.17200659056901624,0.17200555253330244,6.034896539754502e-6,1,5.25,3.584786904223306e-6,1,1586.26,0.009915344778833825,1,1359.158,0.0099993325944864,1,4.558,6.034896539754502e-6,0,Inf,1800,0,1,Inf
30,3.054,4,0.1,1,1,0.6359632609005299,0.6359630207137053,3.7767419933001256e-7,1,2.827,1.1475948235599439e-7,1,11.635,0.009943760857688356,1,11.627,0.009943760857688356,1,3.171,3.7767419933001256e-7,0,Inf,1800,0,1,Inf
30,3.265,4,0.1,5,1,0.2967973686878537,0.29679712420635285,8.237327148335949e-7,1,45.432,3.3689260707283724e-7,1,280.24,0.00967414198509592,1,279.942,0.00967414198509592,1,3.379,8.237327148335949e-7,0,Inf,1800,0,1,Inf
30,3.449,4,1.0,1,1,0.6359632609005337,0.6359609473401984,3.637896862984749e-6,1,3.318,1.7898668753273882e-6,1,7.716,0.00994542773242622,1,7.742,0.00994542773242622,1,3.562,3.637896862984749e-6,0,Inf,1800,0,1,Inf
30,4.274,4,1.0,5,1,0.2967973686878469,0.29679579438852643,5.30431815486113e-6,1,4.294,3.4888576964347338e-6,1,366.716,0.009959874141231935,1,585.429,0.009959885369852343,1,4.369,5.30431815486113e-6,0,Inf,1800,0,1,Inf
30,3.071,5,0.1,1,1,0.6424555606917962,0.6424553335352393,3.5357564182383355e-7,1,1.274,0.007548141171151793,1,15.235,0.009928568359926993,1,15.245,0.009928568359926993,1,3.177,3.5357564182383355e-7,0,Inf,1800,0,1,Inf
30,3.49,5,0.1,5,1,0.3096580469979862,0.3096578087769434,7.693041676466745e-7,1,1.538,2.471834169022972e-7,1,286.795,0.009964390890498193,1,287.948,0.009964390890498193,1,3.604,7.693041676466745e-7,0,Inf,1800,0,1,Inf
30,3.502,5,1.0,1,1,0.6424555606917882,0.6424530488284693,3.909800604852976e-6,1,2.441,3.753488090259593e-6,1,10.022,0.009791754059225232,1,10.122,0.009791754059225232,1,3.63,3.909800604852976e-6,0,Inf,1800,0,1,Inf
30,4.267,5,1.0,5,1,0.3096580469979804,0.3096562737365808,5.7265476271775985e-6,1,3.919,4.577770665057764e-6,1,152.114,0.009908637204810514,1,207.72,0.009908637205105613,1,4.404,5.7265476271775985e-6,0,Inf,1800,0,1,Inf
