seed,num_v,number_nodes,time,lowerBound,upperBound,termination
1,4,407,5366.0,-8750.234274412498,Inf,Optimal
1,4,407,5717.0,-8750.234274412498,Inf,Optimal
1,4,407,6090.0,-8749.424545144524,Inf,Optimal
1,4,407,6464.0,-8749.424545144524,Inf,Optimal
1,4,407,6851.0,-8749.353265753998,Inf,Optimal
1,4,407,7048.0,-8749.353265753998,Inf,Optimal
1,4,407,7262.0,-8748.415402896659,Inf,Optimal
1,4,407,7463.0,-8748.415402896659,Inf,Optimal
1,4,407,7833.0,-8748.415402896659,Inf,Optimal
1,4,407,8028.0,-8748.152169590569,Inf,Optimal
1,4,407,8214.0,-8746.81229645892,Inf,Optimal
1,4,407,8589.0,-8746.81229645892,Inf,Optimal
1,4,407,8952.0,-8745.03115315381,Inf,Optimal
1,4,407,9524.0,-8745.03115315381,Inf,Optimal
1,4,407,9924.0,-8744.68839655009,Inf,Optimal
1,4,407,10533.0,-8744.68839655009,Inf,Optimal
1,4,407,10777.0,-8744.633724245665,Inf,Optimal
1,4,407,10994.0,-8744.633724245665,Inf,Optimal
1,4,407,11184.0,-8744.479684885744,Inf,Optimal
1,4,407,11493.0,-8744.479684885744,Inf,Optimal
1,4,407,11672.0,-8743.991626946037,Inf,Optimal
1,4,407,11843.0,-8743.991626946037,Inf,Optimal
1,4,407,12028.0,-8743.358327341237,Inf,Optimal
1,4,407,12495.0,-8743.358327341237,Inf,Optimal
1,4,407,12718.0,-8743.205708987975,Inf,Optimal
1,4,407,12932.0,-8743.205708987975,Inf,Optimal
1,4,407,13111.0,-8742.611257786222,Inf,Optimal
1,4,407,13403.0,-8742.611257786222,Inf,Optimal
1,4,407,13974.0,-8742.611257786222,Inf,Optimal
1,4,407,14279.0,-8742.559558327754,Inf,Optimal
1,4,407,14687.0,-8742.559558327754,Inf,Optimal
1,4,407,15146.0,-8742.273714737952,Inf,Optimal
1,4,407,15571.0,-8742.1683968664,Inf,Optimal
1,4,407,16309.0,-8742.1683968664,Inf,Optimal
1,4,407,16731.0,-8740.618062957743,Inf,Optimal
1,4,407,17036.0,-8740.618062957743,Inf,Optimal
1,4,407,17342.0,-8740.219065232537,Inf,Optimal
