seed;dimension;var_A;p;k;M;time;lowerBound;upperBound;termination;LMOcalls;openNodes;localTighteings;globalTightenings
1;25;5.0;125;1.0;5;2160.0;0.22760866342808722;0.6931471805599452;OPTIMAL;230;2;0;0
1;25;5.0;125;1.0;5;3976.0;0.22760866342808722;0.6931471805599452;OPTIMAL;261;3;0;0
1;25;5.0;125;1.0;5;3995.0;0.23398717767205773;0.6687193048051082;OPTIMAL;266;2;0;0
1;25;5.0;125;1.0;5;4451.0;0.23398717767205773;0.6687193048051082;OPTIMAL;282;3;0;0
1;25;5.0;125;1.0;5;4473.0;0.23529982542515643;0.6687193048051082;OPTIMAL;287;2;0;0
1;25;5.0;125;1.0;5;5028.0;0.23529982542515643;0.6687193048051082;OPTIMAL;307;3;0;0
1;25;5.0;125;1.0;5;5046.0;0.23730092751317888;0.6687193048051082;OPTIMAL;311;2;0;0
1;25;5.0;125;1.0;5;5569.0;0.23730092751317888;0.6687193048051082;OPTIMAL;332;3;0;0
1;25;5.0;125;1.0;5;5587.0;0.2383324263669606;0.6687193048051082;OPTIMAL;336;2;0;0
1;25;5.0;125;1.0;5;6153.0;0.2383324263669606;0.6687193048051082;OPTIMAL;357;3;0;0
1;25;5.0;125;1.0;5;6171.0;0.24106476186230155;0.6687193048051082;OPTIMAL;361;2;0;0
1;25;5.0;125;1.0;5;6775.0;0.24106476186230155;0.6687193048051082;OPTIMAL;385;3;0;0
1;25;5.0;125;1.0;5;6791.0;0.2426913631490466;0.6687193048051082;OPTIMAL;389;2;0;0
1;25;5.0;125;1.0;5;7403.0;0.2426913631490466;0.6687193048051082;OPTIMAL;413;3;0;0
1;25;5.0;125;1.0;5;7423.0;0.24457224433872712;0.6687193048051082;OPTIMAL;418;2;0;0
1;25;5.0;125;1.0;5;7959.0;0.24457224433872712;0.6687193048051082;OPTIMAL;435;3;0;0
1;25;5.0;125;1.0;5;7980.0;0.24644498054561384;0.6687193048051082;OPTIMAL;440;2;0;0
1;25;5.0;125;1.0;5;8592.0;0.24644498054561384;0.6687193048051082;OPTIMAL;463;3;0;0
