seed,dimension,p,k,time,solution,dual_gap,rel_dual_gap,termination,ncalls
8,17,85,4.0,1800.514,1.9114825258867625,0.08934053024359656,0.04903049842285305,Time limit reached,295618
9,17,85,4.0,0.175,4.771345768384261,0.033946377241275805,0.007165614388506436,OPTIMAL,52
10,17,85,4.0,9.022,2.2440767386834564,0.021312643431558698,0.009588351493118487,OPTIMAL,3103
1,18,90,4.0,6.071,2.5444467333794374,0.024994676549658035,0.009920679570743163,OPTIMAL,2229
2,18,90,4.0,22.323,2.6345054709356903,0.026033649611258092,0.009980422022745754,OPTIMAL,7124
3,18,90,4.0,5.109,5.04847551003505,0.04790579873392087,0.00958006817216352,OPTIMAL,1675
4,18,90,4.0,46.263,4.028020637083428,0.03977494526693626,0.009973042871594078,OPTIMAL,14459
5,18,90,4.0,48.23,3.991629504656097,0.039302500511181115,0.009944141886530007,OPTIMAL,16376
6,18,90,4.0,0.738,3.655307345648596,0.034688121018279006,0.009580715028606973,OPTIMAL,247
7,18,90,4.0,4.577,4.62556213200753,0.04324985181221486,0.009438433953779203,OPTIMAL,1458
8,18,90,4.0,604.793,2.0434252666920547,0.020218348736690483,0.009993218467799119,OPTIMAL,91280
9,18,90,4.0,0.186,4.705116246234705,0.03279834761290168,0.007019716621289024,OPTIMAL,40
10,18,90,4.0,7.242,2.1813146857106016,0.020961409125891617,0.009702769150344423,OPTIMAL,2403
1,19,95,4.0,4.937,2.722326936292461,0.026827688471798616,0.009952771640908104,OPTIMAL,1722
2,19,95,4.0,5.077,2.8056349490336143,0.025981549155863704,0.009347046346500026,OPTIMAL,1619
3,19,95,4.0,6.335,5.181127574970973,0.049213036536994714,0.009589605627379027,OPTIMAL,1991
4,19,95,4.0,6.762,3.9361600595812054,0.03875017144588888,0.00994254455089623,OPTIMAL,2064
5,19,95,4.0,89.167,4.178160862783165,0.041172252542576615,0.009952227676107192,OPTIMAL,28210
6,19,95,4.0,0.768,3.5875915636396223,0.03421448158704932,0.009628722422919907,OPTIMAL,248
7,19,95,4.0,12.054,5.093563664756703,0.04991546933660018,0.009896699254703382,OPTIMAL,3570
8,19,95,4.0,467.621,2.1470014564255115,0.021246626052185746,0.00999486194203045,OPTIMAL,83365
9,19,95,4.0,0.555,5.310003417992356,0.049603700583831234,0.00942964475107757,OPTIMAL,193
10,19,95,4.0,1.733,2.1517612804867037,0.01997299891238935,0.009369128766220347,OPTIMAL,557
1,20,100,4.0,7.945,2.654499422520585,0.025355854287757662,0.009644149750559472,OPTIMAL,1185
2,20,100,4.0,66.108,3.1191382473600155,0.030760963138614983,0.009960234876669227,OPTIMAL,8950
3,20,100,4.0,20.598,5.18800102635046,0.05047523453712088,0.00982481384668731,OPTIMAL,2761
4,20,100,4.0,140.18,4.252012558500874,0.04207315518296717,0.00999376740430249,OPTIMAL,15492
5,20,100,4.0,37.76,4.1681319312766,0.040543401591697226,0.00982253955308677,OPTIMAL,5760
6,20,100,4.0,0.703,3.7097736428286248,0.02960853514440087,0.008045436625269322,OPTIMAL,99
7,20,100,4.0,38.991,5.183353910013434,0.051183279081039146,0.009973027547554542,OPTIMAL,5254
8,20,100,4.0,1801.184,2.4692161713401415,0.04133461564086449,0.0170249720559203,Time limit reached,138756
9,20,100,4.0,0.456,5.098485980297229,0.0454712274002631,0.008998831316333243,OPTIMAL,60
10,20,100,4.0,10.957,2.2411762901230188,0.02191217627354769,0.009873622583631772,OPTIMAL,1599
1,21,105,5.0,34.91,2.8240260478591983,0.027618776034306514,0.009876521318113628,OPTIMAL,5058
2,21,105,5.0,19.666,3.0547449239361724,0.030008743497099477,0.009921111034795566,OPTIMAL,2179
3,21,105,5.0,146.653,5.917432857407691,0.058401252998803166,0.009967731349128848,OPTIMAL,16930
4,21,105,5.0,56.266,4.4040904004188,0.04302527534377898,0.009865772262008776,OPTIMAL,6226
5,21,105,5.0,363.068,4.268244857783212,0.04214061161845439,0.009971503106365047,OPTIMAL,39498
6,21,105,5.0,1.851,3.4372800733085014,0.023290078112347068,0.0068219526551392,OPTIMAL,185
7,21,105,5.0,18.049,5.125226080112155,0.05041812613076058,0.009934982089559763,OPTIMAL,1940
8,21,105,5.0,1801.755,2.161884741888665,0.23299351555282288,0.12079142274674645,Time limit reached,121727
9,21,105,5.0,1.34,4.948293389150535,0.04601744314464451,0.009386954886155895,OPTIMAL,108
10,21,105,5.0,25.758,1.86223669515536,0.01716300817458971,0.009302071942001841,OPTIMAL,2780
1,22,110,5.0,28.64,2.833149522892048,0.02768485121329256,0.009868187431754856,OPTIMAL,3511
2,22,110,5.0,223.074,3.2455791672423677,0.0319379659678547,0.009938248848436556,OPTIMAL,22263
3,22,110,5.0,80.855,5.872043837599708,0.05694191966487416,0.00979207595472315,OPTIMAL,8756
4,22,110,5.0,86.979,4.397493315195604,0.043140797881485504,0.009907511555379514,OPTIMAL,9037
5,22,110,5.0,541.591,4.387951913543736,0.04336938221342734,0.009982404960816262,OPTIMAL,51979
6,22,110,5.0,4.831,3.585870472421875,0.034589648549205876,0.009740048806246161,OPTIMAL,564
7,22,110,5.0,36.331,5.328576129934933,0.05256844696007246,0.009963679001019176,OPTIMAL,3948
8,22,110,5.0,1800.937,2.361419136915378,0.28630609046963684,0.13797132207328303,Time limit reached,127938
9,22,110,5.0,5.814,5.3574506821002155,0.0523815752430572,0.009873872363952901,OPTIMAL,518
10,22,110,5.0,58.158,2.0931169374023684,0.020584436412841356,0.009932021043343519,OPTIMAL,7299
1,23,115,5.0,19.211,3.009254643542085,0.02952875120027354,0.009909888448519824,OPTIMAL,2560
2,23,115,5.0,141.084,3.3639564519681846,0.03291047450613327,0.009879922021132834,OPTIMAL,13065
3,23,115,5.0,127.786,6.150088467900773,0.06072269627200466,0.009971924589408054,OPTIMAL,13205
4,23,115,5.0,262.474,4.6313633071927915,0.045828824170915716,0.009994216451887727,OPTIMAL,24958
5,23,115,5.0,364.865,4.260633793294362,0.042061501638466225,0.009970553715924594,OPTIMAL,35515
6,23,115,5.0,8.048,3.6780389906691457,0.0356057991725911,0.009775278584577652,OPTIMAL,805
7,23,115,5.0,29.921,5.131105838383593,0.048520826394450545,0.009546485947602719,OPTIMAL,2964
8,23,115,5.0,1800.412,2.390833456618253,0.3473546088513437,0.16998199380968826,Time limit reached,127797
9,23,115,5.0,3.983,5.301264060442235,0.05053778154761801,0.009624912605091504,OPTIMAL,341
10,23,115,5.0,217.973,2.175036125906605,0.021389075276013525,0.009931560173590545,OPTIMAL,25591
1,24,120,5.0,11.643,2.7933726237952254,0.026716027170239354,0.009656430509962798,OPTIMAL,1375
2,24,120,5.0,352.837,3.482510049977039,0.0344594813424397,0.009993902541889164,OPTIMAL,27896
3,24,120,5.0,61.42,5.824768462631013,0.05702497662941397,0.009886878077677077,OPTIMAL,6094
4,24,120,5.0,111.171,4.512027803014818,0.043622068858856444,0.009762333918205893,OPTIMAL,10716
5,24,120,5.0,891.722,4.586682765248187,0.04540903192425105,0.00999918405953794,OPTIMAL,80810
6,24,120,5.0,7.882,3.896540232509097,0.037944860280890946,0.00983385315651252,OPTIMAL,918
7,24,120,5.0,148.846,5.441829021885716,0.05375889272198453,0.009977392913096385,OPTIMAL,14113
8,24,120,5.0,1801.832,2.3994522443402473,0.24172267680566906,0.11202640054743347,Time limit reached,114267
9,24,120,5.0,9.219,5.580355562138196,0.05305838402018548,0.009599336223541236,OPTIMAL,883
10,24,120,5.0,204.968,2.104806905280289,0.020776856850767356,0.009969557236674361,OPTIMAL,23162
1,25,125,5.0,94.357,3.2556069749362564,0.032173083402371905,0.00998099681425829,OPTIMAL,10830
2,25,125,5.0,186.859,3.65929746449191,0.035787104225940336,0.009876363158325156,OPTIMAL,14206
3,25,125,5.0,109.28,5.945514641916456,0.058751599083691985,0.009980289448752839,OPTIMAL,10391
4,25,125,5.0,1751.846,4.884672325565907,0.04832401181646251,0.009991838610771743,OPTIMAL,151109
5,25,125,5.0,104.863,4.894533786447226,0.047679656249173696,0.00983723771510025,OPTIMAL,10189
6,25,125,5.0,3.818,3.78635467547559,0.03733373064218082,0.009958261421193467,OPTIMAL,440
7,25,125,5.0,72.313,5.263450191286596,0.05116710698214355,0.009816640070110752,OPTIMAL,6593
8,25,125,5.0,1802.118,2.4856970215150085,0.31432314479365075,0.1447577260477406,Time limit reached,120195
9,25,125,5.0,6.22,5.610723655358916,0.052309503755345155,0.009410868339174433,OPTIMAL,665
10,25,125,5.0,95.28,2.129746512550934,0.02098704107128402,0.009952316210135655,OPTIMAL,10006
1,26,130,6.0,314.486,3.025581528422717,0.02965922026820067,0.009899862952878343,OPTIMAL,22500
2,26,130,6.0,369.973,3.7070399595975227,0.036647706779675104,0.009984683994344143,OPTIMAL,25072
3,26,130,6.0,124.788,5.998170344082331,0.05756704029238868,0.009690436702895561,OPTIMAL,9777
4,26,130,6.0,1800.256,5.037757043805911,0.08547321711491662,0.017259353483386253,Time limit reached,128780
5,26,130,6.0,593.852,5.04277457237946,0.04985816761427664,0.009985780568385356,OPTIMAL,46943
6,26,130,6.0,53.912,4.084618122133698,0.04013108831485823,0.009922417349664764,OPTIMAL,3810
7,26,130,6.0,193.831,5.551365819982829,0.054923772798775694,0.009992604729984252,OPTIMAL,15838
8,26,130,6.0,1802.231,2.4904623553541443,0.3912313265848808,0.18636887566122334,Time limit reached,98123
9,26,130,6.0,20.169,5.767390891505263,0.05598702610906514,0.009802673288134098,OPTIMAL,1580
10,26,130,6.0,1329.069,2.0399755865373486,0.020170839366737248,0.009986529339032905,OPTIMAL,80634
1,27,135,6.0,90.893,3.10866462066773,0.030434842199213552,0.009887124870306309,OPTIMAL,6637
2,27,135,6.0,360.254,3.613939111182163,0.03577565986230802,0.009998330246515618,OPTIMAL,25231
3,27,135,6.0,427.272,6.377443938471518,0.06304140486036935,0.0099837481891286,OPTIMAL,30392
4,27,135,6.0,514.402,4.816536694787371,0.04758853397528107,0.009978832306530537,OPTIMAL,36424
5,27,135,6.0,494.95,5.009688064248175,0.04935450964892141,0.009949836861910139,OPTIMAL,36066
6,27,135,6.0,21.491,3.8093869889692282,0.036667393535386505,0.009719087943817876,OPTIMAL,1306
7,27,135,6.0,47.098,5.734069052956908,0.055183205672956426,0.00971725918726628,OPTIMAL,3659
8,27,135,6.0,1804.671,2.2478654478723645,0.38029119266448297,0.20362841884546773,Time limit reached,94004
9,27,135,6.0,25.498,5.795033269275499,0.05290904347114722,0.009214193457080036,OPTIMAL,847
10,27,135,6.0,505.359,2.082768560879226,0.020429070314339715,0.009905774683461101,OPTIMAL,17460
1,28,140,6.0,550.015,3.021453087549278,0.029861314387971127,0.00998174772904117,OPTIMAL,18507
2,28,140,6.0,1585.22,3.7959262974493706,0.037551733149058464,0.00999148235669517,OPTIMAL,68949
3,28,140,6.0,347.712,6.449544719835144,0.06377126923537002,0.00998645970276011,OPTIMAL,24262
4,28,140,6.0,312.277,4.716504057817988,0.04659858172763265,0.009978484996369772,OPTIMAL,21280
5,28,140,6.0,1211.167,5.176891131084282,0.05124741887889339,0.009998240563787331,OPTIMAL,90230
6,28,140,6.0,71.479,3.954622037877673,0.03898910039325454,0.009957291966775342,OPTIMAL,4555
7,28,140,6.0,372.841,5.962622957672978,0.0587302886561627,0.009947722959865927,OPTIMAL,26369
8,28,140,6.0,1803.871,2.6162189295886056,0.44253459655500427,0.20358733318807218,Time limit reached,98378
9,28,140,6.0,17.028,6.060032596950799,0.05862072771245064,0.009767822803984676,OPTIMAL,1049
10,28,140,6.0,1800.243,2.0790026229489516,0.02119606719796563,0.010300320571303765,Time limit reached,98189
1,29,145,6.0,118.175,3.255397068719602,0.03202574346629916,0.00993548066131738,OPTIMAL,6650
2,29,145,6.0,273.959,3.784462810142961,0.03741947323875294,0.009986399909019669,OPTIMAL,17094
3,29,145,6.0,1104.989,6.517959364236611,0.06453245505862526,0.009999718903897089,OPTIMAL,75858
4,29,145,6.0,1468.035,5.022077072203834,0.04970476606416252,0.00999618753462793,OPTIMAL,96070
5,29,145,6.0,1522.341,5.317290722644149,0.052635843882361755,0.009997966646341947,OPTIMAL,103517
6,29,145,6.0,28.675,4.116280950667715,0.04051233383184538,0.00993980219203322,OPTIMAL,1424
7,29,145,6.0,875.316,6.032713297894729,0.05969550239551058,0.009994194633153826,OPTIMAL,56995
8,29,145,6.0,1800.256,2.6026615490157057,0.4560375815812727,0.21244409291037233,Time limit reached,91041
9,29,145,6.0,12.188,5.734539698611755,0.05281305828192551,0.009295248016166378,OPTIMAL,754
10,29,145,6.0,1801.826,2.4219082364507765,0.1083169124047556,0.04681765153550559,Time limit reached,77063
1,30,150,6.0,969.631,3.6177972196873176,0.03581595017895722,0.009998921681651644,OPTIMAL,54752
2,30,150,6.0,1800.313,4.115566751961235,0.06674408954265143,0.01648481425530787,Time limit reached,96837
3,30,150,6.0,441.253,6.401715731176486,0.06333570486127549,0.009992412035618417,OPTIMAL,30331
4,30,150,6.0,984.174,4.973018804898767,0.049208767034895295,0.009994042551699223,OPTIMAL,61129
5,30,150,6.0,1800.183,5.306261686907196,0.09302700232511807,0.01784439181306023,Time limit reached,119724
6,30,150,6.0,58.04,4.334812917701235,0.04223914752445079,0.00984005163007629,OPTIMAL,3045
7,30,150,6.0,146.007,5.955014138676084,0.05863304076092035,0.00994390284265238,OPTIMAL,9134
8,30,150,6.0,1801.906,2.905382194557009,0.5206044253243589,0.21830311907506325,Time limit reached,93360
9,30,150,6.0,50.373,5.908317519582886,0.058291321534183815,0.009964283844340236,OPTIMAL,3158
10,30,150,6.0,983.014,2.4923899400961025,0.024584204673355536,0.009961969177911869,OPTIMAL,48944
