seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
5,90,90,45.0,0.1,2454.0,0.7755820394893889,0.8786243549139496,Time limit reached,19,0,0
5,90,90,45.0,0.1,4363.0,0.7755820394893889,0.8786243549139496,Time limit reached,35,0,0
5,90,90,45.0,0.1,4520.0,0.7763058735005007,0.8786243549139496,Time limit reached,50,0,0
5,90,90,45.0,0.1,4699.0,0.7763058735005007,0.8786243549139496,Time limit reached,64,0,0
5,90,90,45.0,0.1,4893.0,0.7773955292811638,0.8786243549139496,Time limit reached,83,0,0
5,90,90,45.0,0.1,5177.0,0.7773955292811638,0.8786243549139496,Time limit reached,102,0,0
5,90,90,45.0,0.1,5369.0,0.7776387312004442,0.8786243549139496,Time limit reached,120,0,0
5,90,90,45.0,0.1,5528.0,0.7776387312004442,0.8786243549139496,Time limit reached,135,0,0
5,90,90,45.0,0.1,5704.0,0.7776387312004442,0.8786243549139496,Time limit reached,150,0,0
5,90,90,45.0,0.1,5889.0,0.7776387312004442,0.8786243549139496,Time limit reached,167,0,0
5,90,90,45.0,0.1,6121.0,0.7776387312004442,0.8786243549139496,Time limit reached,187,0,0
5,90,90,45.0,0.1,6292.0,0.7776387312004442,0.8786243549139496,Time limit reached,203,0,0
5,90,90,45.0,0.1,6470.0,0.7776387312004442,0.8786243549139496,Time limit reached,220,0,0
5,90,90,45.0,0.1,6635.0,0.7776387312004442,0.8786243549139496,Time limit reached,236,0,0
5,90,90,45.0,0.1,6845.0,0.7776387312004442,0.8786243549139496,Time limit reached,255,0,0
5,90,90,45.0,0.1,7013.0,0.7776387312004442,0.8786243549139496,Time limit reached,271,0,0
5,90,90,45.0,0.1,7244.0,0.7776943021557606,0.8786243549139496,Time limit reached,291,0,0
5,90,90,45.0,0.1,7407.0,0.7776943021557606,0.8786243549139496,Time limit reached,307,0,0
5,90,90,45.0,0.1,7603.0,0.7776943021557606,0.8786243549139496,Time limit reached,325,0,0
5,90,90,45.0,0.1,7829.0,0.7776943021557606,0.8786243549139496,Time limit reached,345,0,0
5,90,90,45.0,0.1,7995.0,0.7776992943593123,0.8786243549139496,Time limit reached,361,0,0
5,90,90,45.0,0.1,8143.0,0.7776992943593123,0.8786243549139496,Time limit reached,375,0,0
5,90,90,45.0,0.1,8298.0,0.7776992943593123,0.8786243549139496,Time limit reached,390,0,0
5,90,90,45.0,0.1,8522.0,0.7776992943593123,0.8786243549139496,Time limit reached,409,0,0
5,90,90,45.0,0.1,8698.0,0.7776992943593123,0.8786243549139496,Time limit reached,426,0,0
5,90,90,45.0,0.1,8882.0,0.7776992943593123,0.8786243549139496,Time limit reached,444,0,0
5,90,90,45.0,0.1,9064.0,0.7779706322633501,0.8786243549139496,Time limit reached,462,0,0
5,90,90,45.0,0.1,9278.0,0.7779706322633501,0.8786243549139496,Time limit reached,482,0,0
5,90,90,45.0,0.1,9509.0,0.7780365361168621,0.8786243549139496,Time limit reached,503,0,0
5,90,90,45.0,0.1,9705.0,0.7780365361168621,0.8786243549139496,Time limit reached,521,0,0
5,90,90,45.0,0.1,9887.0,0.7780365361168621,0.8786243549139496,Time limit reached,538,0,0
5,90,90,45.0,0.1,10088.0,0.7780365361168621,0.8786243549139496,Time limit reached,557,0,0
5,90,90,45.0,0.1,10344.0,0.7780365361168621,0.8786243549139496,Time limit reached,580,0,0
5,90,90,45.0,0.1,10527.0,0.7780365361168621,0.8786243549139496,Time limit reached,597,0,0
5,90,90,45.0,0.1,10697.0,0.7782590931039866,0.8786243549139496,Time limit reached,614,0,0
5,90,90,45.0,0.1,10916.0,0.7782590931039866,0.8786243549139496,Time limit reached,633,0,0
5,90,90,45.0,0.1,11204.0,0.7783003931101882,0.8786243549139496,Time limit reached,655,0,0
5,90,90,45.0,0.1,11426.0,0.7783003931101882,0.8786243549139496,Time limit reached,675,0,0
5,90,90,45.0,0.1,11665.0,0.7783835918527529,0.8786243549139496,Time limit reached,697,0,0
5,90,90,45.0,0.1,11811.0,0.7783835918527529,0.8786243549139496,Time limit reached,711,0,0
5,90,90,45.0,0.1,11979.0,0.7783835918527529,0.8786243549139496,Time limit reached,727,0,0
5,90,90,45.0,0.1,12188.0,0.7783835918527529,0.8786243549139496,Time limit reached,745,0,0
5,90,90,45.0,0.1,12408.0,0.7784241193825447,0.8786243549139496,Time limit reached,766,0,0
5,90,90,45.0,0.1,12567.0,0.7784241193825447,0.8786243549139496,Time limit reached,781,0,0
5,90,90,45.0,0.1,12762.0,0.778426090426904,0.8786243549139496,Time limit reached,799,0,0
5,90,90,45.0,0.1,12951.0,0.778426090426904,0.8786243549139496,Time limit reached,818,0,0
5,90,90,45.0,0.1,13151.0,0.778426090426904,0.8786243549139496,Time limit reached,837,0,0
5,90,90,45.0,0.1,13369.0,0.778426090426904,0.8786243549139496,Time limit reached,857,0,0
5,90,90,45.0,0.1,13614.0,0.7784319750294956,0.8786243549139496,Time limit reached,878,0,0
5,90,90,45.0,0.1,13848.0,0.7784319750294956,0.8786243549139496,Time limit reached,899,0,0
5,90,90,45.0,0.1,14022.0,0.7784319750294956,0.8786243549139496,Time limit reached,916,0,0
5,90,90,45.0,0.1,14233.0,0.7784319750294956,0.8786243549139496,Time limit reached,936,0,0
5,90,90,45.0,0.1,14581.0,0.7784422107642762,0.8786243549139496,Time limit reached,964,0,0
5,90,90,45.0,0.1,14792.0,0.7784422107642762,0.8786243549139496,Time limit reached,983,0,0
5,90,90,45.0,0.1,15001.0,0.7784422107642762,0.8786243549139496,Time limit reached,1001,0,0
5,90,90,45.0,0.1,15239.0,0.7784422107642762,0.8786243549139496,Time limit reached,1022,0,0
5,90,90,45.0,0.1,15423.0,0.7784883852447195,0.8786243549139496,Time limit reached,1040,0,0
5,90,90,45.0,0.1,15663.0,0.7784883852447195,0.8786243549139496,Time limit reached,1061,0,0
