seed,dimension,p,k,time,solution,termination,calls
9,23,115,5.0,0.067587,6.656611574734058,OPTIMAL,7
10,23,115,5.0,0.07159399999999999,3.0814856643915434,OPTIMAL,6
1,24,120,5.0,0.086447,4.508241666958391,OPTIMAL,15
2,24,120,5.0,0.133734,4.8022337282875425,OPTIMAL,57
3,24,120,5.0,0.08622099999999999,7.347816678265415,OPTIMAL,19
4,24,120,5.0,0.06824899999999999,5.650886571996171,OPTIMAL,7
5,24,120,5.0,0.179864,5.958664652887787,OPTIMAL,81
6,24,120,5.0,0.076434,4.585402529246637,OPTIMAL,6
7,24,120,5.0,0.07363299999999999,6.31312768126302,OPTIMAL,6
8,24,120,5.0,0.13705399999999998,3.661294346880025,OPTIMAL,41
9,24,120,5.0,0.07885199999999999,6.890730069652095,OPTIMAL,8
10,24,120,5.0,0.09279,3.4135960765468054,OPTIMAL,15
1,25,125,5.0,0.090628,4.663495347036188,OPTIMAL,25
2,25,125,5.0,0.20698899999999998,4.957118835006391,OPTIMAL,54
3,25,125,5.0,0.076352,7.129311661531811,OPTIMAL,7
4,25,125,5.0,0.065427,5.9515176752442445,OPTIMAL,7
5,25,125,5.0,0.099178,6.293034789139148,OPTIMAL,30
6,25,125,5.0,0.065467,4.108119140627277,OPTIMAL,6
7,25,125,5.0,0.08219,5.949912466406284,OPTIMAL,6
8,25,125,5.0,0.125562,3.486303925427676,OPTIMAL,46
9,25,125,5.0,0.06765,7.035292057826351,OPTIMAL,7
10,25,125,5.0,0.07761599999999999,3.5298064195637693,OPTIMAL,8
1,26,130,6.0,0.150674,4.713767516604743,OPTIMAL,29
2,26,130,6.0,0.172065,5.773597986722731,OPTIMAL,66
3,26,130,6.0,0.09797399999999999,7.6516278110599485,OPTIMAL,19
4,26,130,6.0,0.076106,5.726591612726492,OPTIMAL,7
5,26,130,6.0,0.141834,6.561268055421416,OPTIMAL,50
6,26,130,6.0,0.073311,4.868652710814709,OPTIMAL,6
7,26,130,6.0,0.094679,6.569696184092821,OPTIMAL,7
8,26,130,6.0,0.192445,3.795443672966906,OPTIMAL,87
9,26,130,6.0,0.074096,6.733474412996077,OPTIMAL,6
10,26,130,6.0,0.128191,3.3647182587390305,OPTIMAL,42
1,27,135,6.0,0.16752599999999998,4.405267445789306,OPTIMAL,61
2,27,135,6.0,0.10320599999999999,4.973282689136193,OPTIMAL,18
3,27,135,6.0,0.170341,7.961353105478947,OPTIMAL,63
4,27,135,6.0,0.091375,5.844086271159474,OPTIMAL,7
5,27,135,6.0,0.16616599999999998,6.193241026156895,OPTIMAL,38
6,27,135,6.0,0.09213299999999999,4.694355225907363,OPTIMAL,15
7,27,135,6.0,0.07429899999999999,6.809368799246123,OPTIMAL,6
8,27,135,6.0,0.21461,3.7039856333514525,OPTIMAL,81
9,27,135,6.0,0.093441,6.7782210834851275,OPTIMAL,6
10,27,135,6.0,0.18542499999999998,3.742971816631809,OPTIMAL,55
1,28,140,6.0,0.138009,4.172322728884468,OPTIMAL,31
2,28,140,6.0,0.124577,4.880181226216714,OPTIMAL,39
3,28,140,6.0,0.086453,7.960120970626139,OPTIMAL,9
4,28,140,6.0,0.241191,6.273184552722633,OPTIMAL,95
5,28,140,6.0,0.271721,7.046966985857807,OPTIMAL,124
6,28,140,6.0,0.092205,4.81983102250231,OPTIMAL,9
7,28,140,6.0,0.144693,6.805616619240714,OPTIMAL,47
8,28,140,6.0,0.21459,4.039256770083838,OPTIMAL,69
9,28,140,6.0,0.091116,7.612874377131874,OPTIMAL,6
10,28,140,6.0,0.11695699999999999,3.3401904422781636,OPTIMAL,30
1,29,145,6.0,0.21281999999999998,5.001018625201489,OPTIMAL,69
2,29,145,6.0,0.17049699999999998,5.755475732370001,OPTIMAL,47
3,29,145,6.0,0.146146,7.734152366434584,OPTIMAL,45
4,29,145,6.0,0.453754,6.337776952628885,OPTIMAL,133
5,29,145,6.0,0.198987,6.377627812538742,OPTIMAL,72
6,29,145,6.0,0.120658,5.421095295925636,OPTIMAL,26
7,29,145,6.0,0.12997699999999998,6.6787865476244095,OPTIMAL,27
8,29,145,6.0,0.237999,4.494017574306597,OPTIMAL,64
9,29,145,6.0,0.076768,7.55908360273058,OPTIMAL,7
10,29,145,6.0,0.21137799999999998,3.9021598048612662,OPTIMAL,60
1,30,150,6.0,0.248658,4.944589430750977,OPTIMAL,83
2,30,150,6.0,0.099162,5.45497802395002,OPTIMAL,13
3,30,150,6.0,0.136352,8.335072565202644,OPTIMAL,41
4,30,150,6.0,0.26572999999999997,6.2665079922117055,OPTIMAL,94
5,30,150,6.0,0.132829,7.2687603717991465,OPTIMAL,29
6,30,150,6.0,0.089728,5.821936421217403,OPTIMAL,15
7,30,150,6.0,0.131596,6.763155482684152,OPTIMAL,40
8,30,150,6.0,0.18073599999999998,3.8861700485791966,OPTIMAL,41
9,30,150,6.0,0.086267,8.140819882240146,OPTIMAL,6
10,30,150,6.0,0.221541,4.0338811577995415,OPTIMAL,47
