seed,dimension,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,20,21.069,-2.485383514659386,0.021607014591016327,0.008693633985891108,OPTIMAL,11836
2,20,7.655,-1.8589182762517051,0.015856259099670256,0.008529831193893353,OPTIMAL,4953
3,20,8.616,0.8377493297643657,0.006794726172420162,0.008177012490271767,OPTIMAL,6869
4,20,4.91,-0.5047425605781184,0.0016407391283075334,0.003250645490303563,OPTIMAL,4100
5,20,17.934,1.5453064884525718,0.012028126050817711,0.007844711270807112,OPTIMAL,9930
6,20,1.936,2.7747400884785094,0.012679344255526193,0.0045905378011855125,OPTIMAL,1797
7,20,6.278,-0.3751554803904189,0.0,0.0,OPTIMAL,4856
8,20,3.361,-4.171067075821629,0.038911799759852705,0.009328979623802322,OPTIMAL,2840
9,20,3.789,2.0907497426031947,0.01497607555529612,0.0072146957989859435,OPTIMAL,2843
10,20,5.292,2.2414157654206948,0.01821781216066176,0.00819441747593717,OPTIMAL,3907
1,25,7.907,4.76260907095854,0.04439203155002236,0.009408645507241737,OPTIMAL,4719
2,25,9.035,5.658724117181837,0.02750212896709403,0.004883865176093508,OPTIMAL,4265
3,25,19.064,4.632954253479961,0.044411413716638926,0.009678761922364372,OPTIMAL,10383
4,25,12.794,5.277386746389526,0.04112852637910702,0.007854564204250642,OPTIMAL,6792
5,25,148.014,-7.964825509978137,0.07957276913349354,0.009990522583803842,OPTIMAL,33008
6,25,33.42,-1.6475345946182056,0.01612738630413091,0.009788799796260557,OPTIMAL,11001
7,25,47.313,-8.448290163133155,0.08272364250382935,0.009791761517001476,OPTIMAL,13573
8,25,48.092,3.1744625191736633,0.030614251804911063,0.00973782740174471,OPTIMAL,22344
9,25,41.831,-5.301943539218637,0.050921084405135986,0.00960422985052013,OPTIMAL,15477
10,25,42.996,-3.526877058726355,0.03353177971321841,0.009507498887791566,OPTIMAL,12007
1,30,44.123,3.940864615749264,0.035651619879533136,0.009129238255951556,OPTIMAL,13736
2,30,21.585,2.937179104729881,0.014357473303766355,0.004912196197467239,OPTIMAL,8479
3,30,23.105,2.9106751048463555,0.026954600651728722,0.009347161284361945,OPTIMAL,8794
4,30,44.548,-11.804488808745113,0.11631184455041499,0.009853187752124239,OPTIMAL,10675
5,30,30.53,3.345854180802773,0.0295588417173005,0.008913211489014087,OPTIMAL,11711
6,30,227.105,2.4759792397156923,0.02205207877582893,0.0089864439038129,OPTIMAL,62308
7,30,21.605,7.140373736095056,0.04554670954107021,0.006419706832964553,OPTIMAL,7990
8,30,14.053,6.684588283277687,0.037118758522030504,0.0055838929962442945,OPTIMAL,6187
9,30,11.385,5.841953620863588,0.04092544665496778,0.00705486086706532,OPTIMAL,4908
10,30,1347.389,-7.6401426949017095,0.07620491585113154,0.009974279132506689,OPTIMAL,253967
1,35,40.079,5.444620365578516,0.04749447892952663,0.008799957593543435,OPTIMAL,12444
