seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,2.371,-12.113849111290788,0.11939827336219722,0.009856344772439943,87,Optimal (tolerance reached),841
2,4,1.143,-13.818306679619157,0.13424464758074173,0.009714985395333664,35,Optimal (tolerance reached),299
3,4,2.307,-17.10798268588114,0.1689208131763742,0.009873800802696685,55,Optimal (tolerance reached),544
1,5,6.314,-16.024791442388192,0.15949796300420616,0.009953200550386445,155,Optimal (tolerance reached),1770
2,5,3.63,-16.77092460757095,0.1589335673059935,0.009476732560961227,85,Optimal (tolerance reached),915
3,5,40.209,-6.397104136500245,0.0637701592725044,0.009968597964295773,973,Optimal (tolerance reached),13270
1,6,211.202,-5.9299279975091945,0.0592796315714752,0.009996686569613493,4377,Optimal (tolerance reached),68505
2,6,3.367,-18.577450506583126,0.17368766347381737,0.009349381036556616,99,Optimal (tolerance reached),1158
3,6,116.099,-19.86838673248307,0.19813428829835544,0.009972339021085352,2761,Optimal (tolerance reached),37273
1,7,7.784,-8.400099626621149,0.082343198149049,0.009802645421977058,193,Optimal (tolerance reached),2603
2,7,14.023,-13.867058401826247,0.13429951940223894,0.009684787898820137,329,Optimal (tolerance reached),4467
3,7,489.694,2.8197694982073,0.027907684792212173,0.009996083852758698,6851,Optimal (tolerance reached),140939
1,8,1800.469,-2.737297859992125,0.13990462282777116,0.051110485589673335,22715,Time limit reached,483844
2,8,55.64,-7.22104320065639,0.07171392762481421,0.009931242014768093,657,Optimal (tolerance reached),10489
3,8,110.14,-13.018309989182809,0.12996073944699837,0.009982919407740752,1757,Optimal (tolerance reached),31324
