seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size,node_level
28,20,Inf,0.8,31,7809.0,1727979104,216.27439082516196,257.0119438757349,378.0,3,24,5,2,1
28,20,Inf,0.8,31,7809.0,1727979104,216.27439082516196,257.0119438757349,1174.0,5,55,6,5,2
28,20,Inf,0.8,31,7809.0,1727979104,231.4022418342741,257.0119438757349,1781.0,7,80,8,3,2
28,20,Inf,0.8,31,7809.0,1727979104,231.4022418342741,257.0119438757349,2039.0,9,94,6,2,3
28,20,Inf,0.8,31,7809.0,1727979104,238.5483115973349,257.0119438757349,2232.0,11,107,3,0,3
28,20,Inf,0.8,31,7809.0,1727979104,238.5483115973349,257.0119438757349,2518.0,13,124,2,0,4
28,20,Inf,0.8,31,7809.0,1727979104,240.17598478891256,257.0119438757349,2547.0,13,126,2,0,4
28,20,Inf,0.8,31,7809.0,1727979104,240.17598478891256,257.0119438757349,3127.0,15,149,2,5,3
28,20,Inf,0.8,31,7809.0,1727979104,241.25556824490627,257.0119438757349,3960.0,17,172,6,0,3
28,20,Inf,0.8,31,7809.0,1727979104,241.25556824490627,257.0119438757349,4752.0,19,199,7,4,4
28,20,Inf,0.8,31,7809.0,1727979104,248.50180430743634,257.0119438757349,4829.0,19,205,3,5,4
28,20,Inf,0.8,31,7809.0,1727979104,248.50180430743634,257.0119438757349,5306.0,21,231,4,8,4
28,20,Inf,0.8,31,7809.0,1727979104,250.5793642686666,257.0119438757349,5384.0,21,236,4,12,4
28,20,Inf,0.8,31,7809.0,1727979104,250.5793642686666,257.0119438757349,5661.0,23,253,3,0,5
28,20,Inf,0.8,31,7809.0,1727979104,251.22811809349557,257.0119438757349,5776.0,23,261,4,6,5
28,20,Inf,0.8,31,7809.0,1727979104,251.22811809349557,257.0119438757349,6241.0,25,279,6,8,5
28,20,Inf,0.8,31,7809.0,1727979104,252.20384037158115,257.0119438757349,6491.0,27,294,3,0,5
28,20,Inf,0.8,31,7809.0,1727979104,252.20384037158115,257.0119438757349,6587.0,27,301,7,8,5
28,20,Inf,0.8,31,7809.0,1727979104,253.6667229652794,257.0119438757349,6914.0,27,321,5,9,5
28,20,Inf,0.8,31,7809.0,1727979104,253.6667229652794,257.0119438757349,7219.0,29,340,2,0,6
28,20,Inf,0.8,31,7809.0,1727979104,254.24808013938025,257.0119438757349,7247.0,29,342,3,0,6
28,20,Inf,0.8,31,7809.0,1727979104,254.24808013938025,257.0119438757349,7307.0,29,346,5,2,4
28,20,Inf,0.8,31,7809.0,1727979104,254.950278362136,257.0119438757349,7809.0,31,366,5,4,4
