seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,3.781,-12.113849111290794,0.0026155262368874332,0.00021591206996706064,2,Optimal (tolerance reached),33
2,4,0.257,-13.818306679619157,0.008215965376244583,0.0005945710691428235,3,Optimal (tolerance reached),22
3,4,0.21,-17.10798268588117,0.005949058235483307,0.00034773581109553785,2,Optimal (tolerance reached),32
1,5,0.146,-16.024791442388214,0.008164266991091296,0.0005094772696695113,2,Optimal (tolerance reached),26
2,5,0.124,-16.770924607570954,0.007735994520096767,0.0004612741814249455,2,Optimal (tolerance reached),26
3,5,0.151,-6.397104136500236,0.005610207653118593,0.0008769917658692137,3,Optimal (tolerance reached),31
1,6,0.138,-5.929927997509199,0.01226225400185843,0.002067858835218413,3,Optimal (tolerance reached),27
2,6,0.173,-18.577450506583123,0.006202268433249003,0.00033386004344628244,2,Optimal (tolerance reached),27
3,6,0.213,-19.86838673248311,0.005573704254068446,0.00028053129472036686,2,Optimal (tolerance reached),39
1,7,0.421,-8.400099626621149,0.004507733524823365,0.0005366285788489574,2,Optimal (tolerance reached),39
2,7,0.161,-13.867058401826238,0.008940413474208597,0.000644723142799426,2,Optimal (tolerance reached),25
3,7,11.921,2.819769498207298,0.027141268777368666,0.009718897951163777,89,Optimal (tolerance reached),2752
1,8,0.495,-2.73729785999211,0.003472967096485924,0.0012687574659836012,2,Optimal (tolerance reached),45
2,8,0.409,-7.221043200656398,0.0056971971391597265,0.0007889714797221885,3,Optimal (tolerance reached),27
3,8,0.347,-13.01830998918282,0.004457974966149081,0.000342438839592336,2,Optimal (tolerance reached),39
