seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
2,6,204.0,-10.11647225850339,-9.397576994700326,Optimal (tolerance reached),31,9,9,13,1
2,6,348.0,-10.11647225850339,-9.397576994700326,Optimal (tolerance reached),53,9,3,10,2
2,6,477.0,-10.006436927045026,-9.397585485376723,Optimal (tolerance reached),74,9,0,6,1
2,6,650.0,-10.006436927045026,-9.397585485376723,Optimal (tolerance reached),102,1,0,11,0
2,6,773.0,-9.974960103897997,-9.397585485376723,Optimal (tolerance reached),122,1,0,13,0
2,6,920.0,-9.974960103897997,-9.397585485376723,Optimal (tolerance reached),144,1,0,12,2
2,6,1055.0,-9.890859877414865,-9.397585485376723,Optimal (tolerance reached),165,1,0,16,3
2,6,1198.0,-9.890859877414865,-9.397585485376723,Optimal (tolerance reached),187,1,0,11,2
2,6,1334.0,-9.862476383638766,-9.397585485376723,Optimal (tolerance reached),208,4,0,9,4
2,6,1465.0,-9.862476383638766,-9.397585485376723,Optimal (tolerance reached),227,1,0,10,0
2,6,1645.0,-9.860538427171491,-9.397585485376723,Optimal (tolerance reached),255,5,0,15,3
2,6,1772.0,-9.860538427171491,-9.397585485376723,Optimal (tolerance reached),275,1,0,14,2
2,6,1915.0,-9.829365972886611,-9.397585485376723,Optimal (tolerance reached),298,5,0,12,1
2,6,2072.0,-9.829365972886611,-9.397585485376723,Optimal (tolerance reached),322,4,0,10,1
2,6,2245.0,-9.811280940302815,-9.397585485376723,Optimal (tolerance reached),350,5,0,3,3
2,6,2414.0,-9.811280940302815,-9.397585485376723,Optimal (tolerance reached),377,6,0,9,4
2,6,2528.0,-9.782623569403933,-9.397585485376723,Optimal (tolerance reached),396,3,0,10,2
2,6,2702.0,-9.782623569403933,-9.397585485376723,Optimal (tolerance reached),425,8,0,7,3
2,6,2848.0,-9.778087918863694,-9.397585485376723,Optimal (tolerance reached),447,3,0,6,1
2,6,3014.0,-9.778087918863694,-9.397585485376723,Optimal (tolerance reached),473,8,0,10,7
2,6,3149.0,-9.748450600325725,-9.397585485376723,Optimal (tolerance reached),493,3,0,11,1
2,6,3318.0,-9.748450600325725,-9.397585485376723,Optimal (tolerance reached),521,6,0,12,2
2,6,3447.0,-9.730017393320951,-9.397585485376723,Optimal (tolerance reached),540,1,0,8,2
2,6,3587.0,-9.730017393320951,-9.397585485376723,Optimal (tolerance reached),562,7,0,10,1
2,6,3741.0,-9.708161561598693,-9.397586015202632,Optimal (tolerance reached),587,1,0,14,3
2,6,3888.0,-9.708161561598693,-9.397586015202632,Optimal (tolerance reached),611,7,0,10,3
2,6,4009.0,-9.698579647195423,-9.397586015202632,Optimal (tolerance reached),631,3,0,13,3
2,6,4180.0,-9.698579647195423,-9.397586015202632,Optimal (tolerance reached),658,7,0,16,1
2,6,4320.0,-9.696614691279873,-9.397586015202632,Optimal (tolerance reached),680,3,0,14,6
2,6,4458.0,-9.696614691279873,-9.397586015202632,Optimal (tolerance reached),702,7,0,13,2
2,6,4580.0,-9.67969684679464,-9.397586015202632,Optimal (tolerance reached),722,3,0,8,1
2,6,4700.0,-9.67969684679464,-9.397586015202632,Optimal (tolerance reached),740,6,0,11,2
2,6,4837.0,-9.675880762808733,-9.397586015202632,Optimal (tolerance reached),762,3,0,9,3
2,6,4977.0,-9.675880762808733,-9.397586015202632,Optimal (tolerance reached),784,6,0,7,3
2,6,5096.0,-9.667640454027016,-9.397586015202632,Optimal (tolerance reached),803,4,0,12,2
2,6,5243.0,-9.667640454027016,-9.397586015202632,Optimal (tolerance reached),827,6,0,18,3
2,6,5356.0,-9.654300208885635,-9.397586015202632,Optimal (tolerance reached),844,4,0,16,9
2,6,5480.0,-9.654300208885635,-9.3975860764553,Optimal (tolerance reached),864,4,0,14,3
2,6,5648.0,-9.64626353394966,-9.3975860764553,Optimal (tolerance reached),892,6,0,16,4
2,6,5777.0,-9.64626353394966,-9.3975860764553,Optimal (tolerance reached),914,6,0,14,2
2,6,5909.0,-9.627507266714366,-9.3975860764553,Optimal (tolerance reached),934,5,0,9,5
2,6,6036.0,-9.627507266714366,-9.3975860764553,Optimal (tolerance reached),954,4,0,12,4
