seed,num_v,number_nodes,time,lowerBound,upperBound,termination
1,8,517,645.0,-10752.679132700301,Inf,Optimal
1,8,517,1328.0,-10752.679132700301,Inf,Optimal
1,8,517,2119.0,-10752.546061745437,Inf,Optimal
1,8,517,2880.0,-10752.546061745437,Inf,Optimal
1,8,517,3550.0,-10750.64962135184,Inf,Optimal
1,8,517,3845.0,-10750.64962135184,Inf,Optimal
1,8,517,4056.0,-10750.645920300114,Inf,Optimal
1,8,517,4281.0,-10750.645920300114,Inf,Optimal
1,8,517,4524.0,-10750.319332712243,Inf,Optimal
1,8,517,4977.0,-10750.319332712243,Inf,Optimal
1,8,517,5270.0,-10749.878548828056,Inf,Optimal
1,8,517,5585.0,-10749.878548828056,Inf,Optimal
1,8,517,5955.0,-10749.212015089171,Inf,Optimal
1,8,517,6299.0,-10749.212015089171,Inf,Optimal
1,8,517,6595.0,-10749.141169566356,Inf,Optimal
1,8,517,7348.0,-10749.141169566356,Inf,Optimal
1,8,517,7607.0,-10749.13881313162,Inf,Optimal
1,8,517,8318.0,-10749.13881313162,Inf,Optimal
1,8,517,9294.0,-10749.133473018577,Inf,Optimal
1,8,517,9889.0,-10749.133473018577,Inf,Optimal
1,8,517,10396.0,-10747.826078645827,Inf,Optimal
1,8,517,10741.0,-10747.826078645827,Inf,Optimal
1,8,517,11206.0,-10747.574976601958,Inf,Optimal
1,8,517,12230.0,-10747.574976601958,Inf,Optimal
1,8,517,12994.0,-10747.343318006577,Inf,Optimal
1,8,517,13720.0,-10747.343318006577,Inf,Optimal
1,8,517,15178.0,-10747.343318006577,Inf,Optimal
1,8,517,16128.0,-10747.343318006577,Inf,Optimal
1,8,517,16492.0,-10747.288239159097,Inf,Optimal
1,8,517,16886.0,-10747.288239159097,Inf,Optimal
1,8,517,17275.0,-10746.998151351072,Inf,Optimal
1,8,517,17624.0,-10746.998151351072,Inf,Optimal
1,8,517,17997.0,-10746.916047027247,Inf,Optimal
1,8,517,18316.0,-10746.916047027247,Inf,Optimal
1,8,517,19057.0,-10746.916047027247,Inf,Optimal
