seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,30,150,6.0,2115.0,3.574774864599008,4.339892494114823,Time limit reached,40,2
2,30,150,6.0,3699.0,3.574774864599008,4.339892494114823,Time limit reached,70,3
2,30,150,6.0,5519.0,3.607305270778362,4.339892494114823,Time limit reached,105,4
2,30,150,6.0,7021.0,3.607305270778362,4.339892494114823,Time limit reached,130,5
2,30,150,6.0,9557.0,3.6327813476619997,4.339892494114823,Time limit reached,168,6
2,30,150,6.0,10596.0,3.6327813476619997,4.339892494114823,Time limit reached,193,7
2,30,150,6.0,13022.0,3.641860472391404,4.3376125657326865,Time limit reached,231,8
2,30,150,6.0,15093.0,3.641860472391404,4.3376125657326865,Time limit reached,261,9
2,30,150,6.0,17533.0,3.6585706354570915,4.3376125657326865,Time limit reached,300,10
2,30,150,6.0,20172.0,3.6585706354570915,4.3376125657326865,Time limit reached,336,11
2,30,150,6.0,22687.0,3.6685164123895677,4.283114926546781,Time limit reached,378,12
2,30,150,6.0,24533.0,3.6685164123895677,4.283114926546781,Time limit reached,405,13
2,30,150,6.0,27270.0,3.6820862903338223,4.220715863799662,Time limit reached,445,14
2,30,150,6.0,29140.0,3.6820862903338223,4.220715863799662,Time limit reached,476,15
2,30,150,6.0,31448.0,3.69458319499933,4.220715863799662,Time limit reached,517,16
2,30,150,6.0,33271.0,3.69458319499933,4.220715863799662,Time limit reached,547,17
2,30,150,6.0,35297.0,3.7039003114075992,4.220715863799662,Time limit reached,592,18
2,30,150,6.0,36952.0,3.7039003114075992,4.220715863799662,Time limit reached,618,19
2,30,150,6.0,38703.0,3.7076737958055497,4.220715863799662,Time limit reached,659,20
2,30,150,6.0,39847.0,3.7076737958055497,4.220715863799662,Time limit reached,685,21
2,30,150,6.0,42057.0,3.715296126326847,4.220715863799662,Time limit reached,727,22
2,30,150,6.0,43311.0,3.715296126326847,4.220715863799662,Time limit reached,761,23
2,30,150,6.0,44831.0,3.7282023271128244,4.220715863799662,Time limit reached,796,24
2,30,150,6.0,47204.0,3.7282023271128244,4.220715863799662,Time limit reached,832,25
2,30,150,6.0,49383.0,3.7282222825076774,4.220715863799662,Time limit reached,876,26
2,30,150,6.0,50888.0,3.7282222825076774,4.220715863799662,Time limit reached,907,27
2,30,150,6.0,53075.0,3.73394863971461,4.220715863799662,Time limit reached,954,28
2,30,150,6.0,54647.0,3.73394863971461,4.220715863799662,Time limit reached,986,29
