seed,dimension,p,k,time,solution,termination,ncalls
1,30,30,15.0,2.296,-4.512679550815837,OPTIMAL,5
1,30,30,15.0,2.308,-4.512679550815837,OPTIMAL,5
1,50,50,25.0,0.1,0.125,-222.7156054633275,OPTIMAL,5
1,50,50,25.0,1.0,1801.996,-830.4060287565486,Time limit reached,32576
1,50,50,25.0,5.0,73.269,-533.9024059768278,OPTIMAL,1589
1,50,50,25.0,10.0,16.746,-533.9024059768277,OPTIMAL,144
2,50,50,25.0,0.1,0.021,-302.01535887823866,OPTIMAL,5
2,50,50,25.0,1.0,1804.547,-1211.1120474268073,Time limit reached,54042
2,50,50,25.0,5.0,33.369,-799.347382490152,OPTIMAL,300
2,50,50,25.0,10.0,25.204,-807.7920070795312,OPTIMAL,147
3,50,50,25.0,0.1,0.022,-853.8272777602954,OPTIMAL,5
3,50,50,25.0,1.0,1803.846,-2885.399764175801,Time limit reached,27357
3,50,50,25.0,5.0,64.735,-1729.6614491361695,OPTIMAL,618
3,50,50,25.0,10.0,16.329,-2145.064274578952,OPTIMAL,173
4,50,50,25.0,0.1,0.021,-773.7579916614262,OPTIMAL,5
4,50,50,25.0,1.0,1804.333,-2700.0036077904915,Time limit reached,32896
4,50,50,25.0,5.0,22.217,-1736.2864283299937,OPTIMAL,114
4,50,50,25.0,10.0,12.388,-1859.8237010386947,OPTIMAL,147
5,50,50,25.0,0.1,0.02,-37.879343832756625,OPTIMAL,5
5,50,50,25.0,1.0,1805.412,-97.00643504715248,Time limit reached,392288
5,50,50,25.0,5.0,28.154,-53.68781747215608,OPTIMAL,1018
5,50,50,25.0,10.0,24.953,-54.01008007918789,OPTIMAL,106
6,50,50,25.0,0.1,0.022,-101.23506361058239,OPTIMAL,5
6,50,50,25.0,1.0,1805.838,-455.2716863128091,Time limit reached,261591
6,50,50,25.0,5.0,15.691,-340.6325292186779,OPTIMAL,219
6,50,50,25.0,10.0,26.796,-341.1451166906075,OPTIMAL,159
7,50,50,25.0,0.1,0.021,-541.6138774625181,OPTIMAL,5
7,50,50,25.0,1.0,1804.7,-1832.8813616509062,Time limit reached,28952
7,50,50,25.0,5.0,51.438,-1166.7909909326597,OPTIMAL,382
7,50,50,25.0,10.0,35.769,-1206.8363850030044,OPTIMAL,249
8,50,50,25.0,0.1,0.021,-511.98607096648544,OPTIMAL,5
8,50,50,25.0,1.0,1803.113,-2279.3493211166656,Time limit reached,37012
8,50,50,25.0,5.0,41.837,-1543.1594254361728,OPTIMAL,593
8,50,50,25.0,10.0,27.168,-1639.9822837975873,OPTIMAL,168
9,50,50,25.0,0.1,0.021,-102.22410050053469,OPTIMAL,5
9,50,50,25.0,1.0,1806.552,-239.65106101549782,Time limit reached,95546
9,50,50,25.0,5.0,23.602,-150.37630865953247,OPTIMAL,109
9,50,50,25.0,10.0,12.902,-167.08614466084344,OPTIMAL,117
10,50,50,25.0,0.1,0.021,-21.349478762784095,OPTIMAL,5
10,50,50,25.0,1.0,1819.977,-15.113363011735196,Time limit reached,424469
10,50,50,25.0,5.0,31.873,-29.579048900774747,OPTIMAL,165
10,50,50,25.0,10.0,26.935,-29.52749333745753,OPTIMAL,123
1,70,70,35.0,0.1,0.03,-2797.8213805446567,OPTIMAL,5
1,70,70,35.0,1.0,1804.786,-7222.754814144454,Time limit reached,13363
1,70,70,35.0,5.0,24.777,-5148.935995033293,OPTIMAL,115
1,70,70,35.0,10.0,23.8,-5012.052757122776,OPTIMAL,99
2,70,70,35.0,0.1,0.027,-276.76328207083367,OPTIMAL,5
2,70,70,35.0,1.0,1810.695,-626.2040535028008,Time limit reached,23358
2,70,70,35.0,5.0,21.44,-417.34315292238614,OPTIMAL,124
2,70,70,35.0,10.0,21.424,-429.6176890484228,OPTIMAL,144
3,70,70,35.0,0.1,0.026,-146048.30629797274,OPTIMAL,5
3,70,70,35.0,1.0,35.978,-446207.50985298835,OPTIMAL,81
3,70,70,35.0,5.0,38.28,-270888.3339309284,OPTIMAL,99
3,70,70,35.0,10.0,22.238,-331493.92590823135,OPTIMAL,85
4,70,70,35.0,0.1,0.026,-46348.15535596037,OPTIMAL,5
4,70,70,35.0,1.0,363.688,-121547.37505541803,OPTIMAL,1075
4,70,70,35.0,5.0,344.957,-51839.15377171062,OPTIMAL,968
4,70,70,35.0,10.0,20.266,-104950.03996026792,OPTIMAL,62
5,70,70,35.0,0.1,0.043,-3035.668395004075,OPTIMAL,5
5,70,70,35.0,1.0,1805.775,-10602.902175712583,Time limit reached,16255
5,70,70,35.0,5.0,33.135,-6186.8506075280275,OPTIMAL,146
5,70,70,35.0,10.0,31.785,-7537.457568097624,OPTIMAL,167
6,70,70,35.0,0.1,0.028,-3.0386333812987427e6,OPTIMAL,5
6,70,70,35.0,1.0,15.389,-1.1854291987834131e7,OPTIMAL,14
6,70,70,35.0,5.0,33.766,-4.553900687262249e6,OPTIMAL,91
6,70,70,35.0,10.0,20.48,-7.2590300027572205e6,OPTIMAL,47
7,70,70,35.0,0.1,0.025,-3386.4677525452216,OPTIMAL,5
7,70,70,35.0,1.0,1804.731,-10498.2139502502,Time limit reached,13922
7,70,70,35.0,5.0,20.478,-6779.870148959406,OPTIMAL,117
7,70,70,35.0,10.0,23.491,-6895.468629518528,OPTIMAL,112
8,70,70,35.0,0.1,0.026,-1315.312277217477,OPTIMAL,5
8,70,70,35.0,1.0,1807.325,-3325.6952465457443,Time limit reached,22418
8,70,70,35.0,5.0,164.854,-2008.3539208537102,OPTIMAL,1529
8,70,70,35.0,10.0,17.392,-2234.642845374607,OPTIMAL,159
9,70,70,35.0,0.1,0.025,-278.068931115756,OPTIMAL,5
9,70,70,35.0,1.0,1808.677,-803.2301977630395,Time limit reached,35078
9,70,70,35.0,5.0,41.618,-579.1611356830429,OPTIMAL,232
9,70,70,35.0,10.0,20.058,-580.082876603889,OPTIMAL,181
10,70,70,35.0,0.1,0.025,-542.5786305155099,OPTIMAL,5
10,70,70,35.0,1.0,1808.019,-1536.465740197692,Time limit reached,28391
10,70,70,35.0,5.0,34.021,-1029.2937528461907,OPTIMAL,385
10,70,70,35.0,10.0,18.536,-1085.582496834966,OPTIMAL,163
1,90,90,45.0,0.1,0.033,-18670.312276752353,OPTIMAL,5
1,90,90,45.0,1.0,1806.511,-53697.33395105873,Time limit reached,6588
1,90,90,45.0,5.0,48.525,-32165.473965912257,OPTIMAL,94
1,90,90,45.0,10.0,33.178,-38133.890957967844,OPTIMAL,94
2,90,90,45.0,0.1,0.032,-14084.188010188294,OPTIMAL,5
2,90,90,45.0,1.0,1809.973,-38647.89708760296,Time limit reached,9792
2,90,90,45.0,5.0,46.706,-21446.70421801227,OPTIMAL,210
2,90,90,45.0,10.0,24.708,-27740.677769395028,OPTIMAL,146
3,90,90,45.0,0.1,0.029,-4063.3151238691667,OPTIMAL,5
3,90,90,45.0,1.0,1808.585,-9596.597003045146,Time limit reached,12772
3,90,90,45.0,5.0,47.068,-5228.694089750159,OPTIMAL,318
3,90,90,45.0,10.0,25.935,-6949.013484341333,OPTIMAL,135
4,90,90,45.0,0.1,0.028,-10504.732237194454,OPTIMAL,5
4,90,90,45.0,1.0,1804.146,-27929.482817529217,Time limit reached,9650
4,90,90,45.0,5.0,39.278,-16025.791320369704,OPTIMAL,210
4,90,90,45.0,10.0,40.749,-20889.10882297269,OPTIMAL,140
5,90,90,45.0,0.1,0.031,-1000.1461563458813,OPTIMAL,5
5,90,90,45.0,1.0,1807.292,-3058.9506420767602,Time limit reached,28663
5,90,90,45.0,5.0,30.405,-2100.968896969362,OPTIMAL,251
5,90,90,45.0,10.0,28.959,-2213.440693454848,OPTIMAL,270
6,90,90,45.0,0.1,0.029,-1.4397826701698136e6,OPTIMAL,5
6,90,90,45.0,1.0,17.358,-6.06494968628931e6,OPTIMAL,26
6,90,90,45.0,5.0,70.402,-2.131710434368977e6,OPTIMAL,194
6,90,90,45.0,10.0,28.573,-4.791003124758925e6,OPTIMAL,75
7,90,90,45.0,0.1,0.031,-129915.86278481437,OPTIMAL,5
7,90,90,45.0,1.0,1807.375,-567767.0197051307,Time limit reached,10815
7,90,90,45.0,5.0,54.667,-255243.00881106016,OPTIMAL,293
7,90,90,45.0,10.0,42.518,-427443.4391396943,OPTIMAL,136
8,90,90,45.0,0.1,0.031,-118972.5986311546,OPTIMAL,5
8,90,90,45.0,1.0,24.978,-404123.3180348309,OPTIMAL,72
8,90,90,45.0,5.0,49.313,-179758.24699591318,OPTIMAL,139
8,90,90,45.0,10.0,41.965,-302897.28551606595,OPTIMAL,97
9,90,90,45.0,0.1,0.036,-8286.736243114898,OPTIMAL,5
9,90,90,45.0,1.0,1805.565,-20000.514029506678,Time limit reached,7503
