seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,10,250.0,2.2088024866727203,5.120154486883239,Time limit reached,45,2,0,0
3,10,488.0,2.2088024866727203,4.581913615231723,Time limit reached,89,3,0,0
3,10,713.0,2.391475964208877,4.581913615231723,Time limit reached,127,4,0,0
3,10,906.0,2.391475964208877,4.581913615231723,Time limit reached,161,5,0,0
3,10,1127.0,2.405692041138966,4.581913615231723,Time limit reached,200,6,0,0
3,10,1347.0,2.405692041138966,4.521988041704102,Time limit reached,238,7,0,0
3,10,1540.0,2.572088978175847,4.521988041704102,Time limit reached,275,8,0,0
3,10,1786.0,2.572088978175847,4.521988041704102,Time limit reached,315,9,0,0
3,10,2034.0,2.5871561948844493,4.521988041704102,Time limit reached,356,10,0,0
3,10,2287.0,2.5871561948844493,4.521988041704102,Time limit reached,397,11,0,0
3,10,2492.0,2.587569622589216,4.521988041704102,Time limit reached,432,12,0,0
3,10,2743.0,2.587569622589216,4.521988041704102,Time limit reached,470,13,0,0
3,10,2937.0,2.602280731005038,4.521988041704102,Time limit reached,503,14,0,0
3,10,3160.0,2.602280731005038,4.521988041704102,Time limit reached,541,15,0,0
3,10,3339.0,2.7323539867961593,4.521988041704102,Time limit reached,577,16,0,0
3,10,3580.0,2.7323539867961593,4.521988041704102,Time limit reached,618,17,0,0
3,10,3775.0,2.74616931104204,4.521988041704102,Time limit reached,652,18,0,0
3,10,3997.0,2.74616931104204,4.521988041704102,Time limit reached,691,19,0,0
3,10,4193.0,2.7484578833414095,4.521988041704102,Time limit reached,726,20,0,0
3,10,4394.0,2.7484578833414095,4.521988041704102,Time limit reached,763,21,0,0
3,10,4655.0,2.7623418120205123,4.521988041704102,Time limit reached,809,22,0,0
3,10,4887.0,2.7623418120205123,4.521988041704102,Time limit reached,849,23,0,0
3,10,5063.0,2.793401155707963,4.521988041704102,Time limit reached,883,24,0,0
3,10,5277.0,2.793401155707963,4.521988041704102,Time limit reached,915,25,0,0
3,10,5463.0,2.8087991003453663,4.521988041704102,Time limit reached,951,26,0,0
3,10,5664.0,2.8087991003453663,4.521988041704102,Time limit reached,986,27,1,0
3,10,5835.0,2.8091614903271314,4.521988041704102,Time limit reached,1014,28,0,0
