seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
2,25,5.0,125,1.0,5,1498.0,0.07641403908471676,0.6931471805599452,OPTIMAL,213,2,0,0
2,25,5.0,125,1.0,5,1982.0,0.07641403908471676,0.6931471805599452,OPTIMAL,240,3,0,0
2,25,5.0,125,1.0,5,1995.0,0.07920637067690135,0.665883041136901,OPTIMAL,243,2,0,0
2,25,5.0,125,1.0,5,2520.0,0.07920637067690135,0.665883041136901,OPTIMAL,269,3,0,0
2,25,5.0,125,1.0,5,2539.0,0.08296958508189818,0.665883041136901,OPTIMAL,274,2,0,0
2,25,5.0,125,1.0,5,2983.0,0.08296958508189818,0.665883041136901,OPTIMAL,298,3,0,0
2,25,5.0,125,1.0,5,2990.0,0.08576558868276965,0.6175042075333658,OPTIMAL,300,2,0,0
2,25,5.0,125,1.0,5,3345.0,0.08576558868276965,0.6175042075333658,OPTIMAL,313,3,0,0
2,25,5.0,125,1.0,5,3361.0,0.08642954308541369,0.6175042075333658,OPTIMAL,317,2,0,0
2,25,5.0,125,1.0,5,3733.0,0.08642954308541369,0.6175042075333658,OPTIMAL,329,3,0,0
2,25,5.0,125,1.0,5,3749.0,0.0876962898589554,0.6175042075333658,OPTIMAL,333,2,0,0
2,25,5.0,125,1.0,5,4155.0,0.0876962898589554,0.6175042075333658,OPTIMAL,346,3,0,0
2,25,5.0,125,1.0,5,4169.0,0.08818246213723817,0.6175042075333658,OPTIMAL,349,2,0,0
2,25,5.0,125,1.0,5,4565.0,0.08818246213723817,0.6175042075333658,OPTIMAL,363,3,0,0
2,25,5.0,125,1.0,5,4581.0,0.08849103457506462,0.6175042075333658,OPTIMAL,367,2,0,0
2,25,5.0,125,1.0,5,5129.0,0.08849103457506462,0.6175042075333658,OPTIMAL,389,3,0,0
2,25,5.0,125,1.0,5,5144.0,0.08849103457506462,0.6175042075333658,OPTIMAL,393,2,0,0
2,25,5.0,125,1.0,5,5710.0,0.08849103457506462,0.6175042075333658,OPTIMAL,414,3,0,0
2,25,5.0,125,1.0,5,5725.0,0.0897478684423736,0.6175042075333658,OPTIMAL,418,2,0,0
2,25,5.0,125,1.0,5,6328.0,0.0897478684423736,0.6175042075333658,OPTIMAL,442,3,0,0
2,25,5.0,125,1.0,5,6343.0,0.09131115333386955,0.6175042075333658,OPTIMAL,446,2,0,0
2,25,5.0,125,1.0,5,6986.0,0.09131115333386955,0.6175042075333658,OPTIMAL,470,3,0,0
2,25,5.0,125,1.0,5,7001.0,0.09272479596706273,0.6175042075333658,OPTIMAL,474,2,0,0
2,25,5.0,125,1.0,5,7660.0,0.09272479596706273,0.6175042075333658,OPTIMAL,501,3,0,0
2,25,5.0,125,1.0,5,7676.0,0.09382642792362693,0.6175042075333658,OPTIMAL,505,2,0,0
2,25,5.0,125,1.0,5,8238.0,0.09382642792362693,0.6175042075333658,OPTIMAL,525,3,0,0
2,25,5.0,125,1.0,5,8253.0,0.0960258162988508,0.6175042075333658,OPTIMAL,529,2,0,0
2,25,5.0,125,1.0,5,8806.0,0.0960258162988508,0.6175042075333658,OPTIMAL,549,3,0,0
2,25,5.0,125,1.0,5,8821.0,0.09611220597038315,0.6175042075333658,OPTIMAL,553,2,0,0
2,25,5.0,125,1.0,5,9437.0,0.09611220597038315,0.6175042075333658,OPTIMAL,572,3,0,0
2,25,5.0,125,1.0,5,9451.0,0.09629061105210227,0.6175042075333658,OPTIMAL,576,2,0,0
