seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-266.88679585715033,10.251133412465322,0.03841004340264246,21,510,Time limit reached,603.299
1,5,-292.4946578242522,13.573423215246464,0.04640571324007622,23,525,Time limit reached,604.689
1,6,-213.14238020047736,20.355174890965827,0.09550036399058773,15,512,Time limit reached,602.987
1,7,-188.18866828036377,27.638265167357503,0.14686466204321066,27,721,Time limit reached,602.799
1,8,-112.17005317633968,18.92717917457975,0.16873647322627916,15,527,Time limit reached,605.329
2,4,-369.9064923829714,11.671507719803799,0.03155258953314088,25,470,Time limit reached,602.731
2,5,-194.5843193000834,32.45311855050397,0.16678177700668434,7,217,Time limit reached,605.655
2,6,-230.24430796165942,11.671920527711592,0.05069363334556447,125,3795,Time limit reached,601.423
2,7,-158.5986893995471,31.656804611401554,0.19960319174927527,21,650,Time limit reached,602.692
2,8,-158.54948993414985,41.0186098223148,0.2587117110206473,13,474,Time limit reached,602.135
3,4,-350.8557083198777,9.65589068224358,0.02752097358906367,25,424,Time limit reached,602.727
3,5,-301.2063625424759,16.19736506818748,0.053774976502706975,19,571,Time limit reached,603.019
3,6,-203.44961046548556,17.026235506788453,0.0836877272354222,7,212,Time limit reached,606.566
3,7,-158.2155014924865,25.17803769504809,0.1591376158311755,17,581,Time limit reached,602.886
3,8,-142.4497814025163,43.684538141101314,0.30666623501276674,11,375,Time limit reached,606.004
