seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
10,50,50,25.0,1.0,2037.0,0.4652650683495337,1.0000000000000004,Time limit reached,24,0,0
10,50,50,25.0,1.0,3591.0,0.4652650683495337,1.0000000000000004,Time limit reached,45,0,0
10,50,50,25.0,1.0,4153.0,0.4652650683495337,1.0000000000000004,Time limit reached,70,0,0
10,50,50,25.0,1.0,4383.0,0.4652650683495337,1.0000000000000004,Time limit reached,94,0,0
10,50,50,25.0,1.0,4582.0,0.4660256350380498,1.0000000000000004,Time limit reached,121,0,0
10,50,50,25.0,1.0,4772.0,0.4660256350380498,1.0000000000000004,Time limit reached,145,0,0
10,50,50,25.0,1.0,4958.0,0.4667920138896704,1.0000000000000004,Time limit reached,169,0,0
10,50,50,25.0,1.0,5180.0,0.4667920138896704,1.0000000000000004,Time limit reached,191,0,0
10,50,50,25.0,1.0,5416.0,0.4670179346715329,1.0000000000000004,Time limit reached,219,0,0
10,50,50,25.0,1.0,5667.0,0.4670179346715329,1.0000000000000004,Time limit reached,250,0,0
10,50,50,25.0,1.0,5884.0,0.4670764184047075,1.0000000000000004,Time limit reached,279,0,0
10,50,50,25.0,1.0,6076.0,0.4670764184047075,1.0000000000000004,Time limit reached,304,0,0
10,50,50,25.0,1.0,6308.0,0.46713995635616784,1.0000000000000004,Time limit reached,335,0,0
10,50,50,25.0,1.0,6514.0,0.46713995635616784,1.0000000000000004,Time limit reached,362,0,0
10,50,50,25.0,1.0,6728.0,0.4674396788140595,1.0000000000000004,Time limit reached,390,0,0
10,50,50,25.0,1.0,6909.0,0.4674396788140595,1.0000000000000004,Time limit reached,414,0,0
10,50,50,25.0,1.0,7134.0,0.4674396788140595,1.0000000000000004,Time limit reached,445,0,0
10,50,50,25.0,1.0,7338.0,0.4674396788140595,1.0000000000000004,Time limit reached,473,0,0
10,50,50,25.0,1.0,7567.0,0.4680488457472189,1.0000000000000004,Time limit reached,505,0,0
10,50,50,25.0,1.0,7764.0,0.4680488457472189,1.0000000000000004,Time limit reached,532,0,0
10,50,50,25.0,1.0,7935.0,0.4680488457472189,1.0000000000000004,Time limit reached,556,0,0
10,50,50,25.0,1.0,8163.0,0.4680488457472189,1.0000000000000004,Time limit reached,587,0,0
10,50,50,25.0,1.0,8344.0,0.4680488457472189,1.0000000000000004,Time limit reached,613,0,0
10,50,50,25.0,1.0,8575.0,0.4680488457472189,1.0000000000000004,Time limit reached,643,0,0
10,50,50,25.0,1.0,8769.0,0.4682204341876118,1.0000000000000004,Time limit reached,670,0,0
10,50,50,25.0,1.0,8985.0,0.4682204341876118,1.0000000000000004,Time limit reached,698,0,0
10,50,50,25.0,1.0,9185.0,0.46824006281485775,1.0000000000000004,Time limit reached,725,0,0
10,50,50,25.0,1.0,9398.0,0.46824006281485775,1.0000000000000004,Time limit reached,755,0,0
10,50,50,25.0,1.0,9577.0,0.4682581572104213,1.0000000000000004,Time limit reached,781,0,0
10,50,50,25.0,1.0,9791.0,0.4682581572104213,1.0000000000000004,Time limit reached,812,0,0
10,50,50,25.0,1.0,9997.0,0.4683007313178518,1.0000000000000004,Time limit reached,843,0,0
10,50,50,25.0,1.0,10195.0,0.4683007313178518,1.0000000000000004,Time limit reached,872,0,0
10,50,50,25.0,1.0,10392.0,0.4683007313178518,1.0000000000000004,Time limit reached,902,0,0
10,50,50,25.0,1.0,10584.0,0.4683007313178518,1.0000000000000004,Time limit reached,930,0,0
10,50,50,25.0,1.0,10794.0,0.468307181307918,1.0000000000000004,Time limit reached,960,0,0
10,50,50,25.0,1.0,11010.0,0.468307181307918,1.0000000000000004,Time limit reached,991,0,0
10,50,50,25.0,1.0,11218.0,0.4683618453260058,1.0000000000000004,Time limit reached,1023,0,0
10,50,50,25.0,1.0,11425.0,0.4683618453260058,1.0000000000000004,Time limit reached,1054,0,0
10,50,50,25.0,1.0,11622.0,0.46849394040261066,1.0000000000000004,Time limit reached,1085,0,0
10,50,50,25.0,1.0,11823.0,0.46849394040261066,1.0000000000000004,Time limit reached,1114,0,0
10,50,50,25.0,1.0,12046.0,0.46849394040261066,1.0000000000000004,Time limit reached,1146,0,0
10,50,50,25.0,1.0,12234.0,0.46849394040261066,1.0000000000000004,Time limit reached,1174,0,0
10,50,50,25.0,1.0,12419.0,0.46867170859740426,1.0000000000000004,Time limit reached,1202,0,0
10,50,50,25.0,1.0,12661.0,0.46867170859740426,1.0000000000000004,Time limit reached,1237,0,0
10,50,50,25.0,1.0,12861.0,0.4687377231040579,1.0000000000000004,Time limit reached,1268,0,0
10,50,50,25.0,1.0,13025.0,0.4687377231040579,1.0000000000000004,Time limit reached,1294,0,0
10,50,50,25.0,1.0,13196.0,0.4687377231040579,1.0000000000000004,Time limit reached,1323,0,0
10,50,50,25.0,1.0,13397.0,0.4687377231040579,1.0000000000000004,Time limit reached,1357,0,0
10,50,50,25.0,1.0,13557.0,0.4687377231040579,1.0000000000000004,Time limit reached,1382,0,0
10,50,50,25.0,1.0,13775.0,0.4687377231040579,1.0000000000000004,Time limit reached,1415,0,0
10,50,50,25.0,1.0,13951.0,0.4687377231040579,1.0000000000000004,Time limit reached,1443,0,0
10,50,50,25.0,1.0,14140.0,0.4687377231040579,1.0000000000000004,Time limit reached,1471,0,0
10,50,50,25.0,1.0,14362.0,0.4687377231040579,1.0000000000000004,Time limit reached,1505,0,0
10,50,50,25.0,1.0,14583.0,0.4687377231040579,1.0000000000000004,Time limit reached,1539,0,0
10,50,50,25.0,1.0,14792.0,0.46879110502259963,1.0000000000000004,Time limit reached,1571,0,0
10,50,50,25.0,1.0,15017.0,0.46879110502259963,1.0000000000000004,Time limit reached,1605,0,0
10,50,50,25.0,1.0,15226.0,0.4688084301263562,1.0000000000000004,Time limit reached,1639,0,0
10,50,50,25.0,1.0,15397.0,0.4688084301263562,1.0000000000000004,Time limit reached,1668,0,0
10,50,50,25.0,1.0,15597.0,0.46900769483033045,1.0000000000000004,Time limit reached,1700,0,0
10,50,50,25.0,1.0,15751.0,0.46900769483033045,1.0000000000000004,Time limit reached,1725,0,0
10,50,50,25.0,1.0,15937.0,0.4690357465643602,1.0000000000000004,Time limit reached,1756,0,0
