seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
1,18,90,4.0,122.0,2.301823427213138,2.5444467333794374,OPTIMAL,32,2,0,0
1,18,90,4.0,202.0,2.301823427213138,2.5444467333794374,OPTIMAL,50,3,74,0
1,18,90,4.0,285.0,2.3324211353427824,2.5444467333794374,OPTIMAL,74,4,76,0
1,18,90,4.0,345.0,2.3324211353427824,2.5444467333794374,OPTIMAL,93,5,0,0
1,18,90,4.0,404.0,2.3460705152678227,2.5444467333794374,OPTIMAL,112,6,0,0
1,18,90,4.0,450.0,2.3460705152678227,2.5444467333794374,OPTIMAL,127,7,0,0
1,18,90,4.0,506.0,2.3670211847396523,2.5444467333794374,OPTIMAL,144,8,1,0
1,18,90,4.0,576.0,2.3670211847396523,2.5444467333794374,OPTIMAL,161,9,0,0
1,18,90,4.0,625.0,2.3769646724971842,2.5444467333794374,OPTIMAL,179,10,1,0
1,18,90,4.0,682.0,2.3769646724971842,2.5444467333794374,OPTIMAL,198,11,0,0
1,18,90,4.0,744.0,2.379396627072331,2.5444467333794374,OPTIMAL,219,12,0,0
1,18,90,4.0,781.0,2.379396627072331,2.5444467333794374,OPTIMAL,232,13,0,0
1,18,90,4.0,834.0,2.3927870286681947,2.5444467333794374,OPTIMAL,251,14,3,0
1,18,90,4.0,882.0,2.3927870286681947,2.5444467333794374,OPTIMAL,266,15,0,0
1,18,90,4.0,943.0,2.4054844563768834,2.5444467333794374,OPTIMAL,281,16,2,0
1,18,90,4.0,1008.0,2.4054844563768834,2.5444467333794374,OPTIMAL,302,17,0,0
1,18,90,4.0,1087.0,2.406053813322566,2.5444467333794374,OPTIMAL,327,18,0,0
1,18,90,4.0,1133.0,2.406053813322566,2.5444467333794374,OPTIMAL,343,19,0,0
1,18,90,4.0,1195.0,2.4061529760869185,2.5444467333794374,OPTIMAL,364,20,2,0
1,18,90,4.0,1239.0,2.4061529760869185,2.5444467333794374,OPTIMAL,378,21,0,0
1,18,90,4.0,1308.0,2.410753228390616,2.5444467333794374,OPTIMAL,395,22,0,0
1,18,90,4.0,1359.0,2.410753228390616,2.5444467333794374,OPTIMAL,411,23,0,0
1,18,90,4.0,1420.0,2.411084163934362,2.5444467333794374,OPTIMAL,429,24,1,0
1,18,90,4.0,1475.0,2.411084163934362,2.5444467333794374,OPTIMAL,446,25,0,0
1,18,90,4.0,1519.0,2.4211390763118317,2.5444467333794374,OPTIMAL,463,26,2,0
1,18,90,4.0,1566.0,2.4211390763118317,2.5444467333794374,OPTIMAL,479,27,0,0
1,18,90,4.0,1608.0,2.43070528644854,2.5444467333794374,OPTIMAL,494,28,2,0
1,18,90,4.0,1644.0,2.43070528644854,2.5444467333794374,OPTIMAL,506,29,0,0
1,18,90,4.0,1698.0,2.4321658108678417,2.5444467333794374,OPTIMAL,520,30,1,0
1,18,90,4.0,1735.0,2.4321658108678417,2.5444467333794374,OPTIMAL,532,31,0,0
1,18,90,4.0,1781.0,2.4356105849157292,2.5444467333794374,OPTIMAL,549,32,0,0
1,18,90,4.0,1822.0,2.4356105849157292,2.5444467333794374,OPTIMAL,563,33,0,0
1,18,90,4.0,1873.0,2.4362282635134167,2.5444467333794374,OPTIMAL,581,34,0,0
1,18,90,4.0,1919.0,2.4362282635134167,2.5444467333794374,OPTIMAL,595,35,0,0
1,18,90,4.0,1975.0,2.4370175146359556,2.5444467333794374,OPTIMAL,614,36,0,0
1,18,90,4.0,2031.0,2.4370175146359556,2.5444467333794374,OPTIMAL,632,37,0,0
1,18,90,4.0,2100.0,2.4434066114638573,2.5444467333794374,OPTIMAL,650,38,1,0
1,18,90,4.0,2157.0,2.4434066114638573,2.5444467333794374,OPTIMAL,670,39,0,0
1,18,90,4.0,2226.0,2.446529483729291,2.5444467333794374,OPTIMAL,693,40,0,0
1,18,90,4.0,2290.0,2.446529483729291,2.5444467333794374,OPTIMAL,714,41,0,0
1,18,90,4.0,2349.0,2.4494115667401686,2.5444467333794374,OPTIMAL,732,42,1,0
1,18,90,4.0,2378.0,2.4494115667401686,2.5444467333794374,OPTIMAL,742,43,0,0
1,18,90,4.0,2438.0,2.4520484557730615,2.5444467333794374,OPTIMAL,759,44,0,0
1,18,90,4.0,2474.0,2.4520484557730615,2.5444467333794374,OPTIMAL,771,45,0,0
1,18,90,4.0,2516.0,2.452559254177924,2.5444467333794374,OPTIMAL,787,46,1,0
1,18,90,4.0,2549.0,2.452559254177924,2.5444467333794374,OPTIMAL,797,47,0,0
1,18,90,4.0,2588.0,2.4546265412993935,2.5444467333794374,OPTIMAL,811,48,0,0
1,18,90,4.0,2623.0,2.4546265412993935,2.5444467333794374,OPTIMAL,822,49,0,0
1,18,90,4.0,2662.0,2.458646982726927,2.5444467333794374,OPTIMAL,837,50,3,0
1,18,90,4.0,2719.0,2.458646982726927,2.5444467333794374,OPTIMAL,856,51,0,0
1,18,90,4.0,2775.0,2.461054183242609,2.5444467333794374,OPTIMAL,874,52,0,0
1,18,90,4.0,2827.0,2.461054183242609,2.5444467333794374,OPTIMAL,886,53,0,0
1,18,90,4.0,2873.0,2.4616421488155416,2.5444467333794374,OPTIMAL,903,54,1,0
1,18,90,4.0,2922.0,2.4616421488155416,2.5444467333794374,OPTIMAL,918,55,0,0
1,18,90,4.0,2963.0,2.463030235163161,2.5444467333794374,OPTIMAL,934,56,4,0
1,18,90,4.0,2980.0,2.463030235163161,2.5444467333794374,OPTIMAL,938,57,0,0
1,18,90,4.0,2985.0,2.4658470583336394,2.5444467333794374,OPTIMAL,940,56,7,0
1,18,90,4.0,3046.0,2.4658470583336394,2.5444467333794374,OPTIMAL,963,57,0,0
1,18,90,4.0,3102.0,2.4685287490772616,2.5444467333794374,OPTIMAL,982,58,0,0
1,18,90,4.0,3154.0,2.4685287490772616,2.5444467333794374,OPTIMAL,999,59,0,0
1,18,90,4.0,3212.0,2.470628247323616,2.5444467333794374,OPTIMAL,1013,60,0,0
1,18,90,4.0,3241.0,2.470628247323616,2.5444467333794374,OPTIMAL,1022,61,0,0
1,18,90,4.0,3296.0,2.4739411383408587,2.5444467333794374,OPTIMAL,1044,60,0,0
1,18,90,4.0,3335.0,2.4739411383408587,2.5444467333794374,OPTIMAL,1056,61,0,0
1,18,90,4.0,3370.0,2.4740788961183244,2.5444467333794374,OPTIMAL,1068,62,0,0
1,18,90,4.0,3409.0,2.4740788961183244,2.5444467333794374,OPTIMAL,1081,63,0,0
1,18,90,4.0,3450.0,2.476520588572267,2.5444467333794374,OPTIMAL,1096,62,0,0
1,18,90,4.0,3497.0,2.476520588572267,2.5444467333794374,OPTIMAL,1111,63,0,0
1,18,90,4.0,3559.0,2.4768660944531464,2.5444467333794374,OPTIMAL,1127,64,1,0
1,18,90,4.0,3603.0,2.4768660944531464,2.5444467333794374,OPTIMAL,1143,65,0,0
1,18,90,4.0,3656.0,2.4779244018455344,2.5444467333794374,OPTIMAL,1161,66,0,0
1,18,90,4.0,3701.0,2.4779244018455344,2.5444467333794374,OPTIMAL,1177,67,0,0
1,18,90,4.0,3739.0,2.4779657343712223,2.5444467333794374,OPTIMAL,1190,68,2,0
1,18,90,4.0,3777.0,2.4779657343712223,2.5444467333794374,OPTIMAL,1203,69,0,0
1,18,90,4.0,3826.0,2.479353732642007,2.5444467333794374,OPTIMAL,1220,70,2,0
1,18,90,4.0,3840.0,2.479353732642007,2.5444467333794374,OPTIMAL,1223,71,0,0
1,18,90,4.0,3846.0,2.48014293527064,2.5444467333794374,OPTIMAL,1225,70,6,0
1,18,90,4.0,3889.0,2.48014293527064,2.5444467333794374,OPTIMAL,1239,71,0,0
1,18,90,4.0,3941.0,2.480406923986216,2.5444467333794374,OPTIMAL,1258,70,2,0
1,18,90,4.0,3967.0,2.480406923986216,2.5444467333794374,OPTIMAL,1261,71,0,0
1,18,90,4.0,3972.0,2.481057947618008,2.5444467333794374,OPTIMAL,1263,70,6,0
1,18,90,4.0,3986.0,2.481057947618008,2.5444467333794374,OPTIMAL,1267,71,0,0
1,18,90,4.0,3991.0,2.48240299463248,2.5444467333794374,OPTIMAL,1269,70,6,0
1,18,90,4.0,4056.0,2.48240299463248,2.5444467333794374,OPTIMAL,1291,71,0,0
1,18,90,4.0,4108.0,2.4825650892224993,2.5444467333794374,OPTIMAL,1307,72,1,0
1,18,90,4.0,4134.0,2.4825650892224993,2.5444467333794374,OPTIMAL,1315,73,0,0
1,18,90,4.0,4178.0,2.485006172524349,2.5444467333794374,OPTIMAL,1332,72,0,0
1,18,90,4.0,4217.0,2.485006172524349,2.5444467333794374,OPTIMAL,1344,73,0,0
1,18,90,4.0,4260.0,2.485558742388834,2.5444467333794374,OPTIMAL,1358,72,2,0
1,18,90,4.0,4309.0,2.485558742388834,2.5444467333794374,OPTIMAL,1373,73,0,0
1,18,90,4.0,4378.0,2.486280407977273,2.5444467333794374,OPTIMAL,1392,74,0,0
