seed,dimension,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,20,18.493,-2.485383514659386,0.02406649110414083,0.009683210241876522,OPTIMAL,9516
2,20,7.226,-1.8589182762517051,0.016191060707615446,0.008709936802742537,OPTIMAL,3858
3,20,7.738,0.8377493297643657,0.0068634215966429934,0.00826036586873675,OPTIMAL,5232
4,20,3.825,-0.5047425605781184,0.0013799008901234089,0.0027338706855687144,OPTIMAL,3027
5,20,16.435,1.5453064884525718,0.011418074572987713,0.007443875623330756,OPTIMAL,7294
6,20,1.501,2.7747400884785094,0.012674862226074168,0.004588907642587209,OPTIMAL,1185
7,20,4.896,-0.3751554803904189,0.0,0.0,OPTIMAL,3528
8,20,2.564,-4.171067075821629,0.03851183274690673,0.009233088810810015,OPTIMAL,2141
9,20,2.73,2.0907497426031947,0.014501878186372164,0.006984656521462796,OPTIMAL,1973
10,20,4.81,2.2414157654206948,0.018505887280605204,0.008325073122662577,OPTIMAL,2861
1,25,6.36,4.76260907095854,0.04450740742711279,0.00943332946195985,OPTIMAL,3128
2,25,7.356,5.658724117181837,0.03642189106110827,0.006478109784261565,OPTIMAL,3049
3,25,16.855,4.632954253479961,0.04374027952148829,0.009531104840544114,OPTIMAL,7821
4,25,12.197,5.277386746389526,0.041768665500566016,0.007977790750824606,OPTIMAL,4683
5,25,126.531,-7.964825509978137,0.07879461914545338,0.009892824274272101,OPTIMAL,26155
6,25,34.162,-1.6475345946182056,0.01612738630413091,0.009788799796260557,OPTIMAL,8725
7,25,50.804,-8.448290163133155,0.0829717083367818,0.009821124361809408,OPTIMAL,12205
8,25,42.559,3.1744625191736633,0.030870433930531238,0.00982011440843275,OPTIMAL,16597
9,25,34.2,-5.301943539218637,0.05122295325859927,0.009661165359401043,OPTIMAL,12937
10,25,31.207,-3.526877058726355,0.03381521300974377,0.009587862703089317,OPTIMAL,8419
1,30,42.37,3.940864615749264,0.035931316115346945,0.009201518530089993,OPTIMAL,10136
2,30,19.385,2.937179104729881,0.014394695623550113,0.004924993981321882,OPTIMAL,6011
3,30,22.575,2.9106751048463555,0.026848734007466124,0.009310107667701219,OPTIMAL,6657
4,30,40.841,-11.804488808745113,0.11727468599240076,0.009934753456288614,OPTIMAL,9152
5,30,27.533,3.345854180802773,0.02905364886010453,0.008759540581443301,OPTIMAL,8562
6,30,217.398,2.4759792397156923,0.024217225867661174,0.009877478209906813,OPTIMAL,47043
7,30,18.126,7.140373736095056,0.04663829535097275,0.006574574952865836,OPTIMAL,5754
8,30,12.353,6.684588283277687,0.03829511861116419,0.0057618762312128076,OPTIMAL,4313
9,30,10.471,5.841953620863588,0.040064420636202414,0.006905409471561819,OPTIMAL,3499
10,30,1016.455,-7.6401426949017095,0.07626513193229467,0.009982160671316602,OPTIMAL,169308
1,35,37.791,5.444620365578516,0.04773732261064545,0.008845350590438882,OPTIMAL,8512
2,35,8.389,-18.281004205875192,0.1807647062358484,0.00988811687805169,OPTIMAL,2583
3,35,38.044,5.909660421176588,0.02800616481498963,0.004761613585956392,OPTIMAL,8261
4,35,24.06,6.05604144129502,0.048883754054853235,0.008137584628199033,OPTIMAL,6007
5,35,181.992,-0.20620544007426833,0.0016664492425348953,0.008081499896097289,OPTIMAL,36810
6,35,758.008,1.9432477596768276,0.01765507996993243,0.009168647220148242,OPTIMAL,124464
7,35,12.816,9.784495545682114,0.0781140266523348,0.008047697949971252,OPTIMAL,4719
8,35,14.248,5.495979181037755,0.04633037315679989,0.008501533729990029,OPTIMAL,4062
9,35,59.364,5.208177299597729,0.046829721938184576,0.009073157975425461,OPTIMAL,12266
10,35,76.489,4.1657440118389,0.01988388104656824,0.004796081010761971,OPTIMAL,13944
1,40,87.722,4.38234345670403,0.04131132650453484,0.009516475636552441,OPTIMAL,18535
2,40,382.891,-12.884479884908464,0.12826051794684723,0.009954652348604171,OPTIMAL,57348
3,40,174.621,5.363957302161263,0.04981741646736193,0.00937450227862358,OPTIMAL,25219
4,40,229.171,1.9679886305310799,0.014075537445229713,0.007203768425032642,OPTIMAL,42059
5,40,70.729,3.5585423500323055,0.03425853386258737,0.009720707993325129,OPTIMAL,14881
6,40,1800.363,-10.757760900798802,0.23212909743979715,0.0215778264250659,Time limit reached,305629
7,40,63.846,8.359619028667614,0.05819224519154709,0.007009908863784518,OPTIMAL,11656
8,40,124.002,8.762599546052309,0.08666716439542732,0.009989377577292288,OPTIMAL,19438
9,40,56.963,8.862692105524477,0.08691698114363078,0.009904194206407835,OPTIMAL,10869
10,40,1711.247,-0.037663277414651475,0.00019503340042525963,0.0051783438355098976,OPTIMAL,213272
1,45,186.318,9.570033809940176,0.09354877917966675,0.00987167487480949,OPTIMAL,27940
2,45,1800.212,-3.2463424538760233,0.5553041822312581,0.1710553307671665,Time limit reached,193470
3,45,15.451,11.720076285232857,0.11226015678531454,0.009671083306548593,OPTIMAL,3371
4,45,50.801,4.979779257194664,0.03999768141896709,0.008097054658269223,OPTIMAL,9248
5,45,538.092,8.155608577814819,0.07919469770772025,0.009805675994736179,OPTIMAL,84300
6,45,109.364,5.409900999267513,0.04803428443611857,0.008958500274400987,OPTIMAL,16882
7,45,1128.052,4.490579294280214,0.04341331779642221,0.009762018783645108,OPTIMAL,140348
8,45,662.98,2.4495974353436507,0.020892937567771774,0.008602502933932384,OPTIMAL,76665
9,45,150.091,6.966016480517553,0.06725524346165734,0.009748886959647714,OPTIMAL,21820
10,45,614.181,7.093204058679744,0.06825061717549374,0.009715454734868572,OPTIMAL,84956
1,50,170.204,7.593465317694221,0.056730765635728986,0.007527234141506846,OPTIMAL,22134
2,50,188.384,8.337330770955553,0.08169223245773516,0.009895325731230444,OPTIMAL,25414
3,50,118.592,5.822089526061514,0.05659338862757046,0.00981587486636641,OPTIMAL,16892
4,50,103.198,14.781250763390362,0.10445645107721546,0.007117116234952026,OPTIMAL,15655
5,50,225.697,4.195510221121479,0.03557799275337992,0.008552541435834116,OPTIMAL,35862
6,50,53.683,13.15108454302793,0.12583597585492434,0.009660927022311385,OPTIMAL,9062
7,50,69.592,9.798761816122004,0.07213338127982816,0.007416072461597901,OPTIMAL,12414
8,50,469.969,12.973583773785073,0.12535589940375758,0.009756668439365913,OPTIMAL,58719
9,50,171.527,14.127326014252441,0.12190378524674372,0.008704042138356736,OPTIMAL,26479
10,50,1800.339,-2.1169019048943998,1.6957352462995203,0.8010457368756116,Time limit reached,243988
1,55,442.701,10.195430430955852,0.10069643109134851,0.00997514457465646,OPTIMAL,57920
2,55,80.635,13.98917134896694,0.12507851717871432,0.009021759930222667,OPTIMAL,12042
3,55,229.19,5.009319592747092,0.0480452200428223,0.009684048176644991,OPTIMAL,31441
4,55,108.7,15.182207790242831,0.07195042371369809,0.004761694123958214,OPTIMAL,15169
