seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,30,150,6.0,1326.0,3.574774864599008,4.220715863799662,Time limit reached,40,2
2,30,150,6.0,2350.0,3.574774864599008,4.220715863799662,Time limit reached,70,3
2,30,150,6.0,3390.0,3.607305270778362,4.220715863799662,Time limit reached,105,4
2,30,150,6.0,4452.0,3.607305270778362,4.220715863799662,Time limit reached,130,5
2,30,150,6.0,5705.0,3.6327813476619997,4.220715863799662,Time limit reached,168,6
2,30,150,6.0,6605.0,3.6327813476619997,4.220715863799662,Time limit reached,193,7
2,30,150,6.0,7785.0,3.641860472391404,4.220715863799662,Time limit reached,231,8
2,30,150,6.0,8942.0,3.641860472391404,4.220715863799662,Time limit reached,261,9
2,30,150,6.0,10190.0,3.6585706354570915,4.220715863799662,Time limit reached,300,10
2,30,150,6.0,11354.0,3.6585706354570915,4.220715863799662,Time limit reached,336,11
2,30,150,6.0,12717.0,3.6685164123895677,4.220715863799662,Time limit reached,378,12
2,30,150,6.0,13637.0,3.6685164123895677,4.220715863799662,Time limit reached,405,13
2,30,150,6.0,15089.0,3.6820862903338223,4.220715863799662,Time limit reached,445,14
2,30,150,6.0,16170.0,3.6820862903338223,4.220715863799662,Time limit reached,476,15
2,30,150,6.0,17718.0,3.69458319499933,4.220715863799662,Time limit reached,517,16
2,30,150,6.0,18717.0,3.69458319499933,4.220715863799662,Time limit reached,547,17
2,30,150,6.0,20166.0,3.7039003114075992,4.220715863799662,Time limit reached,592,18
2,30,150,6.0,21265.0,3.7039003114075992,4.220715863799662,Time limit reached,618,19
2,30,150,6.0,22577.0,3.7076737958055497,4.220715863799662,Time limit reached,659,20
2,30,150,6.0,23410.0,3.7076737958055497,4.220715863799662,Time limit reached,685,21
2,30,150,6.0,24902.0,3.715296126326847,4.220715863799662,Time limit reached,727,22
2,30,150,6.0,26001.0,3.715296126326847,4.220715863799662,Time limit reached,761,23
2,30,150,6.0,27081.0,3.7282023271128244,4.220715863799662,Time limit reached,796,24
2,30,150,6.0,28458.0,3.7282023271128244,4.220715863799662,Time limit reached,832,25
2,30,150,6.0,29925.0,3.7282222825076774,4.220715863799662,Time limit reached,876,26
2,30,150,6.0,31229.0,3.7282222825076774,4.220715863799662,Time limit reached,907,27
2,30,150,6.0,32850.0,3.73394863971461,4.220715863799662,Time limit reached,954,28
2,30,150,6.0,33905.0,3.73394863971461,4.220715863799662,Time limit reached,986,29
