seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,17,1,85,17.0,1,101.0,0.571185380926491,0.6931471805599453,Time limit reached,32,2
1,17,1,85,17.0,1,200.0,0.571185380926491,0.6931471805599453,Time limit reached,62,3
1,17,1,85,17.0,1,379.0,0.5740490319137127,0.6931471805599453,Time limit reached,110,4
1,17,1,85,17.0,1,531.0,0.5740490319137127,0.6931471805599453,Time limit reached,157,5
1,17,1,85,17.0,1,666.0,0.5743356984553225,0.6931471805599453,Time limit reached,199,6
1,17,1,85,17.0,1,836.0,0.5743356984553225,0.6931471805599453,Time limit reached,250,7
1,17,1,85,17.0,1,1005.0,0.5744506577327366,0.6931471805599453,Time limit reached,294,8
1,17,1,85,17.0,1,1155.0,0.5744506577327366,0.6931471805599453,Time limit reached,342,9
1,17,1,85,17.0,1,1301.0,0.5744506577327366,0.6931471805599453,Time limit reached,387,10
1,17,1,85,17.0,1,1497.0,0.5744506577327366,0.6931471805599453,Time limit reached,445,11
1,17,1,85,17.0,1,1723.0,0.5747617632122846,0.6931471805599453,Time limit reached,507,12
1,17,1,85,17.0,1,1892.0,0.5747617632122846,0.6931471805599453,Time limit reached,560,13
1,17,1,85,17.0,1,2074.0,0.5750605714782508,0.6931471805599453,Time limit reached,614,14
1,17,1,85,17.0,1,2299.0,0.5750605714782508,0.6931471805599453,Time limit reached,674,15
1,17,1,85,17.0,1,2521.0,0.5762328725511273,0.6931471805599453,Time limit reached,741,16
1,17,1,85,17.0,1,2716.0,0.5762328725511273,0.6931471805599453,Time limit reached,799,17
1,17,1,85,17.0,1,2918.0,0.5765497926400028,0.6931471805599453,Time limit reached,853,18
1,17,1,85,17.0,1,3106.0,0.5765497926400028,0.6931471805599453,Time limit reached,910,19
1,17,1,85,17.0,1,3284.0,0.5767160989604424,0.6931471805599453,Time limit reached,963,20
1,17,1,85,17.0,1,3529.0,0.5767160989604424,0.6931471805599453,Time limit reached,1028,21
1,17,1,85,17.0,1,3717.0,0.5767160989604424,0.6931471805599453,Time limit reached,1086,22
1,17,1,85,17.0,1,3974.0,0.5767160989604424,0.6931471805599453,Time limit reached,1159,23
1,17,1,85,17.0,1,4236.0,0.5768096803520733,0.6931471805599453,Time limit reached,1228,24
1,17,1,85,17.0,1,4438.0,0.5768096803520733,0.6931471805599453,Time limit reached,1289,25
1,17,1,85,17.0,1,4601.0,0.5768096803520733,0.6931471805599453,Time limit reached,1338,26
1,17,1,85,17.0,1,4824.0,0.5768096803520733,0.6931471805599453,Time limit reached,1398,27
1,17,1,85,17.0,1,5021.0,0.5768858478972552,0.6931471805599453,Time limit reached,1458,28
1,17,1,85,17.0,1,5228.0,0.5768858478972552,0.6931471805599453,Time limit reached,1519,29
1,17,1,85,17.0,1,5440.0,0.5771013480271842,0.6931471805599453,Time limit reached,1576,30
1,17,1,85,17.0,1,5650.0,0.5771013480271842,0.6931471805599453,Time limit reached,1639,31
1,17,1,85,17.0,1,5909.0,0.5771879447728263,0.6931471805599453,Time limit reached,1714,32
1,17,1,85,17.0,1,6164.0,0.5771879447728263,0.6931471805599453,Time limit reached,1783,33
1,17,1,85,17.0,1,6384.0,0.5771879447728263,0.6931471805599453,Time limit reached,1847,34
1,17,1,85,17.0,1,6663.0,0.5771879447728263,0.6931471805599453,Time limit reached,1920,35
1,17,1,85,17.0,1,6914.0,0.5772089692109477,0.6931471805599453,Time limit reached,1992,36
1,17,1,85,17.0,1,7184.0,0.5772089692109477,0.6931471805599453,Time limit reached,2060,37
1,17,1,85,17.0,1,7428.0,0.5772479297330532,0.6931471805599453,Time limit reached,2130,38
1,17,1,85,17.0,1,7650.0,0.5772479297330532,0.6931471805599453,Time limit reached,2194,39
1,17,1,85,17.0,1,7901.0,0.5774484717360636,0.6931471805599453,Time limit reached,2263,40
1,17,1,85,17.0,1,8177.0,0.5774484717360636,0.6931471805599453,Time limit reached,2339,41
1,17,1,85,17.0,1,8460.0,0.5774484717360636,0.6931471805599453,Time limit reached,2412,42
1,17,1,85,17.0,1,8756.0,0.5774484717360636,0.6931471805599453,Time limit reached,2492,43
1,17,1,85,17.0,1,9060.0,0.5774837108579587,0.6931471805599453,Time limit reached,2571,44
1,17,1,85,17.0,1,9303.0,0.5774837108579587,0.6931471805599453,Time limit reached,2639,45
1,17,1,85,17.0,1,9559.0,0.5774952848186511,0.6931471805599453,Time limit reached,2706,46
1,17,1,85,17.0,1,9735.0,0.5774952848186511,0.6931471805599453,Time limit reached,2760,47
1,17,1,85,17.0,1,9923.0,0.5776598075263173,0.6931471805599453,Time limit reached,2817,48
1,17,1,85,17.0,1,10185.0,0.5776598075263173,0.6931471805599453,Time limit reached,2886,49
1,17,1,85,17.0,1,10458.0,0.5776697127570357,0.6931471805599453,Time limit reached,2965,50
1,17,1,85,17.0,1,10760.0,0.5776697127570357,0.6931471805599453,Time limit reached,3043,51
1,17,1,85,17.0,1,11023.0,0.5777027090742645,0.6931471805599453,Time limit reached,3117,52
1,17,1,85,17.0,1,11330.0,0.5777027090742645,0.6931471805599453,Time limit reached,3196,53
1,17,1,85,17.0,1,11602.0,0.577744858780113,0.6931471805599453,Time limit reached,3272,54
1,17,1,85,17.0,1,11814.0,0.577744858780113,0.6931471805599453,Time limit reached,3329,55
1,17,1,85,17.0,1,12011.0,0.5777765435301978,0.6931471805599453,Time limit reached,3390,56
1,17,1,85,17.0,1,12301.0,0.5777765435301978,0.6931471805599453,Time limit reached,3468,57
1,17,1,85,17.0,1,12637.0,0.5778072397461008,0.6931471805599453,Time limit reached,3555,58
1,17,1,85,17.0,1,12963.0,0.5778072397461008,0.6931471805599453,Time limit reached,3639,59
1,17,1,85,17.0,1,13267.0,0.5778150502080309,0.6931471805599453,Time limit reached,3724,60
1,17,1,85,17.0,1,13485.0,0.5778150502080309,0.6931471805599453,Time limit reached,3788,61
