seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
1,6,1418.0,-7.694093681810596,-6.609683018010484,Optimal (tolerance reached),30,3,2,5,0
1,6,2556.0,-7.694093681810596,-6.609683018010484,Optimal (tolerance reached),54,2,0,4,0
1,6,2683.0,-7.582903922008954,-6.609683018010484,Optimal (tolerance reached),77,2,0,13,2
1,6,2805.0,-7.582903922008954,-6.609683018010484,Optimal (tolerance reached),98,2,0,9,3
1,6,2917.0,-7.576626137246209,-6.6096832203637526,Optimal (tolerance reached),118,2,0,6,1
1,6,3066.0,-7.576626137246209,-6.6096832203637526,Optimal (tolerance reached),142,2,0,5,0
1,6,3208.0,-7.476361851678585,-6.6096832203637526,Optimal (tolerance reached),165,2,0,13,3
1,6,3358.0,-7.476361851678585,-6.6096832203637526,Optimal (tolerance reached),191,0,0,11,1
1,6,3490.0,-7.468289920828786,-6.6096832203637526,Optimal (tolerance reached),213,0,0,11,5
1,6,3630.0,-7.468289920828786,-6.6096832203637526,Optimal (tolerance reached),233,0,0,11,3
1,6,3767.0,-7.460984847053436,-6.6096832203637526,Optimal (tolerance reached),255,0,0,9,4
1,6,3895.0,-7.460984847053436,-6.6096832203637526,Optimal (tolerance reached),276,0,0,12,2
1,6,4033.0,-7.45248609913945,-6.6096832203637526,Optimal (tolerance reached),298,0,0,9,2
1,6,4180.0,-7.45248609913945,-6.6096832203637526,Optimal (tolerance reached),322,0,0,15,0
1,6,4334.0,-7.376127445164936,-6.6096832203637526,Optimal (tolerance reached),346,0,0,8,6
1,6,4468.0,-7.376127445164936,-6.6096832203637526,Optimal (tolerance reached),368,0,0,14,1
1,6,4583.0,-7.369314918970338,-6.6096832203637526,Optimal (tolerance reached),387,0,0,13,4
1,6,4718.0,-7.369314918970338,-6.6096832203637526,Optimal (tolerance reached),409,0,0,10,2
1,6,4853.0,-7.36239139116797,-6.6096832203637526,Optimal (tolerance reached),431,0,0,15,3
1,6,5016.0,-7.36239139116797,-6.6096832203637526,Optimal (tolerance reached),457,0,0,14,2
1,6,5148.0,-7.353090446383739,-6.6096832203637526,Optimal (tolerance reached),479,0,0,4,2
1,6,5277.0,-7.353090446383739,-6.6096832203637526,Optimal (tolerance reached),500,1,0,9,2
1,6,5412.0,-7.346424420082569,-6.6096832203637526,Optimal (tolerance reached),523,0,0,6,1
1,6,5529.0,-7.346424420082569,-6.6096832203637526,Optimal (tolerance reached),541,1,0,13,2
1,6,5653.0,-7.336263487553258,-6.6096832203637526,Optimal (tolerance reached),561,0,0,12,2
1,6,5798.0,-7.336263487553258,-6.6096832203637526,Optimal (tolerance reached),585,1,0,13,2
1,6,5914.0,-7.330090979810744,-6.6096832203637526,Optimal (tolerance reached),604,0,0,12,3
1,6,6058.0,-7.330090979810744,-6.6096832203637526,Optimal (tolerance reached),628,1,0,13,0
1,6,6177.0,-7.321497549553046,-6.6096832203637526,Optimal (tolerance reached),646,0,0,12,2
1,6,6316.0,-7.321497549553046,-6.6096832203637526,Optimal (tolerance reached),669,1,0,16,4
1,6,6446.0,-7.279875625263825,-6.6096832203637526,Optimal (tolerance reached),690,0,0,12,3
1,6,6604.0,-7.279875625263825,-6.6096832203637526,Optimal (tolerance reached),715,1,0,9,1
1,6,6748.0,-7.270017655305313,-6.6096832203637526,Optimal (tolerance reached),739,5,0,8,0
1,6,6871.0,-7.270017655305313,-6.6096832203637526,Optimal (tolerance reached),758,1,0,11,3
1,6,7031.0,-7.264570403024387,-6.6096832203637526,Optimal (tolerance reached),785,5,0,7,0
1,6,7178.0,-7.264570403024387,-6.6096832203637526,Optimal (tolerance reached),810,3,0,10,1
