seed,num_v,time,lowerBound,upperBound,termination,LMOcalls
1,8,514.0,-130.5980121124248,-19.45968879593208,Time limit reached,18
1,8,806.0,-130.5980121124248,-19.45968879593208,Time limit reached,28
1,8,1202.0,-130.5980121124248,-19.45968879593208,Time limit reached,43
1,8,1598.0,-130.5980121124248,-19.45968879593208,Time limit reached,57
1,8,1827.0,-130.07925403376913,-19.45968879593208,Time limit reached,66
1,8,2368.0,-130.07925403376913,-47.976971979473014,Time limit reached,82
1,8,2856.0,-130.07925403376913,-47.976971979473014,Time limit reached,100
1,8,3497.0,-130.07925403376913,-47.976971979473014,Time limit reached,119
1,8,4072.0,-130.07925403376913,-47.976971979473014,Time limit reached,137
1,8,4739.0,-130.07925403376913,-47.976971979473014,Time limit reached,158
1,8,5252.0,-130.07925403376913,-47.976971979473014,Time limit reached,176
1,8,6096.0,-130.07925403376913,-47.976971979473014,Time limit reached,202
1,8,6701.0,-130.07925403376913,-47.976971979473014,Time limit reached,222
1,8,7320.0,-130.07925403376913,-53.47290332644328,Time limit reached,241
1,8,7891.0,-130.07925403376913,-53.47290332644328,Time limit reached,260
1,8,8597.0,-130.07925403376913,-53.47290332644328,Time limit reached,280
1,8,9153.0,-130.07925403376913,-53.47290332644328,Time limit reached,296
1,8,9815.0,-130.07925403376913,-53.47290332644328,Time limit reached,315
1,8,10277.0,-130.07925403376913,-53.47290332644328,Time limit reached,331
1,8,10989.0,-130.07925403376913,-53.47290332644328,Time limit reached,353
1,8,11500.0,-130.07925403376913,-53.47290332644328,Time limit reached,370
1,8,12142.0,-130.07925403376913,-53.47290332644328,Time limit reached,388
1,8,12875.0,-130.07925403376913,-53.47290332644328,Time limit reached,410
1,8,13750.0,-130.07925403376913,-53.47290332644328,Time limit reached,432
1,8,14886.0,-130.07925403376913,-53.47290332644328,Time limit reached,464
1,8,15541.0,-130.07925403376913,-53.47290332644328,Time limit reached,486
1,8,16527.0,-130.07925403376913,-53.47290332644328,Time limit reached,513
1,8,17594.0,-130.07925403376913,-53.47290332644328,Time limit reached,538
1,8,18924.0,-130.07925403376913,-53.47290332644328,Time limit reached,566
1,8,19910.0,-130.07925403376913,-53.47290332644328,Time limit reached,593
1,8,20655.0,-130.07925403376913,-53.47290332644328,Time limit reached,615
1,8,21934.0,-130.07925403376913,-53.47290332644328,Time limit reached,647
1,8,22584.0,-130.07925403376913,-53.47290332644328,Time limit reached,669
1,8,23890.0,-130.07925403376913,-53.47290332644328,Time limit reached,696
1,8,24563.0,-130.07925403376913,-53.47290332644328,Time limit reached,718
1,8,25139.0,-130.07925403376913,-53.47290332644328,Time limit reached,736
1,8,25907.0,-130.07925403376913,-53.47290332644328,Time limit reached,759
1,8,26789.0,-130.07925403376913,-53.47290332644328,Time limit reached,783
1,8,27900.0,-130.07925403376913,-53.47290332644328,Time limit reached,804
1,8,28749.0,-130.07925403376913,-53.47290332644328,Time limit reached,827
1,8,29400.0,-130.07925403376913,-57.228014413815515,Time limit reached,845
1,8,30405.0,-130.07925403376913,-57.228014413815515,Time limit reached,870
1,8,31351.0,-130.07925403376913,-57.228014413815515,Time limit reached,895
1,8,32286.0,-130.07925403376913,-57.228014413815515,Time limit reached,917
1,8,33289.0,-130.07925403376913,-57.228014413815515,Time limit reached,943
1,8,34035.0,-130.07925403376913,-57.228014413815515,Time limit reached,965
1,8,34654.0,-130.07925403376913,-57.228014413815515,Time limit reached,984
1,8,35384.0,-130.07925403376913,-57.228014413815515,Time limit reached,1002
1,8,36179.0,-130.07925403376913,-57.228014413815515,Time limit reached,1025
1,8,36950.0,-130.07925403376913,-57.228014413815515,Time limit reached,1047
1,8,37870.0,-130.07925403376913,-57.228014413815515,Time limit reached,1076
1,8,38699.0,-130.07925403376913,-57.228014413815515,Time limit reached,1097
1,8,39351.0,-130.07925403376913,-57.228014413815515,Time limit reached,1118
1,8,39894.0,-130.07925403376913,-57.228014413815515,Time limit reached,1136
1,8,40748.0,-130.07925403376913,-57.228014413815515,Time limit reached,1160
1,8,41619.0,-130.07925403376913,-57.228014413815515,Time limit reached,1184
1,8,42340.0,-130.07925403376913,-57.228014413815515,Time limit reached,1206
1,8,43283.0,-130.07925403376913,-57.228014413815515,Time limit reached,1230
1,8,44049.0,-130.07925403376913,-57.228014413815515,Time limit reached,1252
1,8,45019.0,-130.07925403376913,-57.228014413815515,Time limit reached,1276
1,8,46223.0,-130.07925403376913,-57.228014413815515,Time limit reached,1300
1,8,46986.0,-130.07925403376913,-57.228014413815515,Time limit reached,1324
1,8,48087.0,-130.07925403376913,-57.228014413815515,Time limit reached,1355
1,8,49032.0,-130.07925403376913,-57.228014413815515,Time limit reached,1380
1,8,50359.0,-130.07925403376913,-57.228014413815515,Time limit reached,1410
1,8,51572.0,-130.07925403376913,-57.228014413815515,Time limit reached,1439
1,8,52572.0,-130.07925403376913,-57.228014413815515,Time limit reached,1469
1,8,53732.0,-130.07925403376913,-57.228014413815515,Time limit reached,1495
1,8,55064.0,-130.07925403376913,-57.228014413815515,Time limit reached,1521
1,8,56639.0,-130.07925403376913,-57.228014413815515,Time limit reached,1557
1,8,57500.0,-130.07925403376913,-57.228014413815515,Time limit reached,1581
1,8,58170.0,-130.07925403376913,-57.228014413815515,Time limit reached,1604
1,8,59342.0,-130.07925403376913,-57.228014413815515,Time limit reached,1630
1,8,60484.0,-130.07925403376913,-57.228014413815515,Time limit reached,1659
1,8,61372.0,-130.07925403376913,-57.228014413815515,Time limit reached,1682
1,8,62695.0,-130.07925403376913,-57.228014413815515,Time limit reached,1716
1,8,63426.0,-130.07925403376913,-57.228014413815515,Time limit reached,1737
1,8,64458.0,-130.07925403376913,-57.228014413815515,Time limit reached,1764
1,8,65231.0,-130.07925403376913,-57.228014413815515,Time limit reached,1789
1,8,66334.0,-130.07925403376913,-57.228014413815515,Time limit reached,1812
1,8,67085.0,-130.07925403376913,-66.26158002664329,Time limit reached,1833
