seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
4,9,185.0,-7.756384814894651,-6.214152948174846,Optimal (tolerance reached),33,2,0,0
4,9,410.0,-7.756384814894651,-6.214152948174846,Optimal (tolerance reached),69,3,0,0
4,9,691.0,-7.585207956919647,-6.2141532679399685,Optimal (tolerance reached),112,4,0,0
4,9,907.0,-7.585207956919647,-6.2141532679399685,Optimal (tolerance reached),151,5,0,0
4,9,1149.0,-7.547417902999719,-6.214153738477048,Optimal (tolerance reached),194,6,0,0
4,9,1404.0,-7.547417902999719,-6.214153738477048,Optimal (tolerance reached),237,7,0,0
4,9,1688.0,-7.420886671562027,-6.214153738477048,Optimal (tolerance reached),283,8,0,0
4,9,1915.0,-7.420886671562027,-6.214153738477048,Optimal (tolerance reached),319,9,0,0
4,9,2186.0,-7.383309367826694,-6.214153738477048,Optimal (tolerance reached),366,10,0,0
4,9,2442.0,-7.383309367826694,-6.214153738477048,Optimal (tolerance reached),404,11,0,0
4,9,2690.0,-7.369103361032742,-6.214153738477048,Optimal (tolerance reached),449,12,0,0
4,9,2866.0,-7.369103361032742,-6.214153738477048,Optimal (tolerance reached),482,13,0,0
4,9,3115.0,-7.331111357661973,-6.214153738477048,Optimal (tolerance reached),524,14,0,0
4,9,3289.0,-7.331111357661973,-6.214153738477048,Optimal (tolerance reached),558,15,0,0
4,9,3514.0,-7.2929939644132595,-6.214153738477048,Optimal (tolerance reached),599,16,0,0
4,9,3732.0,-7.2929939644132595,-6.214154013254339,Optimal (tolerance reached),635,17,0,0
4,9,4043.0,-7.256314418789035,-6.214154013254339,Optimal (tolerance reached),676,18,0,0
4,9,4270.0,-7.256314418789035,-6.214154013254339,Optimal (tolerance reached),718,19,0,0
4,9,4531.0,-7.243341446951257,-6.214154013254339,Optimal (tolerance reached),766,20,0,0
4,9,4743.0,-7.243341446951257,-6.214154013254339,Optimal (tolerance reached),806,21,0,0
4,9,5009.0,-7.206525243211855,-6.214154013254339,Optimal (tolerance reached),852,22,0,0
4,9,5198.0,-7.206525243211855,-6.214154013254339,Optimal (tolerance reached),887,23,0,0
4,9,5468.0,-7.169662458114407,-6.214154013254339,Optimal (tolerance reached),930,24,0,0
4,9,5753.0,-7.169662458114407,-6.214154013254339,Optimal (tolerance reached),963,25,0,0
4,9,6104.0,-7.157597710793347,-6.214154013254339,Optimal (tolerance reached),1009,26,0,0
