seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,40,724.0,-0.483679454046332,10.050698707324818,OPTIMAL,122,2,8,8
3,40,1214.0,-0.483679454046332,10.050698707324818,OPTIMAL,180,3,3,0
3,40,1374.0,-0.34676512726848197,10.050698707324818,OPTIMAL,242,4,9,0
3,40,1634.0,-0.34676512726848197,10.050698707324818,OPTIMAL,273,5,2,0
3,40,1894.0,-0.32041376444412295,7.755495174227511,OPTIMAL,339,6,9,8
3,40,2078.0,-0.32041376444412295,7.755495174227511,OPTIMAL,379,7,2,0
3,40,2179.0,-0.25969589530157355,7.755495174227511,OPTIMAL,435,6,9,0
3,40,2280.0,-0.25969589530157355,7.755495174227511,OPTIMAL,463,7,1,0
3,40,2381.0,-0.2195364285442623,7.755495174227511,OPTIMAL,512,8,12,0
3,40,2494.0,-0.2195364285442623,7.755495174227511,OPTIMAL,552,9,0,0
3,40,2576.0,-0.19339035573709948,7.755495174227511,OPTIMAL,599,8,8,0
3,40,2637.0,-0.19339035573709948,7.755495174227511,OPTIMAL,618,9,0,0
3,40,2736.0,-0.1830598696615042,7.755495174227511,OPTIMAL,660,8,8,0
3,40,2778.0,-0.1830598696615042,7.755495174227511,OPTIMAL,678,9,0,0
3,40,2913.0,-0.1456839747957388,7.755495174227511,OPTIMAL,738,10,7,0
3,40,2948.0,-0.1456839747957388,7.755495174227511,OPTIMAL,755,11,0,0
3,40,3003.0,-0.054662826945499066,7.755495174227511,OPTIMAL,789,10,7,0
3,40,3031.0,-0.054662826945499066,7.755495174227511,OPTIMAL,800,11,4,0
3,40,3079.0,-0.009171870898069479,7.755495174227511,OPTIMAL,829,10,8,0
3,40,3122.0,-0.009171870898069479,7.755495174227511,OPTIMAL,845,11,0,0
3,40,3186.0,0.043549336121540105,7.755495174227511,OPTIMAL,880,10,8,0
3,40,3220.0,0.043549336121540105,7.755495174227511,OPTIMAL,897,11,2,0
3,40,3275.0,0.11483073676495659,7.755495174227511,OPTIMAL,933,10,7,0
3,40,3305.0,0.11483073676495659,7.755495174227511,OPTIMAL,943,11,1,0
3,40,3513.0,0.13789589396523338,7.755495174227511,OPTIMAL,1004,12,5,0
3,40,3527.0,0.13789589396523338,7.755495174227511,OPTIMAL,1010,13,1,0
3,40,3577.0,0.1544354274083053,7.755495174227511,OPTIMAL,1043,12,6,0
3,40,3593.0,0.1544354274083053,7.755495174227511,OPTIMAL,1050,13,0,0
3,40,3624.0,0.1615927208938972,7.755495174227511,OPTIMAL,1076,12,5,0
3,40,3645.0,0.1615927208938972,7.755495174227511,OPTIMAL,1086,13,0,0
3,40,3708.0,0.1655818233499038,7.755495174227511,OPTIMAL,1116,12,5,0
3,40,3722.0,0.1655818233499038,7.755495174227511,OPTIMAL,1123,13,0,0
3,40,3746.0,0.1675994356703966,7.755495174227511,OPTIMAL,1145,12,5,0
3,40,3757.0,0.16670880541674904,0.16670880541674904,OPTIMAL,1151,0,2,8
