seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,3.86,-12.113849111290794,0.12059086005993258,0.009954792977199547,87,Optimal (tolerance reached),1139
2,4,1.278,-13.818306679619157,0.13716411214297253,0.009926260526934034,35,Optimal (tolerance reached),415
3,4,2.595,-17.10798268588117,0.1675844454419817,0.009795687108117391,55,Optimal (tolerance reached),819
1,5,7.902,-16.024791442388214,0.15904259259810516,0.009924783930567189,155,Optimal (tolerance reached),2493
2,5,3.893,-16.770924607570954,0.15865009047096734,0.009459829686393521,85,Optimal (tolerance reached),1205
3,5,58.025,-6.397104136500236,0.06357173349338296,0.009937579901296113,975,Optimal (tolerance reached),18478
1,6,320.034,-5.929927997509199,0.059167435447812444,0.009977766251574231,4369,Optimal (tolerance reached),100568
2,6,5.058,-18.577450506583123,0.1729353896777397,0.00930888711647802,99,Optimal (tolerance reached),1622
3,6,161.991,-19.86838673248311,0.19813034303475519,0.009972140451183642,2761,Optimal (tolerance reached),50410
1,7,13.064,-8.400099626621149,0.08181489737418346,0.00973975321850946,191,Optimal (tolerance reached),4128
2,7,21.338,-13.867058401826238,0.13533892001848535,0.009759742556551269,331,Optimal (tolerance reached),6668
3,7,794.581,2.819769498207298,0.027890240989741244,0.009989773346264703,6855,Optimal (tolerance reached),208382
1,8,1800.407,-2.73729785999211,0.23870229456611192,0.08720362444107561,17309,Time limit reached,473110
2,8,50.948,-7.221043200656398,0.072077682066082,0.009981616237876833,655,Optimal (tolerance reached),16036
3,8,153.41,-13.01830998918282,0.1301132396978879,0.009994633697154367,1757,Optimal (tolerance reached),46502
