seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
5,70,70,35.0,1.0,2087.0,-1.5910859202079275,-0.050823361396011846,Time limit reached,26,0,0
5,70,70,35.0,1.0,3625.0,-1.5910859202079275,-0.050823361396011846,Time limit reached,50,0,0
5,70,70,35.0,1.0,3869.0,-1.5887513185310786,-0.050823361396011846,Time limit reached,80,0,0
5,70,70,35.0,1.0,4077.0,-1.5887513185310786,-0.050823361396011846,Time limit reached,106,0,0
5,70,70,35.0,1.0,4281.0,-1.5887513185310786,-0.050823361396011846,Time limit reached,132,0,0
5,70,70,35.0,1.0,4530.0,-1.5887513185310786,-0.050823361396011846,Time limit reached,162,0,0
5,70,70,35.0,1.0,4749.0,-1.588500552487154,-0.050823361396011846,Time limit reached,188,0,0
5,70,70,35.0,1.0,4972.0,-1.588500552487154,-0.050823361396011846,Time limit reached,214,0,0
5,70,70,35.0,1.0,5208.0,-1.5879931454000091,-0.050823361396011846,Time limit reached,243,0,0
5,70,70,35.0,1.0,5450.0,-1.5879931454000091,-0.050823361396011846,Time limit reached,271,0,0
5,70,70,35.0,1.0,5685.0,-1.5875731006548306,-0.050823361396011846,Time limit reached,300,0,0
5,70,70,35.0,1.0,5916.0,-1.5875731006548306,-0.050823361396011846,Time limit reached,328,0,0
5,70,70,35.0,1.0,6136.0,-1.5875065769676444,-0.050823361396011846,Time limit reached,354,0,0
5,70,70,35.0,1.0,6382.0,-1.5875065769676444,-0.050823361396011846,Time limit reached,384,0,0
5,70,70,35.0,1.0,6640.0,-1.587345522417106,-0.050823361396011846,Time limit reached,415,0,0
5,70,70,35.0,1.0,6866.0,-1.587345522417106,-0.050823361396011846,Time limit reached,444,0,0
5,70,70,35.0,1.0,7065.0,-1.587345522417106,-0.050823361396011846,Time limit reached,471,0,0
5,70,70,35.0,1.0,7259.0,-1.587345522417106,-0.050823361396011846,Time limit reached,497,0,0
5,70,70,35.0,1.0,7507.0,-1.587097302827276,-0.050823361396011846,Time limit reached,529,0,0
5,70,70,35.0,1.0,7752.0,-1.587097302827276,-0.050823361396011846,Time limit reached,560,0,0
5,70,70,35.0,1.0,7975.0,-1.587097302827276,-0.050823361396011846,Time limit reached,588,0,0
5,70,70,35.0,1.0,8189.0,-1.587097302827276,-0.050823361396011846,Time limit reached,614,0,0
5,70,70,35.0,1.0,8418.0,-1.587097302827276,-0.050823361396011846,Time limit reached,641,0,0
5,70,70,35.0,1.0,8677.0,-1.587097302827276,-0.050823361396011846,Time limit reached,673,0,0
5,70,70,35.0,1.0,8910.0,-1.587076277613783,-0.050823361396011846,Time limit reached,701,0,0
5,70,70,35.0,1.0,9116.0,-1.587076277613783,-0.050823361396011846,Time limit reached,729,0,0
5,70,70,35.0,1.0,9332.0,-1.5870539551034086,-0.050823361396011846,Time limit reached,758,0,0
5,70,70,35.0,1.0,9549.0,-1.5870539551034086,-0.050823361396011846,Time limit reached,785,0,0
5,70,70,35.0,1.0,9765.0,-1.5867024748691747,-0.050823361396011846,Time limit reached,814,0,0
5,70,70,35.0,1.0,9980.0,-1.5867024748691747,-0.050823361396011846,Time limit reached,845,0,0
5,70,70,35.0,1.0,10211.0,-1.5865673797294197,-0.050823361396011846,Time limit reached,877,0,0
5,70,70,35.0,1.0,10419.0,-1.5865673797294197,-0.050823361396011846,Time limit reached,907,0,0
5,70,70,35.0,1.0,10627.0,-1.5864650440164787,-0.050823361396011846,Time limit reached,937,0,0
5,70,70,35.0,1.0,10854.0,-1.5864650440164787,-0.050823361396011846,Time limit reached,969,0,0
5,70,70,35.0,1.0,11050.0,-1.5864519571809481,-0.050823361396011846,Time limit reached,996,0,0
5,70,70,35.0,1.0,11275.0,-1.5864519571809481,-0.050823361396011846,Time limit reached,1026,0,0
5,70,70,35.0,1.0,11465.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1054,0,0
5,70,70,35.0,1.0,11674.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1083,0,0
5,70,70,35.0,1.0,11886.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1113,0,0
5,70,70,35.0,1.0,12086.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1142,0,0
5,70,70,35.0,1.0,12282.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1171,0,0
5,70,70,35.0,1.0,12513.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1205,0,0
5,70,70,35.0,1.0,12754.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1238,0,0
5,70,70,35.0,1.0,12981.0,-1.5860026942930474,-0.050823361396011846,Time limit reached,1269,0,0
5,70,70,35.0,1.0,13180.0,-1.5859822571186994,-0.050823361396011846,Time limit reached,1299,0,0
5,70,70,35.0,1.0,13383.0,-1.5859822571186994,-0.050823361396011846,Time limit reached,1330,0,0
5,70,70,35.0,1.0,13635.0,-1.5858735736603071,-0.050823361396011846,Time limit reached,1364,0,0
5,70,70,35.0,1.0,13851.0,-1.5858735736603071,-0.050823361396011846,Time limit reached,1394,0,0
5,70,70,35.0,1.0,14077.0,-1.5858735736603071,-0.050823361396011846,Time limit reached,1425,0,0
5,70,70,35.0,1.0,14297.0,-1.5858735736603071,-0.050823361396011846,Time limit reached,1455,0,0
5,70,70,35.0,1.0,14502.0,-1.585838099859387,-0.050823361396011846,Time limit reached,1485,0,0
5,70,70,35.0,1.0,14721.0,-1.585838099859387,-0.050823361396011846,Time limit reached,1515,0,0
5,70,70,35.0,1.0,14976.0,-1.5857268490850576,-0.050823361396011846,Time limit reached,1549,0,0
5,70,70,35.0,1.0,15218.0,-1.5857268490850576,-0.050823361396011846,Time limit reached,1585,0,0
5,70,70,35.0,1.0,15427.0,-1.585721050639466,-0.050823361396011846,Time limit reached,1616,0,0
5,70,70,35.0,1.0,15654.0,-1.585721050639466,-0.050823361396011846,Time limit reached,1649,0,0
5,70,70,35.0,1.0,15843.0,-1.585721050639466,-0.050823361396011846,Time limit reached,1676,0,0
5,70,70,35.0,1.0,16044.0,-1.585721050639466,-0.050823361396011846,Time limit reached,1704,0,0
5,70,70,35.0,1.0,16256.0,-1.585532280381533,-0.050823361396011846,Time limit reached,1734,0,0
5,70,70,35.0,1.0,16503.0,-1.585532280381533,-0.050823361396011846,Time limit reached,1768,0,0
5,70,70,35.0,1.0,16729.0,-1.585532280381533,-0.050823361396011846,Time limit reached,1799,0,0
5,70,70,35.0,1.0,16980.0,-1.585532280381533,-0.050823361396011846,Time limit reached,1835,0,0
5,70,70,35.0,1.0,17206.0,-1.5855319091112607,-0.050823361396011846,Time limit reached,1869,0,0
5,70,70,35.0,1.0,17445.0,-1.5855319091112607,-0.050823361396011846,Time limit reached,1904,0,0
5,70,70,35.0,1.0,17656.0,-1.585454552013841,-0.050823361396011846,Time limit reached,1936,0,0
5,70,70,35.0,1.0,17865.0,-1.585454552013841,-0.050823361396011846,Time limit reached,1968,0,0
5,70,70,35.0,1.0,18076.0,-1.5854498135650952,-0.050823361396011846,Time limit reached,1999,0,0
5,70,70,35.0,1.0,18310.0,-1.5854498135650952,-0.050823361396011846,Time limit reached,2030,0,0
5,70,70,35.0,1.0,18564.0,-1.5854128627194544,-0.050823361396011846,Time limit reached,2067,0,0
5,70,70,35.0,1.0,18786.0,-1.5854128627194544,-0.050823361396011846,Time limit reached,2100,0,0
5,70,70,35.0,1.0,19026.0,-1.5853939657894789,-0.050823361396011846,Time limit reached,2135,0,0
5,70,70,35.0,1.0,19253.0,-1.5853939657894789,-0.050823361396011846,Time limit reached,2168,0,0
5,70,70,35.0,1.0,19472.0,-1.5853833906264834,-0.050823361396011846,Time limit reached,2201,0,0
5,70,70,35.0,1.0,19673.0,-1.5853833906264834,-0.050823361396011846,Time limit reached,2233,0,0
5,70,70,35.0,1.0,19878.0,-1.5853753984036543,-0.050823361396011846,Time limit reached,2266,0,0
5,70,70,35.0,1.0,20080.0,-1.5853753984036543,-0.050823361396011846,Time limit reached,2299,0,0
5,70,70,35.0,1.0,20269.0,-1.5853753984036543,-0.050823361396011846,Time limit reached,2334,0,0
5,70,70,35.0,1.0,20490.0,-1.5853753984036543,-0.050823361396011846,Time limit reached,2368,0,0
5,70,70,35.0,1.0,20728.0,-1.5853664328044137,-0.050823361396011846,Time limit reached,2401,0,0
5,70,70,35.0,1.0,20957.0,-1.5853664328044137,-0.050823361396011846,Time limit reached,2434,0,0
5,70,70,35.0,1.0,21193.0,-1.5853664328044137,-0.050823361396011846,Time limit reached,2467,0,0
5,70,70,35.0,1.0,21422.0,-1.5853664328044137,-0.050823361396011846,Time limit reached,2499,0,0
5,70,70,35.0,1.0,21639.0,-1.58535144369782,-0.050823361396011846,Time limit reached,2533,0,0
5,70,70,35.0,1.0,21850.0,-1.58535144369782,-0.050823361396011846,Time limit reached,2564,0,0
5,70,70,35.0,1.0,22091.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2600,0,0
5,70,70,35.0,1.0,22309.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2632,0,0
5,70,70,35.0,1.0,22537.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2666,0,0
5,70,70,35.0,1.0,22773.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2701,0,0
5,70,70,35.0,1.0,23007.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2734,0,0
5,70,70,35.0,1.0,23242.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2768,0,0
5,70,70,35.0,1.0,23479.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2801,0,0
5,70,70,35.0,1.0,23738.0,-1.5853195828043742,-0.050823361396011846,Time limit reached,2839,0,0
5,70,70,35.0,1.0,23994.0,-1.5853191349633777,-0.050823361396011846,Time limit reached,2877,0,0
5,70,70,35.0,1.0,24242.0,-1.5853191349633777,-0.050823361396011846,Time limit reached,2906,0,0
5,70,70,35.0,1.0,24405.0,-1.5852900533179994,-0.050823361396011846,Time limit reached,2931,0,0
5,70,70,35.0,1.0,24599.0,-1.5852900533179994,-0.050823361396011846,Time limit reached,2959,0,0
5,70,70,35.0,1.0,24813.0,-1.5852842420175668,-0.050823361396011846,Time limit reached,2991,0,0
5,70,70,35.0,1.0,25018.0,-1.5852842420175668,-0.050823361396011846,Time limit reached,3021,0,0
5,70,70,35.0,1.0,25220.0,-1.5852842420175668,-0.050823361396011846,Time limit reached,3053,0,0
5,70,70,35.0,1.0,25459.0,-1.5852842420175668,-0.050823361396011846,Time limit reached,3087,0,0
5,70,70,35.0,1.0,25706.0,-1.5852842420175668,-0.050823361396011846,Time limit reached,3122,0,0
5,70,70,35.0,1.0,25946.0,-1.5852842420175668,-0.050823361396011846,Time limit reached,3155,0,0
5,70,70,35.0,1.0,26201.0,-1.5852411097177204,-0.050823361396011846,Time limit reached,3192,0,0
5,70,70,35.0,1.0,26401.0,-1.5852411097177204,-0.050823361396011846,Time limit reached,3222,0,0
5,70,70,35.0,1.0,26635.0,-1.5852232574523313,-0.050823361396011846,Time limit reached,3256,0,0
5,70,70,35.0,1.0,26833.0,-1.5852232574523313,-0.050823361396011846,Time limit reached,3285,0,0
5,70,70,35.0,1.0,27050.0,-1.5852232574523313,-0.050823361396011846,Time limit reached,3318,0,0
5,70,70,35.0,1.0,27272.0,-1.5852232574523313,-0.050823361396011846,Time limit reached,3350,0,0
5,70,70,35.0,1.0,27495.0,-1.5852232574523313,-0.050823361396011846,Time limit reached,3382,0,0
5,70,70,35.0,1.0,27729.0,-1.5852232574523313,-0.050823361396011846,Time limit reached,3414,0,0
5,70,70,35.0,1.0,27987.0,-1.5852156801515063,-0.050823361396011846,Time limit reached,3451,0,0
5,70,70,35.0,1.0,28253.0,-1.5852156801515063,-0.050823361396011846,Time limit reached,3487,0,0
5,70,70,35.0,1.0,28502.0,-1.5852156801515063,-0.050823361396011846,Time limit reached,3522,0,0
5,70,70,35.0,1.0,28764.0,-1.5852156801515063,-0.050823361396011846,Time limit reached,3560,0,0
5,70,70,35.0,1.0,28971.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3593,0,0
5,70,70,35.0,1.0,29185.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3624,0,0
5,70,70,35.0,1.0,29400.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3655,0,0
5,70,70,35.0,1.0,29636.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3690,0,0
5,70,70,35.0,1.0,29828.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3720,0,0
5,70,70,35.0,1.0,30062.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3753,0,0
5,70,70,35.0,1.0,30262.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3783,0,0
5,70,70,35.0,1.0,30495.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3815,0,0
5,70,70,35.0,1.0,30746.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3851,0,0
5,70,70,35.0,1.0,30969.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3885,0,0
5,70,70,35.0,1.0,31170.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3916,0,0
5,70,70,35.0,1.0,31406.0,-1.5852062189024452,-0.050823361396011846,Time limit reached,3952,0,0
5,70,70,35.0,1.0,31613.0,-1.5852017889914463,-0.050823361396011846,Time limit reached,3984,0,0
5,70,70,35.0,1.0,31830.0,-1.5852017889914463,-0.050823361396011846,Time limit reached,4015,0,0
5,70,70,35.0,1.0,32043.0,-1.5852017889914463,-0.050823361396011846,Time limit reached,4046,0,0
5,70,70,35.0,1.0,32245.0,-1.5852017889914463,-0.050823361396011846,Time limit reached,4080,0,0
5,70,70,35.0,1.0,32438.0,-1.5852003325331672,-0.050823361396011846,Time limit reached,4111,0,0
5,70,70,35.0,1.0,32613.0,-1.5852003325331672,-0.050823361396011846,Time limit reached,4143,0,0
5,70,70,35.0,1.0,32794.0,-1.58518376774974,-0.050823361396011846,Time limit reached,4177,0,0
5,70,70,35.0,1.0,32980.0,-1.58518376774974,-0.050823361396011846,Time limit reached,4210,0,0
5,70,70,35.0,1.0,33189.0,-1.58518376774974,-0.050823361396011846,Time limit reached,4248,0,0
5,70,70,35.0,1.0,33396.0,-1.58518376774974,-0.050823361396011846,Time limit reached,4285,0,0
5,70,70,35.0,1.0,33627.0,-1.5851667335646042,-0.050823361396011846,Time limit reached,4327,0,0
5,70,70,35.0,1.0,33834.0,-1.5851667335646042,-0.050823361396011846,Time limit reached,4364,0,0
5,70,70,35.0,1.0,34056.0,-1.5851402382881563,-0.050823361396011846,Time limit reached,4403,0,0
5,70,70,35.0,1.0,34233.0,-1.5851402382881563,-0.050823361396011846,Time limit reached,4436,0,0
5,70,70,35.0,1.0,34413.0,-1.5851286388701915,-0.050823361396011846,Time limit reached,4471,0,0
5,70,70,35.0,1.0,34615.0,-1.5851286388701915,-0.050823361396011846,Time limit reached,4507,0,0
