seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
9,20,5,100,20.0,1.0,192.0,0.10119228632220072,0.6931471805599454,Time limit reached,38,0,0
9,20,5,100,20.0,1.0,377.0,0.10119228632220072,0.6931471805599454,Time limit reached,70,0,0
9,20,5,100,20.0,1.0,560.0,0.10119228632220072,0.6931471805599454,Time limit reached,107,0,0
9,20,5,100,20.0,1.0,728.0,0.10119228632220072,0.6931471805599454,Time limit reached,139,0,0
9,20,5,100,20.0,1.0,933.0,0.10184154440350658,0.6931471805599454,Time limit reached,180,0,0
9,20,5,100,20.0,1.0,1144.0,0.10184154440350658,0.6931471805599454,Time limit reached,220,0,0
9,20,5,100,20.0,1.0,1343.0,0.10184154440350658,0.6931471805599454,Time limit reached,260,0,0
9,20,5,100,20.0,1.0,1560.0,0.10184154440350658,0.6931471805599454,Time limit reached,301,0,0
9,20,5,100,20.0,1.0,1809.0,0.10202126180240043,0.6931471805599454,Time limit reached,348,0,0
9,20,5,100,20.0,1.0,2000.0,0.10202126180240043,0.6931471805599454,Time limit reached,384,0,0
9,20,5,100,20.0,1.0,2208.0,0.10367011226395809,0.6931471805599454,Time limit reached,425,0,0
9,20,5,100,20.0,1.0,2406.0,0.10367011226395809,0.6931471805599454,Time limit reached,463,0,0
9,20,5,100,20.0,1.0,2611.0,0.10392456914091584,0.6931471805599454,Time limit reached,502,0,0
9,20,5,100,20.0,1.0,2837.0,0.10392456914091584,0.6931471805599454,Time limit reached,546,0,0
9,20,5,100,20.0,1.0,3059.0,0.10397171367309463,0.6931471805599454,Time limit reached,589,0,0
9,20,5,100,20.0,1.0,3255.0,0.10397171367309463,0.6931471805599454,Time limit reached,627,0,0
9,20,5,100,20.0,1.0,3482.0,0.10446585274642728,0.6931471805599454,Time limit reached,671,0,0
9,20,5,100,20.0,1.0,3707.0,0.10446585274642728,0.6931471805599454,Time limit reached,713,0,0
9,20,5,100,20.0,1.0,3953.0,0.10468047147005126,0.6931471805599454,Time limit reached,759,0,0
9,20,5,100,20.0,1.0,4167.0,0.10468047147005126,0.6931471805599454,Time limit reached,798,0,0
9,20,5,100,20.0,1.0,4387.0,0.1048017869154689,0.6931471805599454,Time limit reached,839,0,0
9,20,5,100,20.0,1.0,4611.0,0.1048017869154689,0.6931471805599454,Time limit reached,879,0,0
9,20,5,100,20.0,1.0,4856.0,0.1048017869154689,0.6931471805599454,Time limit reached,925,0,0
9,20,5,100,20.0,1.0,5105.0,0.1048017869154689,0.6931471805599454,Time limit reached,969,0,0
9,20,5,100,20.0,1.0,5363.0,0.10491467426317734,0.6931471805599454,Time limit reached,1014,0,0
9,20,5,100,20.0,1.0,5584.0,0.10491467426317734,0.6931471805599454,Time limit reached,1056,0,0
9,20,5,100,20.0,1.0,5841.0,0.10499235675699359,0.6931471805599454,Time limit reached,1103,0,0
9,20,5,100,20.0,1.0,6128.0,0.10499235675699359,0.6931471805599454,Time limit reached,1150,0,0
9,20,5,100,20.0,1.0,6408.0,0.10499235675699359,0.6931471805599454,Time limit reached,1198,0,0
9,20,5,100,20.0,1.0,6699.0,0.10499235675699359,0.6931471805599454,Time limit reached,1245,0,0
