seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
3,10,1,50,10.0,1.0,165.0,0.6424903781544458,0.6931471805599454,Time limit reached,23,0,0
3,10,1,50,10.0,1.0,314.0,0.6424903781544458,0.6931471805599454,Time limit reached,44,0,0
3,10,1,50,10.0,1.0,562.0,0.6436591077319899,0.6931471805599454,Time limit reached,70,0,0
3,10,1,50,10.0,1.0,807.0,0.6436591077319899,0.6931471805599454,Time limit reached,100,0,0
3,10,1,50,10.0,1.0,1000.0,0.6443284693183619,0.6931471805599454,Time limit reached,125,0,0
3,10,1,50,10.0,1.0,1254.0,0.6443284693183619,0.6931471805599454,Time limit reached,159,0,0
3,10,1,50,10.0,1.0,1532.0,0.646516912532003,0.6931471805599454,Time limit reached,189,0,0
3,10,1,50,10.0,1.0,1790.0,0.646516912532003,0.6931471805599454,Time limit reached,223,0,0
3,10,1,50,10.0,1.0,2039.0,0.6467039166312988,0.6931471805599454,Time limit reached,258,0,0
3,10,1,50,10.0,1.0,2280.0,0.6467039166312988,0.6931471805599454,Time limit reached,289,0,0
3,10,1,50,10.0,1.0,2507.0,0.6475861459175781,0.6931471805599454,Time limit reached,322,0,0
3,10,1,50,10.0,1.0,2703.0,0.6475861459175781,0.6931471805599454,Time limit reached,354,0,0
3,10,1,50,10.0,1.0,2923.0,0.647957852971015,0.6931471805599454,Time limit reached,388,0,0
3,10,1,50,10.0,1.0,3255.0,0.647957852971015,0.6931471805599454,Time limit reached,426,0,0
3,10,1,50,10.0,1.0,3532.0,0.6480086772383653,0.6931471805599454,Time limit reached,464,0,0
3,10,1,50,10.0,1.0,3820.0,0.6480086772383653,0.6931471805599454,Time limit reached,505,0,0
3,10,1,50,10.0,1.0,4099.0,0.6485268213888179,0.6931471805599454,Time limit reached,547,0,0
3,10,1,50,10.0,1.0,4407.0,0.6485268213888179,0.6931471805599454,Time limit reached,588,0,0
3,10,1,50,10.0,1.0,4782.0,0.6485268213888179,0.6931471805599454,Time limit reached,637,0,0
3,10,1,50,10.0,1.0,5067.0,0.6485268213888179,0.6931471805599454,Time limit reached,680,0,0
3,10,1,50,10.0,1.0,5426.0,0.6487291927949685,0.6931471805599454,Time limit reached,730,0,0
3,10,1,50,10.0,1.0,5754.0,0.6487291927949685,0.6931471805599454,Time limit reached,774,0,0
3,10,1,50,10.0,1.0,6348.0,0.6487666372300223,0.6931471805599454,Time limit reached,833,0,0
3,10,1,50,10.0,1.0,6571.0,0.6487666372300223,0.6931471805599454,Time limit reached,864,0,0
3,10,1,50,10.0,1.0,6842.0,0.6487696649750648,0.6931471805599454,Time limit reached,903,0,0
3,10,1,50,10.0,1.0,7105.0,0.6487696649750648,0.6931471805599454,Time limit reached,936,0,0
3,10,1,50,10.0,1.0,7366.0,0.6492502923295531,0.6931471805599454,Time limit reached,973,0,0
3,10,1,50,10.0,1.0,7591.0,0.6492502923295531,0.6931471805599454,Time limit reached,1004,0,0
3,10,1,50,10.0,1.0,7828.0,0.6493283412599005,0.6931471805599454,Time limit reached,1039,0,0
3,10,1,50,10.0,1.0,8053.0,0.6493283412599005,0.6931471805599454,Time limit reached,1072,0,0
3,10,1,50,10.0,1.0,8347.0,0.6493871853536927,0.6931471805599454,Time limit reached,1115,0,0
3,10,1,50,10.0,1.0,8759.0,0.6493871853536927,0.6931471805599454,Time limit reached,1159,0,0
3,10,1,50,10.0,1.0,8909.0,0.6496235134549091,0.6681557212763342,Time limit reached,1177,0,0
3,10,1,50,10.0,1.0,9109.0,0.6496235134549091,0.6681557212763342,Time limit reached,1207,0,0
3,10,1,50,10.0,1.0,9353.0,0.6496795519036302,0.6681557212763342,Time limit reached,1244,0,0
3,10,1,50,10.0,1.0,9609.0,0.6496795519036302,0.6681557212763342,Time limit reached,1275,0,0
3,10,1,50,10.0,1.0,9898.0,0.6497082560131425,0.6681557212763342,Time limit reached,1318,0,0
3,10,1,50,10.0,1.0,10122.0,0.6497082560131425,0.6681557212763342,Time limit reached,1352,0,0
3,10,1,50,10.0,1.0,10405.0,0.6497249038378142,0.6681557212763342,Time limit reached,1397,0,0
3,10,1,50,10.0,1.0,10658.0,0.6497249038378142,0.6681557212763342,Time limit reached,1436,0,0
3,10,1,50,10.0,1.0,10915.0,0.6497249038378142,0.6681557212763342,Time limit reached,1480,0,0
3,10,1,50,10.0,1.0,11203.0,0.6497249038378142,0.6681557212763342,Time limit reached,1520,0,0
3,10,1,50,10.0,1.0,11522.0,0.6498753377561542,0.6681557212763342,Time limit reached,1573,0,0
3,10,1,50,10.0,1.0,11719.0,0.6498753377561542,0.6681557212763342,Time limit reached,1599,0,0
3,10,1,50,10.0,1.0,11972.0,0.6498753377561542,0.6681557212763342,Time limit reached,1632,0,0
3,10,1,50,10.0,1.0,12183.0,0.6498753377561542,0.6681557212763342,Time limit reached,1662,0,0
3,10,1,50,10.0,1.0,12364.0,0.6499852973093062,0.6681557212763342,Time limit reached,1693,0,0
