seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
3,8,1502.0,-3.0069419316942896,-0.9868804965870597,Optimal (tolerance reached),31,0,0,5,1
3,8,2622.0,-3.0069419316942896,-0.9868804965870597,Optimal (tolerance reached),60,1,0,17,1
3,8,2835.0,-2.853124719783439,-0.9868804965870597,Optimal (tolerance reached),92,1,0,14,9
3,8,3040.0,-2.853124719783439,-0.9868804965870597,Optimal (tolerance reached),126,0,0,21,7
3,8,3235.0,-2.839543360708462,-0.9868804965870597,Optimal (tolerance reached),159,0,0,24,1
3,8,3456.0,-2.839543360708462,-0.9868804965870597,Optimal (tolerance reached),191,0,0,14,10
3,8,3674.0,-2.712902580165967,-0.9868804965870597,Optimal (tolerance reached),226,0,0,21,3
3,8,3875.0,-2.712902580165967,-0.9868804965870597,Optimal (tolerance reached),257,0,0,15,2
3,8,4045.0,-2.701994801271161,-0.9868804965870597,Optimal (tolerance reached),284,0,0,8,0
3,8,4220.0,-2.701994801271161,-0.9868804965870597,Optimal (tolerance reached),312,0,0,10,3
3,8,4415.0,-2.6583084591485218,-0.9868804965870597,Optimal (tolerance reached),344,0,0,10,4
3,8,4573.0,-2.6583084591485218,-0.9868804965870597,Optimal (tolerance reached),368,0,0,9,4
3,8,4725.0,-2.6470978497744384,-0.9868804965870597,Optimal (tolerance reached),393,0,0,2,2
3,8,4870.0,-2.6470978497744384,-0.9868804965870597,Optimal (tolerance reached),416,0,0,13,1
3,8,5066.0,-2.578287949894976,-0.9868804965870597,Optimal (tolerance reached),447,0,0,18,2
3,8,5236.0,-2.578287949894976,-0.9868804965870597,Optimal (tolerance reached),474,0,0,16,2
3,8,5389.0,-2.5668394731236446,-0.9868804965870597,Optimal (tolerance reached),498,0,0,13,2
3,8,5573.0,-2.5668394731236446,-0.9868804965870597,Optimal (tolerance reached),527,0,0,11,4
3,8,5726.0,-2.5260431698247006,-0.9868804965870597,Optimal (tolerance reached),551,0,0,16,1
3,8,5921.0,-2.5260431698247006,-0.9868804965870597,Optimal (tolerance reached),583,0,0,4,1
3,8,6127.0,-2.51793368902635,-0.9868804965870597,Optimal (tolerance reached),615,0,0,20,4
3,8,6323.0,-2.51793368902635,-0.9868804965870597,Optimal (tolerance reached),647,0,0,8,1
3,8,6516.0,-2.513890286580799,-0.9868804965870597,Optimal (tolerance reached),676,0,0,14,4
3,8,6733.0,-2.513890286580799,-0.9868804965870597,Optimal (tolerance reached),710,0,0,12,4
3,8,6921.0,-2.506864742864722,-0.9868804965870597,Optimal (tolerance reached),740,0,0,15,3
3,8,7133.0,-2.506864742864722,-0.9868804965870597,Optimal (tolerance reached),775,0,0,9,2
3,8,7310.0,-2.465143871047649,-0.9868804965870597,Optimal (tolerance reached),802,0,0,12,1
3,8,7490.0,-2.465143871047649,-0.9868804965870597,Optimal (tolerance reached),832,0,0,6,1
3,8,7699.0,-2.453851105320688,-0.9868804965870597,Optimal (tolerance reached),866,0,0,16,4
3,8,7892.0,-2.453851105320688,-0.9868804965870597,Optimal (tolerance reached),896,0,0,12,3
3,8,8070.0,-2.45263736200577,-0.9868804965870597,Optimal (tolerance reached),924,0,0,15,12
3,8,8237.0,-2.45263736200577,-0.9868804965870597,Optimal (tolerance reached),951,0,0,14,4
3,8,8417.0,-2.4424038730776343,-0.9868804965870597,Optimal (tolerance reached),979,0,0,15,4
3,8,8606.0,-2.4424038730776343,-0.9868804965870597,Optimal (tolerance reached),1009,0,0,14,2
3,8,8800.0,-2.3990736408630466,-0.9868804965870597,Optimal (tolerance reached),1040,0,0,18,11
3,8,8971.0,-2.3990736408630466,-0.9868804965870597,Optimal (tolerance reached),1066,0,0,15,6
3,8,9153.0,-2.3937973088102815,-0.9868804965870597,Optimal (tolerance reached),1095,0,0,18,7
3,8,9334.0,-2.3937973088102815,-0.9868804965870597,Optimal (tolerance reached),1124,0,0,20,5
3,8,9531.0,-2.386547820232572,-0.9868804965870597,Optimal (tolerance reached),1154,0,0,24,5
3,8,9754.0,-2.386547820232572,-0.9868804965870597,Optimal (tolerance reached),1190,0,0,19,6
3,8,9949.0,-2.3826571640926617,-0.9868804965870597,Optimal (tolerance reached),1221,0,0,18,4
3,8,10135.0,-2.3826571640926617,-0.9868804965870597,Optimal (tolerance reached),1250,0,0,18,2
3,8,10323.0,-2.367858017774557,-0.9868804965870597,Optimal (tolerance reached),1280,0,0,23,8
3,8,10512.0,-2.367858017774557,-0.9868804965870597,Optimal (tolerance reached),1310,0,0,23,3
3,8,10705.0,-2.3561442595246502,-0.9868804965870597,Optimal (tolerance reached),1340,0,0,16,2
3,8,10902.0,-2.3561442595246502,-0.9868804965870597,Optimal (tolerance reached),1372,0,0,12,6
3,8,11109.0,-2.340167987348489,-0.9868804965870597,Optimal (tolerance reached),1405,0,0,18,4
3,8,11303.0,-2.340167987348489,-0.9868804965870597,Optimal (tolerance reached),1435,0,0,16,3
3,8,11477.0,-2.3299817501682627,-0.9868804965870597,Optimal (tolerance reached),1463,0,0,21,5
3,8,11651.0,-2.3299817501682627,-0.9868807771923351,Optimal (tolerance reached),1491,0,0,11,6
3,8,11881.0,-2.328342685465971,-0.9868807771923351,Optimal (tolerance reached),1527,0,0,13,7
3,8,12080.0,-2.328342685465971,-0.9868807771923351,Optimal (tolerance reached),1559,0,0,21,6
3,8,12265.0,-2.316868500549082,-0.9868807771923351,Optimal (tolerance reached),1589,0,0,22,7
3,8,12441.0,-2.316868500549082,-0.9868807771923351,Optimal (tolerance reached),1616,0,0,13,6
3,8,12628.0,-2.31356149210982,-0.9868807771923351,Optimal (tolerance reached),1646,0,0,19,3
3,8,12835.0,-2.31356149210982,-0.9868807771923351,Optimal (tolerance reached),1680,0,0,23,2
3,8,13043.0,-2.308985299506594,-0.9868807771923351,Optimal (tolerance reached),1712,0,0,28,15
3,8,13225.0,-2.308985299506594,-0.9868807771923351,Optimal (tolerance reached),1742,0,0,13,2
3,8,13397.0,-2.300704082244579,-0.9868807771923351,Optimal (tolerance reached),1770,0,0,24,3
3,8,13591.0,-2.300704082244579,-0.9868807771923351,Optimal (tolerance reached),1801,0,0,17,3
3,8,13746.0,-2.2960184969620787,-0.9868807771923351,Optimal (tolerance reached),1826,0,0,20,5
3,8,13915.0,-2.2960184969620787,-0.9868807771923351,Optimal (tolerance reached),1854,0,0,20,1
3,8,14102.0,-2.2751840972838986,-0.9868807771923351,Optimal (tolerance reached),1883,0,0,14,4
3,8,14288.0,-2.2751840972838986,-0.9868807771923351,Optimal (tolerance reached),1913,0,0,17,8
3,8,14464.0,-2.269253839602786,-0.9868807771923351,Optimal (tolerance reached),1942,0,0,13,4
3,8,14640.0,-2.269253839602786,-0.9868807771923351,Optimal (tolerance reached),1969,0,0,12,7
3,8,14837.0,-2.2634382793937142,-0.9868807771923351,Optimal (tolerance reached),2001,0,0,12,1
3,8,15022.0,-2.2634382793937142,-0.9868807771923351,Optimal (tolerance reached),2031,0,0,13,3
3,8,15213.0,-2.2582696669768976,-0.9868807771923351,Optimal (tolerance reached),2061,0,0,20,6
3,8,15403.0,-2.2582696669768976,-0.9868807771923351,Optimal (tolerance reached),2092,0,0,9,5
3,8,15592.0,-2.2537669590641736,-0.9868807771923351,Optimal (tolerance reached),2124,0,0,21,5
3,8,15797.0,-2.2537669590641736,-0.9868807771923351,Optimal (tolerance reached),2158,0,0,24,4
3,8,15989.0,-2.243650414202456,-0.9868807771923351,Optimal (tolerance reached),2190,0,0,16,9
3,8,16150.0,-2.243650414202456,-0.9868807771923351,Optimal (tolerance reached),2217,0,0,14,2
3,8,16362.0,-2.2430482895047783,-0.9868807771923351,Optimal (tolerance reached),2252,0,0,12,1
3,8,16568.0,-2.2430482895047783,-0.9868807771923351,Optimal (tolerance reached),2287,0,0,18,3
3,8,16749.0,-2.2411879486592206,-0.9868807771923351,Optimal (tolerance reached),2317,0,0,23,5
3,8,16931.0,-2.2411879486592206,-0.9868807771923351,Optimal (tolerance reached),2346,0,0,16,1
3,8,17117.0,-2.232070344494028,-0.9868807771923351,Optimal (tolerance reached),2377,0,0,12,7
3,8,17291.0,-2.232070344494028,-0.9868807771923351,Optimal (tolerance reached),2406,0,0,11,4
3,8,17480.0,-2.2293308671831156,-0.9868807771923351,Optimal (tolerance reached),2437,0,0,18,4
3,8,17669.0,-2.2293308671831156,-0.9868807771923351,Optimal (tolerance reached),2469,0,0,15,2
3,8,17875.0,-2.2154112873390757,-0.9868807771923351,Optimal (tolerance reached),2503,0,0,9,5
3,8,18045.0,-2.2154112873390757,-0.9868807771923351,Optimal (tolerance reached),2532,0,0,12,7
3,8,18243.0,-2.2136567532925,-0.9868807771923351,Optimal (tolerance reached),2567,0,0,11,2
3,8,18420.0,-2.2136567532925,-0.9868807771923351,Optimal (tolerance reached),2597,0,0,13,4
3,8,18595.0,-2.2030656571747795,-0.9868807771923351,Optimal (tolerance reached),2627,0,0,23,7
3,8,18779.0,-2.2030656571747795,-0.9868807771923351,Optimal (tolerance reached),2659,0,0,14,4
3,8,18993.0,-2.2026647101057555,-0.9868807771923351,Optimal (tolerance reached),2696,0,0,11,3
3,8,19205.0,-2.2026647101057555,-0.9868807771923351,Optimal (tolerance reached),2733,0,0,26,2
