seed,num_v,solution,termination,time
1,4,29.027096266345005,LOCALLY_SOLVED,91.99918508529663
1,5,20.23752212379301,LOCALLY_SOLVED,123.50161099433899
1,6,132.2884289659567,LOCALLY_SOLVED,211.14464807510376
1,7,149.4934320444238,LOCALLY_SOLVED,286.95483207702637
1,8,122.93639109235043,LOCALLY_SOLVED,344.10357689857483
2,4,43.237659617959224,LOCALLY_SOLVED,191.55611109733582
2,5,73.11227354674512,LOCALLY_SOLVED,239.5460991859436
2,6,68.5495977009767,LOCALLY_SOLVED,249.63294291496277
2,7,109.50123208076569,LOCALLY_SOLVED,492.7744481563568
2,8,144.24963070184342,LOCALLY_SOLVED,747.1652898788452
3,4,96.61859947215714,LOCALLY_SOLVED,161.6120321750641
3,5,17.32397888003224,LOCALLY_SOLVED,273.1141209602356
3,6,73.41303327977135,LOCALLY_SOLVED,253.69036316871643
3,7,106.4913677081511,LOCALLY_SOLVED,452.8923180103302
3,8,157.57366396122688,LOCALLY_SOLVED,564.5310530662537
