seed,n0,m0,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,11,110,20.0,636.942,5.753694959669944,0.05008601913499522,0.008781460941166417,OPTIMAL,40480
2,11,110,20.0,863.137,5.630990575342185,0.04950556239128723,0.00886960410650891,OPTIMAL,59942
3,11,110,20.0,493.715,1.8447204444175198,0.014556918445530531,0.007953889496185558,OPTIMAL,35825
4,11,110,20.0,764.328,1.3357264063193424,0.01565347191397981,0.011858035647879595,OPTIMAL,48169
5,11,110,20.0,396.692,3.8819685611384855,0.033890454002016845,0.008807111773320081,OPTIMAL,27506
6,11,110,20.0,1144.445,4.526533346068476,0.031917637618826156,0.007101305136904722,OPTIMAL,78604
7,11,110,20.0,371.116,1.188683389905182,0.011353963805992962,0.009643829122331304,OPTIMAL,32962
8,11,110,20.0,39.158,10.481820165570618,0.09786940826676727,0.009425064751768781,OPTIMAL,2200
9,11,110,20.0,158.727,0.6362265437186527,5.165504231463558e-5,8.119629245679913e-5,OPTIMAL,13333
10,11,110,20.0,377.555,8.137306206880455,0.07944019804446789,0.009858714200181093,OPTIMAL,28529
1,12,120,20.0,1454.234,6.688109076507263,0.05697686790673284,0.008592328747847051,OPTIMAL,90775
2,12,120,20.0,719.636,6.486265598401935,0.053065151510041986,0.00824863952990609,OPTIMAL,49938
3,12,120,20.0,367.713,0.4357208569281379,0.0005701113131759694,0.0013101466995541489,OPTIMAL,23889
4,12,120,20.0,898.82,1.410260576481915,0.02796822827440182,0.02023322223455089,OPTIMAL,49761
5,12,120,20.0,1067.503,3.4527994846659293,0.03310603171959414,0.009680993976542164,OPTIMAL,63443
6,12,120,20.0,1800.645,4.486304407628307,0.714829498093958,0.18953579574050927,Time limit reached,105289
7,12,120,20.0,1342.223,0.7058677028137965,0.002597237629004656,0.0036930850328290186,OPTIMAL,74824
8,12,120,20.0,31.799,11.15613834406021,0.09752581563888363,0.008818992019861097,OPTIMAL,2991
9,12,120,20.0,947.635,-0.14020279587831713,0.005372395487355963,0.038318747166915974,OPTIMAL,62591
10,12,120,20.0,1190.055,7.6038511896939065,0.06946802545763742,0.009220134408266335,OPTIMAL,71056
1,13,130,20.0,1800.867,8.20777898219242,0.8849715035952155,0.12085139561319524,Time limit reached,103187
2,13,130,20.0,1800.245,7.753695766820854,1.4105914859498672,0.22238188487674923,Time limit reached,101268
3,13,130,20.0,1800.922,0.6049811833930239,0.06173343660471442,0.11363772232776596,Time limit reached,107169
4,13,130,20.0,1258.076,3.0670117021209866,0.026418821776101442,0.00868870737245982,OPTIMAL,80000
5,13,130,20.0,1800.802,4.339916488856865,1.6694581206948316,0.6251578907196561,Time limit reached,98095
6,13,130,20.0,1800.888,4.6106651109658525,0.547372130862672,0.13471146027200145,Time limit reached,105503
7,13,130,20.0,1800.241,0.94564266309889,0.11816893374909576,0.14280687054796243,Time limit reached,109886
8,13,130,20.0,95.467,12.376555351625342,0.11204151890860459,0.009135422768224481,OPTIMAL,5519
9,13,130,20.0,1800.927,0.3395399864110104,1.3588334942103315,Inf,Time limit reached,98239
10,13,130,20.0,1800.323,8.747956196396583,0.12542613923613466,0.014546326705115565,Time limit reached,94383
1,14,140,20.0,1801.155,8.122975245173178,1.9762527232003704,0.32151324809861215,Time limit reached,86979
2,14,140,20.0,1801.047,8.745976552648738,2.9670507021128323,0.5134259858755039,Time limit reached,93674
3,14,140,20.0,1800.787,2.1561133784904634,3.3119830813603617,Inf,Time limit reached,93587
4,14,140,20.0,1800.549,2.432532867163432,1.0137621706702014,0.7145355998512748,Time limit reached,102360
5,14,140,20.0,1800.745,5.2055780947949435,2.5165397291415337,0.9358511805873916,Time limit reached,102519
6,14,140,20.0,1800.886,7.025582501679009,3.0388502614627377,0.7622408725643152,Time limit reached,97176
7,14,140,20.0,1800.857,4.724823554283569,5.678931688974497,Inf,Time limit reached,94326
8,14,140,20.0,110.188,13.179056939273279,0.1303934023573028,0.0099928549761749,OPTIMAL,6163
9,14,140,20.0,1801.123,3.741035569542751,4.546208991709738,Inf,Time limit reached,89494
10,14,140,20.0,1800.198,9.576891483109268,0.9117197514089206,0.10521658192572438,Time limit reached,92790
1,15,150,20.0,1800.99,9.203746134875267,1.9849079619666279,0.274962246614106,Time limit reached,87226
2,15,150,20.0,1800.563,9.700451130780246,5.424553658531369,1.2686351096436288,Time limit reached,85875
3,15,150,20.0,1800.839,6.101600769479381,7.602012444366899,Inf,Time limit reached,87235
4,15,150,20.0,1800.375,3.700049836964828,1.9558109550353535,1.1212976475285532,Time limit reached,102167
5,15,150,20.0,1800.431,4.800323144505371,4.732527554765961,69.8058321043698,Time limit reached,87385
6,15,150,20.0,1800.264,6.933666379999701,4.310814728721534,1.643560254969354,Time limit reached,90677
7,15,150,20.0,1800.972,4.027860353689615,4.525750971433199,Inf,Time limit reached,94158
8,15,150,20.0,622.141,13.134115331651206,0.12679579912317962,0.009748034466755068,OPTIMAL,30740
9,15,150,20.0,1801.307,2.334074308180332,4.396990540595294,Inf,Time limit reached,94154
10,15,150,20.0,1800.844,10.112755901969017,0.8979877886259953,0.09745093718915242,Time limit reached,113160
