seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
1,8,195.0,-2.534276315884728,-1.095043045018408,Optimal (tolerance reached),30,1,1,13,0
1,8,347.0,-2.534276315884728,-1.095043045018408,Optimal (tolerance reached),52,4,2,6,0
1,8,522.0,-2.37156379924624,-1.095043045018408,Optimal (tolerance reached),74,5,0,10,0
1,8,673.0,-2.37156379924624,-1.095043649252052,Optimal (tolerance reached),97,1,0,8,0
1,8,840.0,-2.3396738485665556,-1.095043649252052,Optimal (tolerance reached),123,1,0,13,0
1,8,987.0,-2.3396738485665556,-1.095043649252052,Optimal (tolerance reached),146,0,0,9,0
1,8,1180.0,-2.2223967733075054,-1.095043649252052,Optimal (tolerance reached),174,0,0,10,3
1,8,1328.0,-2.2223967733075054,-1.095043649252052,Optimal (tolerance reached),197,0,0,11,0
1,8,1495.0,-2.188807122482664,-1.095043649252052,Optimal (tolerance reached),223,1,0,13,1
1,8,1636.0,-2.188807122482664,-1.095043649252052,Optimal (tolerance reached),246,0,0,12,1
1,8,1804.0,-2.1591272628555522,-1.095043649252052,Optimal (tolerance reached),272,1,0,15,4
1,8,1936.0,-2.1591272628555522,-1.095043649252052,Optimal (tolerance reached),292,1,0,13,0
1,8,2082.0,-2.123730500588314,-1.095043649252052,Optimal (tolerance reached),315,1,0,14,9
1,8,2243.0,-2.123730500588314,-1.095043649252052,Optimal (tolerance reached),339,1,0,12,4
1,8,2413.0,-2.0714071712072113,-1.095043649252052,Optimal (tolerance reached),365,1,0,11,5
1,8,2567.0,-2.0714071712072113,-1.095043649252052,Optimal (tolerance reached),389,1,0,13,1
1,8,2715.0,-2.0374073401878294,-1.095043649252052,Optimal (tolerance reached),412,1,0,9,3
1,8,2859.0,-2.0374073401878294,-1.095043649252052,Optimal (tolerance reached),434,1,0,7,2
1,8,3036.0,-2.0095623388651487,-1.095043649252052,Optimal (tolerance reached),461,1,0,14,1
1,8,3188.0,-2.0095623388651487,-1.095043649252052,Optimal (tolerance reached),485,0,0,9,2
1,8,3332.0,-2.0064166120772584,-1.095043649252052,Optimal (tolerance reached),507,0,0,14,0
1,8,3466.0,-2.0064166120772584,-1.095043649252052,Optimal (tolerance reached),528,0,0,9,2
1,8,3644.0,-1.9760798444971805,-1.095043649252052,Optimal (tolerance reached),555,0,0,8,4
1,8,3790.0,-1.9760798444971805,-1.095043649252052,Optimal (tolerance reached),578,0,0,8,2
1,8,3953.0,-1.9719303487993622,-1.095043649252052,Optimal (tolerance reached),604,1,0,11,1
