seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,1881.353,-311.197908319628,13.410710574940936,0.04309383262681489,37,Time limit reached,1410
2,4,1850.114,-306.9166967095136,21.319657801876872,0.0694639882106356,33,Time limit reached,1187
3,4,1845.101,-334.3851769902019,6.50808749180095,0.019462846859361976,85,Time limit reached,2877
1,5,1922.886,-298.8664196505771,11.558104633021003,0.03867314583730847,29,Time limit reached,1413
2,5,1823.938,-301.5186823151569,8.563334102785461,0.02840067499974941,61,Time limit reached,2630
3,5,1824.074,-285.448917991366,14.812903613044114,0.0518933605258653,51,Time limit reached,2256
1,6,1849.603,-149.97706422433092,24.892779367303405,0.16597724122716243,35,Time limit reached,1686
2,6,1859.471,-229.77565564466144,25.874300015896694,0.11260679441128536,31,Time limit reached,1340
3,6,1831.201,-220.56179285994995,15.673723932666604,0.0710627336195936,59,Time limit reached,3063
1,7,1831.783,-247.42856433832677,26.307994086563184,0.10632561425119204,57,Time limit reached,2404
2,7,1807.833,-170.06967336605032,10.827247971418132,0.06366360184695627,73,Time limit reached,3601
3,7,1815.322,-150.38151907303222,19.005094625082307,0.12637919035684533,59,Time limit reached,3146
1,8,1820.169,-99.69799368149933,35.75639380658956,0.35864707489319086,49,Time limit reached,2851
2,8,1811.423,-83.58342179742539,28.679953673004704,0.34312969074793404,67,Time limit reached,3672
3,8,1869.099,-117.07071111602701,26.975153770856082,0.23041761268641664,45,Time limit reached,2493
