seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
1,3,Inf,0.7,139,13684.0,1317496902,-0.0009512480948475742,0.5687442356870922,766.0,3,25,5,4
1,3,Inf,0.7,139,13684.0,1317496902,-0.0009512480948475742,0.5687442356870922,1301.0,5,44,8,4
1,3,Inf,0.7,139,13684.0,1317496902,-0.00041214488338184866,0.5047905114910584,1724.0,7,65,5,5
1,3,Inf,0.7,139,13684.0,1317496902,-0.00041214488338184866,0.5047905114910584,2173.0,9,84,9,6
1,3,Inf,0.7,139,13684.0,1317496902,-0.00041214488338184866,0.4996174444388206,2441.0,11,102,3,3
1,3,Inf,0.7,139,13684.0,1317496902,-0.00041214488338184866,0.4751491469603056,2691.0,13,113,8,7
1,3,Inf,0.7,139,13684.0,1317496902,-0.00035658887939417957,0.4751491469603056,2904.0,15,130,6,2
1,3,Inf,0.7,139,13684.0,1317496902,-0.00035658887939417957,0.4751491469603056,3115.0,17,142,3,4
1,3,Inf,0.7,139,13684.0,1317496902,-0.00035658887939417957,0.4751491469603056,3510.0,19,162,8,2
1,3,Inf,0.7,139,13684.0,1317496902,-0.00035658887939417957,0.367887119019984,3855.0,21,182,5,4
1,3,Inf,0.7,139,13684.0,1317496902,-0.000224395575332549,0.367887119019984,4190.0,23,202,6,3
1,3,Inf,0.7,139,13684.0,1317496902,-0.000224395575332549,0.367887119019984,4427.0,25,213,4,6
1,3,Inf,0.7,139,13684.0,1317496902,-0.0001590484142682699,0.367887119019984,4592.0,27,225,5,5
1,3,Inf,0.7,139,13684.0,1317496902,-0.0001590484142682699,0.17486478315859083,4964.0,29,243,10,3
1,3,Inf,0.7,139,13684.0,1317496902,-5.942594832962675e-5,0.17486478315859083,5162.0,31,263,7,4
1,3,Inf,0.7,139,13684.0,1317496902,-5.942594832962675e-5,0.17486478315859083,5344.0,33,277,5,9
1,3,Inf,0.7,139,13684.0,1317496902,0.0010747032026314075,0.17486478315859083,5418.0,35,290,3,3
1,3,Inf,0.7,139,13684.0,1317496902,0.0010747032026314075,0.17486478315859083,5680.0,37,308,9,2
1,3,Inf,0.7,139,13684.0,1317496902,0.001338873791799348,0.17486478315859083,5927.0,39,323,4,1
1,3,Inf,0.7,139,13684.0,1317496902,0.001338873791799348,0.17486478315859083,6084.0,41,336,5,6
1,3,Inf,0.7,139,13684.0,1317496902,0.00213159415046701,0.17486478315859083,6225.0,43,350,5,1
1,3,Inf,0.7,139,13684.0,1317496902,0.00213159415046701,0.17486478315859083,6460.0,45,369,7,3
1,3,Inf,0.7,139,13684.0,1317496902,0.002152317181944154,0.17486478315859083,6553.0,45,380,7,0
1,3,Inf,0.7,139,13684.0,1317496902,0.002152317181944154,0.17486478315859083,6718.0,47,392,4,3
1,3,Inf,0.7,139,13684.0,1317496902,0.006499201513685588,0.17486478315859083,6897.0,49,409,5,2
1,3,Inf,0.7,139,13684.0,1317496902,0.006499201513685588,0.17486478315859083,7048.0,51,423,5,0
1,3,Inf,0.7,139,13684.0,1317496902,0.008798330276827493,0.17486478315859083,7163.0,53,436,4,2
1,3,Inf,0.7,139,13684.0,1317496902,0.008798330276827493,0.17486478315859083,7350.0,55,454,4,3
1,3,Inf,0.7,139,13684.0,1317496902,0.008798330276827493,0.17486478315859083,7514.0,57,473,3,5
1,3,Inf,0.7,139,13684.0,1317496902,0.008798330276827493,0.17486478315859083,7604.0,57,481,6,4
1,3,Inf,0.7,139,13684.0,1317496902,0.0135007757838692,0.17486478315859083,7689.0,59,492,5,3
1,3,Inf,0.7,139,13684.0,1317496902,0.0135007757838692,0.17486478315859083,7783.0,61,503,2,4
1,3,Inf,0.7,139,13684.0,1317496902,0.018967235335962746,0.17486478315859083,7891.0,63,514,2,0
1,3,Inf,0.7,139,13684.0,1317496902,0.018967235335962746,0.17486478315859083,8000.0,65,523,3,6
1,3,Inf,0.7,139,13684.0,1317496902,0.02228746194401375,0.17486478315859083,8081.0,67,537,5,0
1,3,Inf,0.7,139,13684.0,1317496902,0.02228746194401375,0.17486478315859083,8220.0,69,552,2,3
1,3,Inf,0.7,139,13684.0,1317496902,0.022317657082066192,0.17486478315859083,8315.0,71,564,2,4
1,3,Inf,0.7,139,13684.0,1317496902,0.022317657082066192,0.17486478315859083,8444.0,73,574,4,3
1,3,Inf,0.7,139,13684.0,1317496902,0.027865202079927917,0.17486478315859083,8519.0,75,586,4,3
1,3,Inf,0.7,139,13684.0,1317496902,0.027865202079927917,0.17486478315859083,8635.0,77,599,4,2
1,3,Inf,0.7,139,13684.0,1317496902,0.03312010562020361,0.17486478315859083,8792.0,79,616,4,1
1,3,Inf,0.7,139,13684.0,1317496902,0.03312010562020361,0.17486478315859083,8927.0,81,633,6,4
1,3,Inf,0.7,139,13684.0,1317496902,0.036479759225931,0.17486478315859083,9032.0,83,647,3,3
1,3,Inf,0.7,139,13684.0,1317496902,0.036479759225931,0.17486478315859083,9051.0,83,651,3,4
1,3,Inf,0.7,139,13684.0,1317496902,0.03657520666648848,0.17486478315859083,9107.0,85,660,3,0
1,3,Inf,0.7,139,13684.0,1317496902,0.03657520666648848,0.17486478315859083,9159.0,85,665,5,3
1,3,Inf,0.7,139,13684.0,1317496902,0.04105462782553918,0.17486478315859083,9220.0,87,677,2,4
1,3,Inf,0.7,139,13684.0,1317496902,0.04105462782553918,0.1000520475460829,9249.0,87,683,3,0
1,3,Inf,0.7,139,13684.0,1317496902,0.04109413393087243,0.1000520475460829,9282.0,87,691,3,2
1,3,Inf,0.7,139,13684.0,1317496902,0.04109413393087243,0.1000520475460829,9370.0,89,705,3,3
1,3,Inf,0.7,139,13684.0,1317496902,0.04114945019112536,0.08426805708617334,9422.0,89,714,4,2
1,3,Inf,0.7,139,13684.0,1317496902,0.04114945019112536,0.08426805708617334,9469.0,89,719,5,6
1,3,Inf,0.7,139,13684.0,1317496902,0.04114945019112536,0.08426805708617334,9683.0,91,732,6,2
1,3,Inf,0.7,139,13684.0,1317496902,0.04114945019112536,0.08426805708617334,9756.0,91,740,6,5
1,3,Inf,0.7,139,13684.0,1317496902,0.041290203420635864,0.08426805708617334,9876.0,93,755,5,2
1,3,Inf,0.7,139,13684.0,1317496902,0.041290203420635864,0.08426805708617334,9999.0,95,766,2,5
1,3,Inf,0.7,139,13684.0,1317496902,0.04132508220402118,0.08426805708617334,10078.0,97,778,2,2
1,3,Inf,0.7,139,13684.0,1317496902,0.04132508220402118,0.08426805708617334,10108.0,97,784,4,5
1,3,Inf,0.7,139,13684.0,1317496902,0.042649010846288055,0.08426805708617334,10198.0,99,795,2,0
1,3,Inf,0.7,139,13684.0,1317496902,0.042649010846288055,0.08426805708617334,10268.0,101,805,4,3
1,3,Inf,0.7,139,13684.0,1317496902,0.04837108973859086,0.08426805708617334,10295.0,101,810,3,2
1,3,Inf,0.7,139,13684.0,1317496902,0.04837108973859086,0.08426805708617334,10365.0,103,824,1,0
1,3,Inf,0.7,139,13684.0,1317496902,0.04849147158781757,0.08426805708617334,10410.0,105,832,1,2
1,3,Inf,0.7,139,13684.0,1317496902,0.04849147158781757,0.08426805708617334,10459.0,107,843,2,0
1,3,Inf,0.7,139,13684.0,1317496902,0.048498580710905966,0.08426805708617334,10506.0,107,851,4,1
1,3,Inf,0.7,139,13684.0,1317496902,0.048498580710905966,0.08426805708617334,10565.0,109,863,5,3
1,3,Inf,0.7,139,13684.0,1317496902,0.05080920441934972,0.08426805708617334,10591.0,109,869,3,1
1,3,Inf,0.7,139,13684.0,1317496902,0.05080920441934972,0.08426805708617334,10765.0,111,884,6,4
1,3,Inf,0.7,139,13684.0,1317496902,0.05081104281140958,0.08426805708617334,10928.0,113,901,7,3
1,3,Inf,0.7,139,13684.0,1317496902,0.05081104281140958,0.08426805708617334,11066.0,115,913,3,5
1,3,Inf,0.7,139,13684.0,1317496902,0.0512434309997439,0.08426805708617334,11102.0,115,919,4,0
1,3,Inf,0.7,139,13684.0,1317496902,0.0512434309997439,0.08426805708617334,11206.0,117,929,3,0
1,3,Inf,0.7,139,13684.0,1317496902,0.05127629727148226,0.08426805708617334,11275.0,119,939,2,0
1,3,Inf,0.7,139,13684.0,1317496902,0.05127629727148226,0.08426805708617334,11368.0,121,953,2,1
1,3,Inf,0.7,139,13684.0,1317496902,0.05770138823625118,0.08426805708617334,11457.0,123,964,3,1
1,3,Inf,0.7,139,13684.0,1317496902,0.05770138823625118,0.08426805708617334,11480.0,123,968,4,5
1,3,Inf,0.7,139,13684.0,1317496902,0.05819385135774389,0.08426805708617334,11546.0,123,977,5,2
1,3,Inf,0.7,139,13684.0,1317496902,0.05819385135774389,0.08426805708617334,11628.0,125,988,2,1
1,3,Inf,0.7,139,13684.0,1317496902,0.05819385135774389,0.08426805708617334,11661.0,125,993,3,3
1,3,Inf,0.7,139,13684.0,1317496902,0.05819385135774389,0.08426805708617334,11693.0,125,999,4,1
1,3,Inf,0.7,139,13684.0,1317496902,0.05819385135774389,0.08426805708617334,11776.0,127,1010,1,2
1,3,Inf,0.7,139,13684.0,1317496902,0.05819385135774389,0.08426805708617334,11819.0,127,1018,3,3
1,3,Inf,0.7,139,13684.0,1317496902,0.05820850139073554,0.08426805708617334,11877.0,129,1028,3,2
1,3,Inf,0.7,139,13684.0,1317496902,0.05820850139073554,0.08426805708617334,11895.0,129,1032,2,3
1,3,Inf,0.7,139,13684.0,1317496902,0.06120140093631449,0.08426805708617334,11915.0,129,1037,2,0
1,3,Inf,0.7,139,13684.0,1317496902,0.06120140093631449,0.08426805708617334,11982.0,129,1043,5,4
1,3,Inf,0.7,139,13684.0,1317496902,0.06208887856588836,0.08426805708617334,12089.0,131,1056,4,2
1,3,Inf,0.7,139,13684.0,1317496902,0.06208887856588836,0.08426805708617334,12111.0,131,1061,3,2
1,3,Inf,0.7,139,13684.0,1317496902,0.06423457570426669,0.08426805708617334,12158.0,133,1069,2,2
1,3,Inf,0.7,139,13684.0,1317496902,0.06423457570426669,0.08426805708617334,12182.0,133,1075,2,0
1,3,Inf,0.7,139,13684.0,1317496902,0.06435560653063323,0.08426805708617334,12196.0,133,1078,2,1
1,3,Inf,0.7,139,13684.0,1317496902,0.06435560653063323,0.0782475309506928,12247.0,133,1086,3,0
1,3,Inf,0.7,139,13684.0,1317496902,0.06759482861303251,0.0782475309506928,12269.0,133,1091,3,1
1,3,Inf,0.7,139,13684.0,1317496902,0.06759482861303251,0.0782475307586581,12310.0,133,1100,3,2
