seed,dimension,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
2,50,1707,1.80064e6,542107039848,-0.008159862370668534,0.17958110845801584,812.0,3,39,7,1
2,50,1707,1.80064e6,542107039848,-0.008159862370668534,0.0995177410328404,1431.0,5,75,5,1
2,50,1707,1.80064e6,542107039848,-0.0060616900566110654,0.0995177410328404,2403.0,7,108,8,1
2,50,1707,1.80064e6,542107039848,-0.0060616900566110654,0.0995177410328404,3074.0,9,140,6,1
2,50,1707,1.80064e6,542107039848,-0.005264949081891271,0.0995177410328404,3644.0,11,171,9,2
2,50,1707,1.80064e6,542107039848,-0.005264949081891271,0.0995177410328404,4082.0,13,197,6,1
2,50,1707,1.80064e6,542107039848,-0.00482907548624968,0.0995177410328404,5447.0,15,230,10,1
2,50,1707,1.80064e6,542107039848,-0.00482907548624968,0.0995177410328404,6178.0,17,264,7,1
2,50,1707,1.80064e6,542107039848,-0.004625207307939512,0.0995177410328404,7011.0,19,296,9,2
2,50,1707,1.80064e6,542107039848,-0.004625207307939512,0.0995177410328404,8428.0,21,333,6,0
2,50,1707,1.80064e6,542107039848,-0.004388359799912495,0.0995177410328404,9672.0,23,368,7,2
2,50,1707,1.80064e6,542107039848,-0.004388359799912495,0.0995177410328404,10488.0,25,412,10,4
2,50,1707,1.80064e6,542107039848,-0.004339681911364314,0.0995177410328404,11428.0,27,452,6,1
2,50,1707,1.80064e6,542107039848,-0.004339681911364314,0.0995177410328404,12715.0,29,484,10,1
2,50,1707,1.80064e6,542107039848,-0.003949287565840849,0.0995177410328404,14625.0,31,526,6,3
2,50,1707,1.80064e6,542107039848,-0.003949287565840849,0.0995177410328404,15515.0,33,561,9,1
2,50,1707,1.80064e6,542107039848,-0.003641746083422948,0.0995177410328404,16494.0,35,592,7,2
2,50,1707,1.80064e6,542107039848,-0.003641746083422948,0.0995177410328404,17815.0,37,631,8,1
2,50,1707,1.80064e6,542107039848,-0.0032143586239015004,0.0995177410328404,19891.0,39,676,12,1
2,50,1707,1.80064e6,542107039848,-0.0032143586239015004,0.0995177410328404,21067.0,41,709,10,2
2,50,1707,1.80064e6,542107039848,-0.0032090353725698242,0.09133286251489019,22613.0,43,752,9,2
2,50,1707,1.80064e6,542107039848,-0.0032090353725698242,0.09133286251489019,24540.0,45,799,12,1
2,50,1707,1.80064e6,542107039848,-0.0031767588641800674,0.09133286251489019,26052.0,47,839,11,2
2,50,1707,1.80064e6,542107039848,-0.0031767588641800674,0.09133286251489019,27390.0,49,877,9,1
2,50,1707,1.80064e6,542107039848,-0.0031063745933968493,0.09133286251489019,29421.0,51,922,11,4
2,50,1707,1.80064e6,542107039848,-0.0031063745933968493,0.09133286251489019,30904.0,53,964,8,3
2,50,1707,1.80064e6,542107039848,-0.0030893661829051304,0.09133286251489019,32474.0,55,1003,11,2
2,50,1707,1.80064e6,542107039848,-0.0030893661829051304,0.09133286251489019,33658.0,57,1043,9,3
2,50,1707,1.80064e6,542107039848,-0.0030009160838561835,0.09133286251489019,34966.0,59,1089,10,2
2,50,1707,1.80064e6,542107039848,-0.0030009160838561835,0.09133286251489019,36689.0,61,1132,9,6
2,50,1707,1.80064e6,542107039848,-0.002961726046573262,0.09133286251489019,38242.0,63,1168,9,3
2,50,1707,1.80064e6,542107039848,-0.002961726046573262,0.09133286251489019,39605.0,65,1201,9,2
2,50,1707,1.80064e6,542107039848,-0.0029295809238948285,0.09133286251489019,40301.0,67,1229,5,3
2,50,1707,1.80064e6,542107039848,-0.0029295809238948285,0.08894171923022631,41278.0,69,1272,12,1
2,50,1707,1.80064e6,542107039848,-0.0027901340710552625,0.08894171923022631,42647.0,71,1312,9,1
2,50,1707,1.80064e6,542107039848,-0.0027901340710552625,0.08894171923022631,44148.0,73,1352,10,2
2,50,1707,1.80064e6,542107039848,-0.0026679030871494492,0.08894171923022631,45666.0,75,1388,9,1
2,50,1707,1.80064e6,542107039848,-0.0026679030871494492,0.08894171923022631,46671.0,77,1431,6,3
2,50,1707,1.80064e6,542107039848,-0.0024230910121916666,0.08894171923022631,48245.0,79,1470,6,2
2,50,1707,1.80064e6,542107039848,-0.0024230910121916666,0.08894171923022631,49643.0,81,1513,9,0
2,50,1707,1.80064e6,542107039848,-0.002392163180443786,0.08894171923022631,51468.0,83,1562,11,1
2,50,1707,1.80064e6,542107039848,-0.002392163180443786,0.08894171923022631,52729.0,85,1599,9,1
2,50,1707,1.80064e6,542107039848,-0.0023687044086646855,0.08894171923022631,53896.0,87,1643,9,1
2,50,1707,1.80064e6,542107039848,-0.0023687044086646855,0.08894171923022631,55623.0,89,1690,13,4
2,50,1707,1.80064e6,542107039848,-0.0023459028696665007,0.08894171923022631,56919.0,91,1736,10,3
2,50,1707,1.80064e6,542107039848,-0.0023459028696665007,0.08894171923022631,59050.0,93,1787,10,2
2,50,1707,1.80064e6,542107039848,-0.002329788553508213,0.08894171923022631,60857.0,95,1831,10,2
2,50,1707,1.80064e6,542107039848,-0.002329788553508213,0.08894171923022631,62220.0,97,1868,7,3
2,50,1707,1.80064e6,542107039848,-0.002297612117827615,0.08894171923022631,63440.0,99,1903,11,5
2,50,1707,1.80064e6,542107039848,-0.002297612117827615,0.08894171923022631,64576.0,101,1936,12,1
2,50,1707,1.80064e6,542107039848,-0.0022934071083592035,0.08894171923022631,66150.0,103,1974,10,2
2,50,1707,1.80064e6,542107039848,-0.0022934071083592035,0.08894171923022631,67250.0,105,2013,5,3
2,50,1707,1.80064e6,542107039848,-0.0022834601334355605,0.08894171923022631,68724.0,107,2054,9,5
2,50,1707,1.80064e6,542107039848,-0.0022834601334355605,0.08894171923022631,70370.0,109,2095,12,2
2,50,1707,1.80064e6,542107039848,-0.002239665973071681,0.08894171923022631,71303.0,111,2142,9,2
2,50,1707,1.80064e6,542107039848,-0.002239665973071681,0.08894171923022631,72709.0,113,2182,11,2
