seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,1816.558,-310.5848009837663,14.09316522109441,0.04537622310059865,35,Time limit reached,1355
2,4,1855.64,-307.15043048439605,21.14106893030396,0.06882969005435913,33,Time limit reached,1212
3,4,1825.286,-334.3851769902019,6.554153552064861,0.01960061032327671,83,Time limit reached,2819
2,5,1861.752,-300.25162084185746,9.926163032155102,0.03305948192493926,59,Time limit reached,2494
3,5,1811.652,-286.8640362499736,13.726935779229848,0.04785171385955186,49,Time limit reached,2179
1,6,1828.724,-149.98408047824245,24.979939421836576,0.16655060551883244,35,Time limit reached,1676
2,6,1920.062,-232.62917987412675,23.18512077780383,0.09966557415690096,31,Time limit reached,1367
3,6,1819.379,-220.56179285994995,15.78325200244393,0.07155932039628377,49,Time limit reached,2528
1,7,1812.885,-259.90875537148656,13.890585864473508,0.05344408596247459,55,Time limit reached,2348
2,7,1853.474,-168.932826964503,12.040367711854742,0.07127310853789669,73,Time limit reached,3598
3,7,1806.843,-144.56204403498094,24.91402503123365,0.1723413998297159,55,Time limit reached,3041
1,8,1806.182,-98.63841698103883,37.23447276745836,0.3774844924226218,47,Time limit reached,2806
2,8,1826.587,-92.7691424799438,19.545958913825274,0.21069461667225187,65,Time limit reached,3722
3,8,1858.677,-123.08540656082498,21.103160709746888,0.17145136291456586,45,Time limit reached,2410
