seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
3,8,121.0,-3.294825911363178,-0.9868804965870597,Optimal (tolerance reached),31,0,0,5,1
3,8,258.0,-3.294825911363178,-0.9868804965870597,Optimal (tolerance reached),60,1,1,17,1
3,8,391.0,-3.119396421537559,-0.9868804965870597,Optimal (tolerance reached),92,1,0,14,9
3,8,532.0,-3.119396421537559,-0.9868804965870597,Optimal (tolerance reached),126,0,0,21,7
3,8,681.0,-3.1057119064188945,-0.9868804965870597,Optimal (tolerance reached),159,0,0,24,1
3,8,808.0,-3.1057119064188945,-0.9868804965870597,Optimal (tolerance reached),191,0,0,14,10
3,8,947.0,-2.9593023163745666,-0.9868804965870597,Optimal (tolerance reached),226,0,0,21,3
3,8,1095.0,-2.9593023163745666,-0.9868804965870597,Optimal (tolerance reached),257,0,0,15,2
3,8,1237.0,-2.9486611513865095,-0.9868804965870597,Optimal (tolerance reached),284,0,0,8,0
3,8,1383.0,-2.9486611513865095,-0.9868804965870597,Optimal (tolerance reached),312,0,0,10,3
3,8,1552.0,-2.9046562261828623,-0.9868804965870597,Optimal (tolerance reached),344,0,0,10,4
3,8,1656.0,-2.9046562261828623,-0.9868804965870597,Optimal (tolerance reached),368,0,0,9,4
3,8,1749.0,-2.8935607822587084,-0.9868804965870597,Optimal (tolerance reached),393,0,0,2,2
3,8,1860.0,-2.8935607822587084,-0.9868804965870597,Optimal (tolerance reached),416,0,0,13,1
3,8,1977.0,-2.8053857271145386,-0.9868804965870597,Optimal (tolerance reached),447,0,0,18,2
3,8,2081.0,-2.8053857271145386,-0.9868804965870597,Optimal (tolerance reached),474,0,0,16,2
3,8,2185.0,-2.7940632345196184,-0.9868804965870597,Optimal (tolerance reached),498,0,0,13,2
3,8,2316.0,-2.7940632345196184,-0.9868804965870597,Optimal (tolerance reached),527,0,0,11,4
3,8,2451.0,-2.753099214278542,-0.9868804965870597,Optimal (tolerance reached),551,0,0,16,1
3,8,2634.0,-2.753099214278542,-0.9868804965870597,Optimal (tolerance reached),583,0,0,4,1
3,8,2831.0,-2.745064664018059,-0.9868804965870597,Optimal (tolerance reached),615,0,0,20,4
3,8,3019.0,-2.745064664018059,-0.9868804965870597,Optimal (tolerance reached),647,0,0,8,1
3,8,3203.0,-2.7412931167703736,-0.9868804965870597,Optimal (tolerance reached),676,0,0,14,4
3,8,3411.0,-2.7412931167703736,-0.9868804965870597,Optimal (tolerance reached),710,0,0,12,4
3,8,3600.0,-2.734163841687996,-0.9868804965870597,Optimal (tolerance reached),740,0,0,15,3
3,8,3821.0,-2.734163841687996,-0.9868804965870597,Optimal (tolerance reached),775,0,0,9,2
3,8,3998.0,-2.6920933473027846,-0.9868804965870597,Optimal (tolerance reached),802,0,0,12,1
3,8,4182.0,-2.6920933473027846,-0.9868804965870597,Optimal (tolerance reached),832,0,0,6,1
3,8,4397.0,-2.6798714226069205,-0.9868804965870597,Optimal (tolerance reached),866,0,0,16,4
3,8,4585.0,-2.6798714226069205,-0.9868804965870597,Optimal (tolerance reached),896,0,0,15,4
3,8,4787.0,-2.663140966374694,-0.9868804965870597,Optimal (tolerance reached),929,0,0,17,4
3,8,4967.0,-2.663140966374694,-0.9868804965870597,Optimal (tolerance reached),957,0,0,12,3
3,8,5163.0,-2.6518186472704413,-0.9868804965870597,Optimal (tolerance reached),988,0,0,18,11
3,8,5356.0,-2.6518186472704413,-0.9868804965870597,Optimal (tolerance reached),1019,0,0,20,2
3,8,5542.0,-2.6085386522390883,-0.9868804965870597,Optimal (tolerance reached),1048,0,0,19,11
3,8,5714.0,-2.6085386522390883,-0.9868804965870597,Optimal (tolerance reached),1075,0,0,17,4
3,8,5889.0,-2.603066287843637,-0.9868804965870597,Optimal (tolerance reached),1103,0,0,20,6
3,8,6070.0,-2.603066287843637,-0.9868804965870597,Optimal (tolerance reached),1131,0,0,19,5
3,8,6255.0,-2.5958628460008937,-0.9868804965870597,Optimal (tolerance reached),1160,0,0,23,6
3,8,6475.0,-2.5958628460008937,-0.9868804965870597,Optimal (tolerance reached),1196,0,0,17,6
3,8,6677.0,-2.592075124984717,-0.9868804965870597,Optimal (tolerance reached),1227,0,0,17,4
3,8,6898.0,-2.592075124984717,-0.9868804965870597,Optimal (tolerance reached),1263,0,0,19,2
3,8,7085.0,-2.577232969942608,-0.9868804965870597,Optimal (tolerance reached),1291,0,0,22,7
3,8,7258.0,-2.577232969942608,-0.9868804965870597,Optimal (tolerance reached),1317,0,0,22,2
3,8,7432.0,-2.56539237702437,-0.9868804965870597,Optimal (tolerance reached),1345,0,0,16,2
3,8,7623.0,-2.56539237702437,-0.9868804965870597,Optimal (tolerance reached),1376,0,0,12,7
