seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,2094.516,-310.58494639096085,14.382097816524777,0.04630648710971572,15,Time limit reached,1197
2,4,1947.765,-310.90348546098426,17.81248065805471,0.05729263739724148,19,Time limit reached,952
3,4,1833.678,-335.43706830248493,6.71182478234806,0.020009192234817594,23,Time limit reached,2488
1,5,1811.686,-295.40844463076877,15.754418287359101,0.05333096793170743,3,Time limit reached,880
2,5,2017.796,-293.37164918587575,19.471234379631483,0.06637053864497591,11,Time limit reached,1281
3,5,1873.789,-274.2719916213607,29.352608565850403,0.10702007300246832,7,Time limit reached,1545
1,6,1876.21,-157.78977772462014,17.771543628754614,0.11262797809228232,21,Time limit reached,1262
2,6,2270.364,-229.83387110414952,26.300161189521646,0.11443118050082224,15,Time limit reached,1097
3,6,2103.274,-209.06396586984988,27.319873644096106,0.13067710416009112,29,Time limit reached,3290
1,7,1832.17,-247.468465612168,27.052691595072673,0.10931773277921232,21,Time limit reached,2111
2,7,1821.278,-171.05869011681733,11.730837986144763,0.06857785464236679,23,Time limit reached,2932
3,7,1802.926,-139.54610947056364,30.087465252291054,0.21560948826479331,39,Time limit reached,2889
1,8,2125.065,-107.35716550331668,28.52353033358105,0.26568818392191856,25,Time limit reached,3483
2,8,1841.28,-84.71851832936977,30.39304042278434,0.35875321030311075,21,Time limit reached,2901
3,8,1823.381,-118.74337087661347,25.516517863851092,0.21488793585256535,31,Time limit reached,2163
