seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
1,70,70,35.0,0.1,1918.0,0.4056229217817286,0.5123950966645312,Time limit reached,15,0,0
1,70,70,35.0,0.1,3326.0,0.4056229217817286,0.5123950966645312,Time limit reached,29,0,0
1,70,70,35.0,0.1,3427.0,0.4070525620840844,0.5123950966645312,Time limit reached,42,0,0
1,70,70,35.0,0.1,3581.0,0.4070525620840844,0.5123950966645312,Time limit reached,59,0,0
1,70,70,35.0,0.1,3713.0,0.41032311124374937,0.5123950966645312,Time limit reached,75,0,0
1,70,70,35.0,0.1,3859.0,0.41032311124374937,0.5123950966645312,Time limit reached,93,0,0
1,70,70,35.0,0.1,3996.0,0.41147886645309373,0.5123950966645312,Time limit reached,110,0,0
1,70,70,35.0,0.1,4136.0,0.41147886645309373,0.5123950966645312,Time limit reached,126,0,0
1,70,70,35.0,0.1,4305.0,0.4120402246768475,0.5123950966645312,Time limit reached,146,0,0
1,70,70,35.0,0.1,4447.0,0.4120402246768475,0.5123950966645312,Time limit reached,164,0,0
1,70,70,35.0,0.1,4595.0,0.41220404866997973,0.5123950966645312,Time limit reached,183,0,0
1,70,70,35.0,0.1,4738.0,0.41220404866997973,0.5123950966645312,Time limit reached,201,0,0
1,70,70,35.0,0.1,4898.0,0.41225069410158954,0.5123950966645312,Time limit reached,220,0,0
1,70,70,35.0,0.1,5037.0,0.41225069410158954,0.5123950966645312,Time limit reached,237,0,0
1,70,70,35.0,0.1,5160.0,0.41225069410158954,0.5123950966645312,Time limit reached,253,0,0
1,70,70,35.0,0.1,5303.0,0.41225069410158954,0.5123950966645312,Time limit reached,271,0,0
1,70,70,35.0,0.1,5443.0,0.41225069410158954,0.5123950966645312,Time limit reached,288,0,0
1,70,70,35.0,0.1,5570.0,0.41225069410158954,0.5123950966645312,Time limit reached,303,0,0
1,70,70,35.0,0.1,5723.0,0.41229088929881835,0.5123950966645312,Time limit reached,322,0,0
1,70,70,35.0,0.1,5890.0,0.41229088929881835,0.5123950966645312,Time limit reached,342,0,0
1,70,70,35.0,0.1,6060.0,0.41235399090006464,0.5123950966645312,Time limit reached,362,0,0
1,70,70,35.0,0.1,6194.0,0.41235399090006464,0.5123950966645312,Time limit reached,378,0,0
1,70,70,35.0,0.1,6318.0,0.41235399090006464,0.5123950966645312,Time limit reached,394,0,0
1,70,70,35.0,0.1,6481.0,0.41235399090006464,0.5123950966645312,Time limit reached,414,0,0
1,70,70,35.0,0.1,6650.0,0.41235399090006464,0.5123950966645312,Time limit reached,435,0,0
1,70,70,35.0,0.1,6807.0,0.41235399090006464,0.5123950966645312,Time limit reached,454,0,0
1,70,70,35.0,0.1,6949.0,0.41235399090006464,0.5123950966645312,Time limit reached,471,0,0
1,70,70,35.0,0.1,7126.0,0.41235399090006464,0.5123950966645312,Time limit reached,493,0,0
1,70,70,35.0,0.1,7350.0,0.41250850485793555,0.5123950966645312,Time limit reached,519,0,0
1,70,70,35.0,0.1,7504.0,0.41250850485793555,0.5123950966645312,Time limit reached,537,0,0
1,70,70,35.0,0.1,7667.0,0.4125311771953493,0.5123950966645312,Time limit reached,555,0,0
1,70,70,35.0,0.1,7861.0,0.4125311771953493,0.5123950966645312,Time limit reached,578,0,0
1,70,70,35.0,0.1,8023.0,0.4128004824277887,0.5123950966645312,Time limit reached,598,0,0
1,70,70,35.0,0.1,8241.0,0.4128004824277887,0.5123950966645312,Time limit reached,624,0,0
1,70,70,35.0,0.1,8469.0,0.41290863806442685,0.5123950966645312,Time limit reached,651,0,0
1,70,70,35.0,0.1,8621.0,0.41290863806442685,0.5123950966645312,Time limit reached,671,0,0
1,70,70,35.0,0.1,8766.0,0.41307966760039233,0.5123950966645312,Time limit reached,690,0,0
1,70,70,35.0,0.1,8897.0,0.41307966760039233,0.5123950966645312,Time limit reached,708,0,0
1,70,70,35.0,0.1,9010.0,0.41323527822468425,0.5123950966645312,Time limit reached,724,0,0
1,70,70,35.0,0.1,9164.0,0.41323527822468425,0.5123950966645312,Time limit reached,745,0,0
1,70,70,35.0,0.1,9306.0,0.4132980716559379,0.5123950966645312,Time limit reached,765,0,0
1,70,70,35.0,0.1,9437.0,0.4132980716559379,0.5123950966645312,Time limit reached,780,0,0
1,70,70,35.0,0.1,9578.0,0.4134391261994433,0.5123950966645312,Time limit reached,800,0,0
1,70,70,35.0,0.1,9752.0,0.4134391261994433,0.5123950966645312,Time limit reached,821,0,0
1,70,70,35.0,0.1,9936.0,0.4135004887216233,0.5123950966645312,Time limit reached,844,0,0
1,70,70,35.0,0.1,10113.0,0.4135004887216233,0.5123950966645312,Time limit reached,866,0,0
1,70,70,35.0,0.1,10338.0,0.41353778076324776,0.5123950966645312,Time limit reached,894,0,0
1,70,70,35.0,0.1,10520.0,0.41353778076324776,0.5123950966645312,Time limit reached,919,0,0
1,70,70,35.0,0.1,10700.0,0.41353778076324776,0.5123950966645312,Time limit reached,944,0,0
1,70,70,35.0,0.1,10955.0,0.41353778076324776,0.5123950966645312,Time limit reached,974,0,0
1,70,70,35.0,0.1,11232.0,0.4135799920320562,0.5123950966645312,Time limit reached,1009,0,0
1,70,70,35.0,0.1,11416.0,0.4135799920320562,0.5123950966645312,Time limit reached,1033,0,0
1,70,70,35.0,0.1,11675.0,0.41367943408771585,0.5123950966645312,Time limit reached,1065,0,0
1,70,70,35.0,0.1,11794.0,0.41367943408771585,0.5123950966645312,Time limit reached,1081,0,0
